"Transaction_ID","Sale_Date","Sale_Time","Item_Name","Category","Quantity","Unit_Price","Discount","Payment_Method","Order_Channel","Line_Total","Server_Name"
"TX-0255","2026-06-18","18:23","Chicken Wrap","Main Course","1","10","0","Card","Delivery","10","Maya"
"TX-0256","2026-06-07","11:26","Chocolate Cake","Dessert","3","6.5","0.15","Cash","Takeaway","16.58","Maya"
"TX-0257","2026-06-20","18:14","Margherita Pizza","Main Course","2","11.5","0","Online","Dine-in","23","Ava"
"TX-0258","2026-06-27","10:05","Tomato Soup","Starter","3","6","0.15","Cash","Takeaway","15.3","Maya"
"TX-0259","2026-06-05","16:54","French Fries","Side","2","4.5","0.15","Cash","Dine-in","7.65","Liam"
"TX-0260","2026-06-25","17:18","Espresso","Beverage","4","2.5","0.05","Cash","Delivery","9.5","Liam"
"TX-0261","2026-06-24","13:04","Lemonade","Beverage","3","3.5","0","Card","Dine-in","10.5","Noah"
"TX-0262","2026-06-01","18:01","Caesar Salad","Starter","2","8.5","0","Card","Dine-in","17","Ava"
"TX-0263","2026-06-20","13:52","Chicken Wrap","Main Course","2","10","0","Online","Delivery","20","Maya"
"TX-0264","2026-06-12","10:30","Cola","Beverage","2","3","0","Online","Takeaway","6","Ava"
"TX-0265","2026-06-10","10:48","Chicken Wrap","Main Course","2","10","0.15","Card","Takeaway","17","Noah"
"TX-0266","2026-06-22","17:14","Classic Burger","Main Course","1","12.5","0.05","Cash","Takeaway","11.88","Noah"
"TX-0267","2026-06-08","19:48","Espresso","Beverage","2","2.5","0","Online","Delivery","5","Noah"
"TX-0268","2026-06-24","14:33","Cheesecake","Dessert","1","7","0.05","Online","Takeaway","6.65","Ava"
"TX-0269","2026-06-09","11:05","Tomato Soup","Starter","4","6","0.1","Online","Takeaway","21.6","Ava"
"TX-0270","2026-06-14","22:24","Chicken Wrap","Main Course","1","10","0","Online","Delivery","10","Noah"
"TX-0271","2026-06-30","13:27","Classic Burger","Main Course","1","12.5","0","Card","Takeaway","12.5","Ava"
"TX-0272","2026-06-19","18:59","Lemonade","Beverage","4","3.5","0.1","Card","Delivery","12.6","Maya"
"TX-0273","2026-06-27","20:06","Margherita Pizza","Main Course","4","11.5","0","Card","Dine-in","46","Maya"
"TX-0274","2026-06-16","17:57","Margherita Pizza","Main Course","3","11.5","0.15","Cash","Delivery","29.33","Noah"
"TX-0275","2026-06-02","13:42","Classic Burger","Main Course","4","12.5","0.1","Cash","Dine-in","45","Ava"
"TX-0276","2026-06-01","10:20","Cola","Beverage","4","3","0","Cash","Delivery","12","Maya"
"TX-0277","2026-06-04","20:29","Margherita Pizza","Main Course","4","11.5","0.15","Cash","Dine-in","39.1","Noah"
"TX-0278","2026-06-28","15:27","French Fries","Side","2","4.5","0","Card","Delivery","9","Ava"
"TX-0279","2026-06-23","14:34","Margherita Pizza","Main Course","3","11.5","0.05","Online","Dine-in","32.78","Maya"
"TX-0280","2026-06-13","18:38","Lemonade","Beverage","3","3.5","0","Card","Takeaway","10.5","Ava"
"TX-0281","2026-06-29","16:26","Cheesecake","Dessert","2","7","0","Card","Takeaway","14","Ava"
"TX-0282","2026-06-12","22:33","Margherita Pizza","Main Course","1","11.5","0","Cash","Takeaway","11.5","Liam"
"TX-0283","2026-06-29","21:14","Cola","Beverage","2","3","0","Online","Takeaway","6","Noah"
"TX-0284","2026-06-02","14:55","Margherita Pizza","Main Course","1","11.5","0.1","Card","Dine-in","10.35","Liam"
"TX-0285","2026-06-26","10:37","Chocolate Cake","Dessert","2","6.5","0.15","Card","Delivery","11.05","Maya"
"TX-0287","2026-06-05","21:03","Chocolate Cake","Dessert","4","6.5","0","Online","Dine-in","26","Noah"
"TX-0288","2026-06-05","20:51","Caesar Salad","Starter","4","8.5","0","Cash","Delivery","34","Noah"
"TX-0289","2026-06-19","22:41","Caesar Salad","Starter","3","8.5","0","Cash","Dine-in","25.5","Noah"
"TX-0290","2026-06-30","17:53","Cheesecake","Dessert","2","7","0","Online","Takeaway","14","Maya"
"TX-0291","2026-06-27","18:18","Cheesecake","Dessert","4","7","0.05","Online","Dine-in","26.6","Ava"
"TX-0292","2026-06-27","19:09","Caesar Salad","Starter","2","8.5","0","Cash","Dine-in","17","Liam"
"TX-0293","2026-06-30","22:11","Margherita Pizza","Main Course","2","11.5","0","Cash","Dine-in","23","Liam"
"TX-0294","2026-06-24","12:45","Espresso","Beverage","4","2.5","0.1","Cash","Delivery","9","Liam"
"TX-0295","2026-06-18","21:46","French Fries","Side","1","4.5","0","Online","Takeaway","4.5","Noah"
"TX-0296","2026-06-14","13:38","Classic Burger","Main Course","3","12.5","0.05","Cash","Takeaway","35.63","Noah"
"TX-0298","2026-06-24","22:44","Cola","Beverage","4","3","0.05","Card","Dine-in","11.4","Maya"
"TX-0299","2026-06-30","20:46","Chicken Wrap","Main Course","2","10","0","Cash","Takeaway","20","Noah"
"TX-0300","2026-06-30","22:52","Tomato Soup","Starter","1","6","0.15","Card","Takeaway","5.1","Liam"
"TX-0301","2026-06-01","12:40","Chicken Wrap","Main Course","2","10","0","Card","Takeaway","20","Ava"
"TX-0302","2026-06-19","17:07","Cola","Beverage","2","3","0","Cash","Takeaway","6","Ava"
"TX-0303","2026-06-15","20:52","Margherita Pizza","Main Course","2","11.5","0","Online","Dine-in","23","Liam"
"TX-0304","2026-06-05","13:54","French Fries","Side","1","4.5","0","Online","Delivery","4.5","Liam"
"TX-0305","2026-06-26","17:09","Margherita Pizza","Main Course","1","11.5","0.1","Cash","Takeaway","10.35","Liam"
"TX-0306","2026-06-05","20:52","Cola","Beverage","3","3","0","Cash","Delivery","9","Ava"
"TX-0307","2026-06-10","14:40","French Fries","Side","3","4.5","0.05","Cash","Delivery","12.83","Maya"
"TX-0309","2026-06-22","17:41","Tomato Soup","Starter","1","6","0","Online","Delivery","6","Ava"
"TX-0310","2026-06-02","10:14","Chicken Wrap","Main Course","1","10","0","Online","Delivery","10","Liam"
"TX-0311","2026-06-05","14:26","Lemonade","Beverage","3","3.5","0.1","Online","Takeaway","9.45","Ava"
"TX-0312","2026-06-26","18:00","Classic Burger","Main Course","3","12.5","0.1","Card","Delivery","33.75","Maya"
"TX-0313","2026-06-01","14:13","Tomato Soup","Starter","3","6","0","Card","Dine-in","18","Liam"
"TX-0314","2026-06-17","21:07","Lemonade","Beverage","4","3.5","0.05","Online","Takeaway","13.3","Maya"
"TX-0315","2026-06-02","20:00","Classic Burger","Main Course","4","12.5","0.15","Card","Dine-in","42.5","Ava"
"TX-0316","2026-06-09","22:12","Classic Burger","Main Course","1","12.5","0","Cash","Dine-in","12.5","Ava"
"TX-0317","2026-06-25","17:31","French Fries","Side","3","4.5","0.05","Cash","Delivery","12.83","Maya"
"TX-0318","2026-06-30","14:28","Chocolate Cake","Dessert","4","6.5","0","Online","Takeaway","26","Ava"
"TX-0319","2026-06-05","16:53","Espresso","Beverage","2","2.5","0","Cash","Dine-in","5","Noah"
"TX-0320","2026-06-01","11:40","Cheesecake","Dessert","1","7","0.05","Cash","Delivery","6.65","Ava"
