SalesLineKey,OrderID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,DiscountPct,SalesAmount,CostAmount,ProfitAmount
433,ORD-0284,20260113,30,1,4,4,0,136,72,64
434,ORD-0285,20260606,40,7,4,5,0,445,220,225
435,ORD-0286,20260221,46,12,4,5,0.15,1695.75,1125,570.75
436,ORD-0287,20260613,124,7,2,5,0.1,400.5,220,180.5
437,ORD-0288,20260310,150,2,3,5,0.1,355.5,210,145.5
438,ORD-0289,20260119,10,8,3,4,0.1,162.0,80,82.0
439,ORD-0290,20260115,28,2,2,3,0.1,213.3,126,87.3
440,ORD-0291,20260330,83,2,2,4,0.1,284.4,168,116.4
441,ORD-0292,20260512,79,12,2,2,0,798,450,348
442,ORD-0292,20260512,79,9,2,4,0,476,252,224
443,ORD-0293,20260320,82,10,3,1,0.15,63.75,36,27.75
444,ORD-0293,20260320,82,12,3,1,0.1,359.1,225,134.1
445,ORD-0294,20260607,133,9,4,4,0.15,404.6,252,152.6
446,ORD-0295,20260723,52,10,2,3,0.15,191.25,108,83.25
447,ORD-0295,20260723,52,6,2,4,0.05,528.2,312,216.2
448,ORD-0296,20260621,42,9,4,1,0,119,63,56
449,ORD-0297,20260318,36,9,4,5,0.05,565.25,315,250.25
450,ORD-0298,20260304,72,11,4,2,0,438,230,208
451,ORD-0299,20260317,91,11,3,4,0.1,788.4,460,328.4
452,ORD-0299,20260317,91,4,3,1,0.15,211.65,145,66.65
453,ORD-0300,20260326,128,1,1,2,0.05,64.6,36,28.6
454,ORD-0301,20260312,75,4,1,3,0,747,435,312
455,ORD-0302,20260727,42,4,4,3,0.1,672.3,435,237.3
456,ORD-0302,20260727,42,3,4,5,0,275,140,135
457,ORD-0302,20260727,42,7,4,1,0,89,44,45
458,ORD-0303,20260425,135,5,4,4,0,196,88,108
459,ORD-0303,20260425,135,2,4,2,0,158,84,74
460,ORD-0303,20260425,135,2,4,2,0.05,150.1,84,66.1
461,ORD-0304,20260714,132,4,4,2,0,498,290,208
462,ORD-0304,20260714,132,12,4,4,0,1596,900,696
463,ORD-0305,20260111,81,6,3,2,0.1,250.2,156,94.2
464,ORD-0305,20260111,81,10,3,2,0.1,135.0,72,63.0
465,ORD-0306,20260305,139,2,2,3,0.05,225.15,126,99.15
466,ORD-0306,20260305,139,12,2,4,0,1596,900,696
467,ORD-0306,20260305,139,10,2,1,0,75,36,39
468,ORD-0307,20260731,159,9,1,3,0.1,321.3,189,132.3
469,ORD-0308,20260118,123,10,1,5,0,375,180,195
470,ORD-0308,20260118,123,8,1,1,0,45,20,25
471,ORD-0308,20260118,123,4,1,2,0,498,290,208
472,ORD-0309,20260626,143,5,3,2,0.05,93.1,44,49.1
473,ORD-0310,20260703,156,1,1,4,0.05,129.2,72,57.2
474,ORD-0310,20260703,156,4,1,1,0,249,145,104
475,ORD-0311,20260621,123,7,1,3,0,267,132,135
476,ORD-0312,20260610,67,11,4,1,0.1,197.1,115,82.1
477,ORD-0313,20260305,2,1,1,4,0,136,72,64
478,ORD-0314,20260530,169,12,1,2,0,798,450,348
479,ORD-0315,20260505,101,10,1,1,0,75,36,39
480,ORD-0316,20260718,106,10,3,2,0.05,142.5,72,70.5
481,ORD-0317,20260621,4,12,2,4,0,1596,900,696
482,ORD-0318,20260129,97,3,4,2,0,110,56,54
483,ORD-0319,20260304,140,10,1,3,0,225,108,117
484,ORD-0320,20260319,163,6,4,2,0,278,156,122
485,ORD-0320,20260319,163,10,4,2,0,150,72,78
486,ORD-0321,20260602,12,12,3,1,0,399,225,174
487,ORD-0322,20260216,120,3,4,4,0.05,209.0,112,97.0
488,ORD-0323,20260416,72,4,3,4,0,996,580,416
489,ORD-0323,20260416,72,5,3,4,0,196,88,108
490,ORD-0324,20260213,133,8,4,5,0,225,100,125
491,ORD-0324,20260213,133,2,4,4,0.05,300.2,168,132.2
492,ORD-0324,20260213,133,4,4,5,0.1,1120.5,725,395.5
493,ORD-0325,20260512,73,10,3,4,0.1,270.0,144,126.0
494,ORD-0326,20260515,148,9,4,5,0,595,315,280
495,ORD-0326,20260515,148,7,4,3,0.15,226.95,132,94.95
496,ORD-0327,20260218,76,10,4,5,0,375,180,195
497,ORD-0327,20260218,76,12,4,2,0,798,450,348
498,ORD-0328,20260626,155,4,4,1,0,249,145,104
499,ORD-0328,20260626,155,6,4,3,0,417,234,183
500,ORD-0329,20260430,132,5,3,3,0,147,66,81
501,ORD-0329,20260430,132,11,3,2,0.1,394.2,230,164.2
502,ORD-0329,20260430,132,11,3,5,0,1095,575,520
503,ORD-0330,20260227,72,10,4,3,0,225,108,117
504,ORD-0331,20260218,105,8,2,2,0.05,85.5,40,45.5
505,ORD-0331,20260218,105,7,2,5,0,445,220,225
506,ORD-0331,20260218,105,9,2,1,0.1,107.1,63,44.1
507,ORD-0332,20260318,169,10,1,5,0.15,318.75,180,138.75
508,ORD-0332,20260318,169,3,1,1,0.1,49.5,28,21.5
509,ORD-0332,20260318,169,11,1,1,0.05,208.05,115,93.05
510,ORD-0333,20260411,23,10,4,2,0.1,135.0,72,63.0
511,ORD-0333,20260411,23,2,4,4,0,316,168,148
512,ORD-0333,20260411,23,8,4,2,0.15,76.5,40,36.5
513,ORD-0334,20260606,144,11,3,5,0,1095,575,520
514,ORD-0335,20260622,129,5,1,3,0,147,66,81
515,ORD-0336,20260418,118,9,4,5,0.1,535.5,315,220.5
516,ORD-0336,20260418,118,7,4,4,0.05,338.2,176,162.2
517,ORD-0336,20260418,118,1,4,4,0.05,129.2,72,57.2
518,ORD-0337,20260716,78,5,2,3,0,147,66,81
519,ORD-0337,20260716,78,7,2,4,0.1,320.4,176,144.4
520,ORD-0338,20260118,37,2,2,4,0.05,300.2,168,132.2
521,ORD-0339,20260407,179,8,3,2,0.05,85.5,40,45.5
522,ORD-0339,20260407,179,2,3,4,0,316,168,148
523,ORD-0339,20260407,179,8,3,4,0.05,171.0,80,91.0
524,ORD-0340,20260106,129,3,1,2,0,110,56,54
525,ORD-0341,20260710,15,9,1,3,0.15,303.45,189,114.45
526,ORD-0342,20260328,102,9,1,5,0.1,535.5,315,220.5
527,ORD-0343,20260401,170,5,1,1,0.05,46.55,22,24.55
528,ORD-0344,20260527,33,11,4,3,0.05,624.15,345,279.15
529,ORD-0344,20260527,33,1,4,1,0,34,18,16
530,ORD-0344,20260527,33,5,4,4,0,196,88,108
531,ORD-0345,20260428,25,4,4,5,0,1245,725,520
532,ORD-0345,20260428,25,12,4,4,0.15,1356.6,900,456.6
533,ORD-0345,20260428,25,4,4,1,0,249,145,104
534,ORD-0346,20260613,166,7,4,3,0,267,132,135
535,ORD-0346,20260613,166,6,4,4,0.15,472.6,312,160.6
536,ORD-0347,20260317,46,9,1,2,0.05,226.1,126,100.1
537,ORD-0348,20260404,107,9,3,5,0,595,315,280
538,ORD-0349,20260723,18,2,2,1,0,79,42,37
539,ORD-0350,20260116,112,3,2,2,0,110,56,54
540,ORD-0350,20260116,112,12,2,3,0.15,1017.45,675,342.45
541,ORD-0351,20260324,72,3,1,3,0,165,84,81
542,ORD-0352,20260508,1,7,4,2,0,178,88,90
543,ORD-0353,20260616,120,4,4,1,0,249,145,104
544,ORD-0353,20260616,120,12,4,1,0.05,379.05,225,154.05
545,ORD-0353,20260616,120,5,4,4,0,196,88,108
546,ORD-0354,20260727,142,4,2,3,0.05,709.65,435,274.65
547,ORD-0355,20260106,141,6,3,2,0.15,236.3,156,80.3
548,ORD-0356,20260621,173,3,1,4,0,220,112,108
549,ORD-0356,20260621,173,4,1,3,0,747,435,312
550,ORD-0356,20260621,173,3,1,1,0.05,52.25,28,24.25
551,ORD-0357,20260226,54,6,2,2,0,278,156,122
552,ORD-0358,20260726,126,7,4,3,0.05,253.65,132,121.65
553,ORD-0359,20260415,132,11,3,1,0.15,186.15,115,71.15
554,ORD-0360,20260404,8,12,2,4,0,1596,900,696
555,ORD-0360,20260404,8,1,2,5,0.1,153.0,90,63.0
556,ORD-0361,20260304,12,5,3,5,0.1,220.5,110,110.5
557,ORD-0361,20260304,12,12,3,4,0,1596,900,696
558,ORD-0362,20260730,149,8,2,2,0,90,40,50
559,ORD-0362,20260730,149,8,2,2,0,90,40,50
560,ORD-0363,20260226,46,5,4,1,0.05,46.55,22,24.55
561,ORD-0363,20260226,46,12,4,4,0,1596,900,696
562,ORD-0364,20260203,20,6,4,1,0,139,78,61
563,ORD-0365,20260406,32,5,3,1,0.1,44.1,22,22.1
564,ORD-0365,20260406,32,12,3,1,0,399,225,174
565,ORD-0365,20260406,32,7,3,5,0,445,220,225
566,ORD-0366,20260210,166,9,2,1,0.15,101.15,63,38.15
567,ORD-0366,20260210,166,6,2,3,0,417,234,183
568,ORD-0367,20260328,104,2,3,1,0.1,71.1,42,29.1
569,ORD-0368,20260105,158,10,3,3,0,225,108,117
570,ORD-0369,20260108,2,1,4,4,0,136,72,64
571,ORD-0370,20260604,1,4,2,4,0,996,580,416
572,ORD-0371,20260521,156,10,2,4,0,300,144,156
573,ORD-0371,20260521,156,2,2,2,0,158,84,74
574,ORD-0372,20260515,70,8,4,4,0,180,80,100
575,ORD-0373,20260130,80,9,2,5,0,595,315,280
576,ORD-0374,20260402,99,6,4,5,0.05,660.25,390,270.25
577,ORD-0374,20260402,99,10,4,3,0,225,108,117
578,ORD-0375,20260221,180,10,2,3,0.1,202.5,108,94.5
579,ORD-0375,20260221,180,6,2,4,0.1,500.4,312,188.4
580,ORD-0376,20260219,111,12,4,5,0.15,1695.75,1125,570.75
581,ORD-0377,20260220,76,12,2,2,0,798,450,348
582,ORD-0378,20260419,7,1,4,1,0,34,18,16
583,ORD-0378,20260419,7,2,4,1,0.15,67.15,42,25.15
584,ORD-0379,20260205,172,6,1,4,0.05,528.2,312,216.2
585,ORD-0380,20260724,41,7,3,4,0,356,176,180
586,ORD-0381,20260502,90,7,2,4,0,356,176,180
587,ORD-0382,20260522,148,8,2,5,0.15,191.25,100,91.25
588,ORD-0383,20260124,28,7,3,4,0.05,338.2,176,162.2
589,ORD-0384,20260213,155,5,3,4,0,196,88,108
590,ORD-0384,20260213,155,7,3,1,0,89,44,45
591,ORD-0385,20260406,142,9,4,1,0,119,63,56
592,ORD-0385,20260406,142,9,4,4,0.1,428.4,252,176.4
593,ORD-0386,20260403,59,6,1,4,0,556,312,244
594,ORD-0386,20260403,59,1,1,3,0.15,86.7,54,32.7
595,ORD-0386,20260403,59,10,1,1,0.05,71.25,36,35.25
596,ORD-0387,20260527,22,3,4,2,0,110,56,54
597,ORD-0388,20260326,76,5,2,2,0,98,44,54
598,ORD-0389,20260623,69,1,4,1,0.1,30.6,18,12.6
599,ORD-0390,20260425,174,4,1,4,0,996,580,416
600,ORD-0391,20260625,110,8,1,4,0,180,80,100
601,ORD-0392,20260108,167,9,4,1,0.1,107.1,63,44.1
602,ORD-0393,20260524,117,11,3,5,0,1095,575,520
603,ORD-0394,20260214,16,3,4,4,0,220,112,108
604,ORD-0395,20260625,116,3,4,5,0,275,140,135
605,ORD-0395,20260625,116,2,4,5,0,395,210,185
606,ORD-0396,20260220,38,11,3,1,0.05,208.05,115,93.05
607,ORD-0397,20260530,80,5,2,4,0.05,186.2,88,98.2
608,ORD-0398,20260225,145,3,3,3,0.05,156.75,84,72.75
609,ORD-0398,20260225,145,3,3,3,0,165,84,81
610,ORD-0398,20260225,145,5,3,5,0.15,208.25,110,98.25
611,ORD-0399,20260716,18,5,1,2,0.05,93.1,44,49.1
612,ORD-0400,20260307,82,11,3,5,0,1095,575,520
613,ORD-0400,20260307,82,6,3,2,0,278,156,122
614,ORD-0401,20260121,13,5,2,2,0.15,83.3,44,39.3
615,ORD-0402,20260715,24,11,3,5,0.05,1040.25,575,465.25
616,ORD-0402,20260715,24,3,3,3,0,165,84,81
617,ORD-0403,20260711,7,8,1,4,0.1,162.0,80,82.0
618,ORD-0404,20260709,27,7,2,1,0.05,84.55,44,40.55
619,ORD-0405,20260609,113,9,4,5,0.1,535.5,315,220.5
620,ORD-0406,20260305,1,11,3,1,0,219,115,104
621,ORD-0406,20260305,1,3,3,5,0,275,140,135
622,ORD-0406,20260305,1,12,3,4,0.15,1356.6,900,456.6
623,ORD-0407,20260109,79,11,3,4,0,876,460,416
624,ORD-0408,20260718,153,4,4,1,0.1,224.1,145,79.1
625,ORD-0409,20260227,94,8,3,3,0,135,60,75
626,ORD-0410,20260527,20,8,2,2,0,90,40,50
627,ORD-0411,20260712,54,1,1,2,0,68,36,32
628,ORD-0412,20260718,81,9,2,2,0,238,126,112
629,ORD-0413,20260317,152,5,3,1,0.1,44.1,22,22.1
630,ORD-0414,20260406,118,12,3,3,0,1197,675,522
631,ORD-0415,20260617,51,11,2,1,0.05,208.05,115,93.05
632,ORD-0415,20260617,51,9,2,5,0,595,315,280
633,ORD-0416,20260103,164,6,4,3,0.15,354.45,234,120.45
634,ORD-0417,20260521,113,6,3,5,0,695,390,305
635,ORD-0418,20260403,128,5,3,1,0.05,46.55,22,24.55
636,ORD-0419,20260219,133,3,4,4,0.1,198.0,112,86.0
637,ORD-0420,20260622,60,5,2,4,0,196,88,108
638,ORD-0421,20260715,22,5,3,1,0.1,44.1,22,22.1
639,ORD-0421,20260715,22,6,3,3,0.05,396.15,234,162.15
640,ORD-0422,20260417,91,7,4,1,0,89,44,45
641,ORD-0423,20260218,98,10,4,5,0.1,337.5,180,157.5
642,ORD-0423,20260218,98,11,4,5,0,1095,575,520
643,ORD-0424,20260114,95,11,4,3,0,657,345,312
644,ORD-0424,20260114,95,12,4,3,0.05,1137.15,675,462.15
645,ORD-0425,20260131,143,6,1,4,0,556,312,244
646,ORD-0425,20260131,143,8,1,3,0,135,60,75
647,ORD-0425,20260131,143,2,1,4,0,316,168,148
648,ORD-0426,20260121,180,7,2,2,0.1,160.2,88,72.2
649,ORD-0427,20260630,125,10,1,1,0,75,36,39
650,ORD-0427,20260630,125,4,1,1,0,249,145,104
651,ORD-0428,20260426,33,3,1,5,0.1,247.5,140,107.5
652,ORD-0429,20260616,35,6,4,3,0.15,354.45,234,120.45
653,ORD-0429,20260616,35,8,4,4,0.05,171.0,80,91.0
654,ORD-0429,20260616,35,11,4,2,0,438,230,208
655,ORD-0430,20260429,166,10,2,4,0,300,144,156
656,ORD-0430,20260429,166,6,2,1,0,139,78,61
657,ORD-0431,20260423,2,7,1,1,0.05,84.55,44,40.55
658,ORD-0432,20260716,25,10,2,2,0.1,135.0,72,63.0
659,ORD-0433,20260303,52,5,3,2,0,98,44,54
660,ORD-0434,20260119,90,7,4,2,0.1,160.2,88,72.2
661,ORD-0435,20260223,38,3,2,4,0,220,112,108
662,ORD-0436,20260615,9,12,2,3,0,1197,675,522
663,ORD-0436,20260615,9,1,2,3,0.05,96.9,54,42.9
664,ORD-0437,20260309,144,6,2,3,0,417,234,183
665,ORD-0438,20260218,59,5,3,2,0,98,44,54
666,ORD-0439,20260320,103,12,1,1,0.15,339.15,225,114.15
667,ORD-0440,20260312,43,7,3,2,0.15,151.3,88,63.3
668,ORD-0441,20260731,36,4,3,5,0.15,1058.25,725,333.25
669,ORD-0441,20260731,36,6,3,4,0,556,312,244
670,ORD-0442,20260306,59,12,4,3,0,1197,675,522
671,ORD-0442,20260306,59,7,4,1,0.05,84.55,44,40.55
672,ORD-0443,20260630,65,5,4,3,0,147,66,81
673,ORD-0444,20260727,81,8,2,4,0,180,80,100
674,ORD-0445,20260702,117,7,3,5,0.15,378.25,220,158.25
675,ORD-0446,20260420,56,9,2,5,0,595,315,280
676,ORD-0447,20260718,148,10,4,1,0.1,67.5,36,31.5
677,ORD-0448,20260220,103,6,3,3,0,417,234,183
678,ORD-0449,20260725,11,10,3,4,0,300,144,156
679,ORD-0450,20260424,88,9,2,1,0,119,63,56
680,ORD-0451,20260103,119,7,4,5,0.15,378.25,220,158.25
681,ORD-0451,20260103,119,11,4,1,0,219,115,104
682,ORD-0452,20260202,144,5,1,2,0.05,93.1,44,49.1
683,ORD-0452,20260202,144,6,1,5,0,695,390,305
684,ORD-0452,20260202,144,8,1,5,0.05,213.75,100,113.75
685,ORD-0453,20260719,139,4,1,1,0.15,211.65,145,66.65
686,ORD-0454,20260529,13,2,3,2,0.05,150.1,84,66.1
687,ORD-0455,20260713,97,10,3,5,0,375,180,195
688,ORD-0455,20260713,97,9,3,4,0,476,252,224
689,ORD-0456,20260602,117,2,3,3,0.05,225.15,126,99.15
690,ORD-0457,20260717,159,11,1,1,0.05,208.05,115,93.05
691,ORD-0458,20260702,13,5,1,1,0.05,46.55,22,24.55
692,ORD-0458,20260702,13,3,1,3,0,165,84,81
693,ORD-0459,20260214,32,9,3,2,0,238,126,112
694,ORD-0459,20260214,32,6,3,3,0,417,234,183
695,ORD-0460,20260114,124,12,4,5,0,1995,1125,870
696,ORD-0460,20260114,124,8,4,4,0,180,80,100
697,ORD-0461,20260629,4,2,4,2,0.1,142.2,84,58.2
698,ORD-0461,20260629,4,1,4,1,0.05,32.3,18,14.3
699,ORD-0462,20260222,177,7,2,4,0,356,176,180
700,ORD-0463,20260502,38,3,4,3,0.05,156.75,84,72.75
701,ORD-0463,20260502,38,3,4,2,0,110,56,54
702,ORD-0463,20260502,38,4,4,2,0,498,290,208
703,ORD-0464,20260121,37,4,2,1,0,249,145,104
704,ORD-0465,20260528,178,5,4,1,0.1,44.1,22,22.1
705,ORD-0465,20260528,178,2,4,5,0,395,210,185
706,ORD-0466,20260206,149,7,3,1,0.15,75.65,44,31.65
707,ORD-0467,20260324,82,9,3,5,0,595,315,280
708,ORD-0467,20260324,82,9,3,5,0.05,565.25,315,250.25
709,ORD-0468,20260130,113,5,4,1,0,49,22,27
710,ORD-0469,20260220,62,4,1,1,0,249,145,104
711,ORD-0469,20260220,62,1,1,1,0,34,18,16
712,ORD-0470,20260424,10,9,3,2,0.15,202.3,126,76.3
713,ORD-0471,20260204,81,6,3,1,0.15,118.15,78,40.15
714,ORD-0471,20260204,81,4,3,3,0.1,672.3,435,237.3
715,ORD-0471,20260204,81,11,3,3,0.05,624.15,345,279.15
716,ORD-0472,20260210,168,11,4,2,0.15,372.3,230,142.3
717,ORD-0472,20260210,168,2,4,1,0,79,42,37
718,ORD-0473,20260217,79,10,2,2,0,150,72,78
719,ORD-0474,20260314,57,5,2,3,0.05,139.65,66,73.65
720,ORD-0475,20260509,162,8,3,5,0.1,202.5,100,102.5
721,ORD-0475,20260509,162,7,3,2,0,178,88,90
722,ORD-0476,20260222,98,9,1,3,0.05,339.15,189,150.15
723,ORD-0477,20260711,64,7,1,1,0.05,84.55,44,40.55
724,ORD-0477,20260711,64,10,1,3,0.15,191.25,108,83.25
725,ORD-0477,20260711,64,6,1,4,0.1,500.4,312,188.4
726,ORD-0478,20260504,145,12,1,4,0,1596,900,696
727,ORD-0479,20260220,10,8,4,1,0,45,20,25
728,ORD-0479,20260220,10,6,4,5,0,695,390,305
729,ORD-0480,20260513,122,5,2,2,0,98,44,54
730,ORD-0480,20260513,122,6,2,3,0,417,234,183
731,ORD-0481,20260301,111,10,1,2,0,150,72,78
732,ORD-0481,20260301,111,1,1,5,0.1,153.0,90,63.0
733,ORD-0482,20260605,74,3,1,3,0,165,84,81
734,ORD-0483,20260227,12,3,2,5,0,275,140,135
735,ORD-0483,20260227,12,5,2,5,0.15,208.25,110,98.25
736,ORD-0484,20260519,175,2,3,2,0,158,84,74
737,ORD-0484,20260519,175,8,3,5,0,225,100,125
738,ORD-0485,20260519,9,1,3,4,0.15,115.6,72,43.6
739,ORD-0485,20260519,9,1,3,3,0,102,54,48
740,ORD-0486,20260105,102,12,2,2,0.1,718.2,450,268.2
741,ORD-0487,20260610,136,1,3,5,0,170,90,80
742,ORD-0487,20260610,136,9,3,4,0.15,404.6,252,152.6
743,ORD-0488,20260305,166,8,2,3,0,135,60,75
744,ORD-0489,20260115,82,12,1,5,0.1,1795.5,1125,670.5
745,ORD-0490,20260307,2,6,4,1,0,139,78,61
746,ORD-0491,20260715,23,4,1,2,0.1,448.2,290,158.2
747,ORD-0492,20260217,41,1,1,3,0,102,54,48
748,ORD-0492,20260217,41,3,1,4,0.05,209.0,112,97.0
749,ORD-0493,20260201,143,5,4,2,0,98,44,54
750,ORD-0493,20260201,143,4,4,1,0,249,145,104
751,ORD-0494,20260119,2,4,2,5,0.1,1120.5,725,395.5
752,ORD-0495,20260109,136,2,1,2,0,158,84,74
753,ORD-0496,20260110,168,3,1,2,0.1,99.0,56,43.0
754,ORD-0497,20260330,52,10,3,5,0.1,337.5,180,157.5
755,ORD-0497,20260330,52,11,3,5,0.15,930.75,575,355.75
756,ORD-0498,20260328,25,10,2,4,0.05,285.0,144,141.0
757,ORD-0499,20260328,164,4,1,2,0.1,448.2,290,158.2
758,ORD-0499,20260328,164,3,1,5,0,275,140,135
759,ORD-0500,20260304,17,6,2,4,0.05,528.2,312,216.2
760,ORD-0500,20260304,17,3,2,5,0.15,233.75,140,93.75
761,ORD-0501,20260112,62,11,4,4,0.05,832.2,460,372.2
762,ORD-0502,20260326,118,3,3,4,0,220,112,108
763,ORD-0503,20260414,127,5,4,4,0,196,88,108
764,ORD-0504,20260320,143,11,2,5,0.15,930.75,575,355.75
765,ORD-0505,20260717,47,6,1,3,0,417,234,183
766,ORD-0506,20260414,150,7,2,5,0,445,220,225
767,ORD-0507,20260210,10,10,1,1,0.1,67.5,36,31.5
768,ORD-0507,20260210,10,9,1,1,0.05,113.05,63,50.05
769,ORD-0508,20260301,133,10,3,3,0.15,191.25,108,83.25
770,ORD-0509,20260407,12,3,4,1,0.15,46.75,28,18.75
771,ORD-0510,20260121,83,12,4,5,0.15,1695.75,1125,570.75
772,ORD-0511,20260216,118,3,1,3,0.05,156.75,84,72.75
773,ORD-0512,20260131,79,9,2,3,0,357,189,168
774,ORD-0512,20260131,79,3,2,5,0.15,233.75,140,93.75
775,ORD-0513,20260601,6,3,2,3,0.05,156.75,84,72.75
776,ORD-0514,20260419,17,2,4,3,0.1,213.3,126,87.3
777,ORD-0515,20260122,36,1,2,3,0,102,54,48
778,ORD-0516,20260626,127,7,2,3,0.15,226.95,132,94.95
779,ORD-0516,20260626,127,8,2,2,0,90,40,50
780,ORD-0517,20260315,131,9,1,2,0,238,126,112
781,ORD-0518,20260602,25,6,4,3,0,417,234,183
782,ORD-0518,20260602,25,1,4,4,0,136,72,64
783,ORD-0519,20260504,59,8,2,1,0,45,20,25
784,ORD-0520,20260720,134,5,1,5,0.05,232.75,110,122.75
785,ORD-0520,20260720,134,4,1,4,0.05,946.2,580,366.2
786,ORD-0521,20260605,124,12,2,1,0.05,379.05,225,154.05
787,ORD-0522,20260310,157,11,1,3,0.05,624.15,345,279.15
788,ORD-0522,20260310,157,10,1,1,0,75,36,39
789,ORD-0523,20260327,1,12,3,2,0.05,758.1,450,308.1
790,ORD-0524,20260108,25,11,3,1,0.1,197.1,115,82.1
791,ORD-0524,20260108,25,8,3,2,0.15,76.5,40,36.5
792,ORD-0525,20260106,115,11,1,2,0,438,230,208
793,ORD-0525,20260106,115,4,1,5,0,1245,725,520
794,ORD-0526,20260302,30,5,1,3,0.05,139.65,66,73.65
795,ORD-0527,20260521,166,8,1,2,0,90,40,50
796,ORD-0527,20260521,166,6,1,2,0.15,236.3,156,80.3
797,ORD-0528,20260730,43,7,3,1,0.1,80.1,44,36.1
798,ORD-0529,20260316,99,5,1,5,0,245,110,135
799,ORD-0529,20260316,99,6,1,1,0,139,78,61
800,ORD-0529,20260316,99,2,1,4,0,316,168,148
801,ORD-0530,20260429,1,3,2,4,0,220,112,108
802,ORD-0530,20260429,1,11,2,5,0.05,1040.25,575,465.25
803,ORD-0531,20260718,49,10,2,4,0,300,144,156
804,ORD-0532,20260208,131,9,3,3,0,357,189,168
805,ORD-0533,20260127,48,6,3,3,0.1,375.3,234,141.3
806,ORD-0534,20260327,163,2,1,2,0,158,84,74
807,ORD-0534,20260327,163,12,1,2,0,798,450,348
808,ORD-0534,20260327,163,1,1,2,0.1,61.2,36,25.2
809,ORD-0535,20260612,36,9,3,1,0,119,63,56
810,ORD-0535,20260612,36,12,3,2,0.15,678.3,450,228.3
811,ORD-0536,20260317,72,1,1,2,0.1,61.2,36,25.2
812,ORD-0536,20260317,72,10,1,2,0.05,142.5,72,70.5
813,ORD-0537,20260131,15,7,3,4,0,356,176,180
814,ORD-0537,20260131,15,1,3,2,0,68,36,32
815,ORD-0538,20260116,172,9,4,1,0.05,113.05,63,50.05
816,ORD-0538,20260116,172,3,4,3,0.15,140.25,84,56.25
817,ORD-0539,20260617,176,5,3,3,0,147,66,81
818,ORD-0540,20260612,98,8,3,4,0.1,162.0,80,82.0
819,ORD-0541,20260215,6,2,1,1,0.05,75.05,42,33.05
820,ORD-0541,20260215,6,7,1,3,0.05,253.65,132,121.65
821,ORD-0542,20260525,131,4,3,2,0,498,290,208
822,ORD-0543,20260603,180,3,2,2,0,110,56,54
823,ORD-0543,20260603,180,11,2,2,0.05,416.1,230,186.1
824,ORD-0544,20260402,73,10,4,1,0,75,36,39
825,ORD-0545,20260102,14,9,2,5,0.15,505.75,315,190.75
826,ORD-0545,20260102,14,10,2,4,0.05,285.0,144,141.0
827,ORD-0546,20260713,163,2,1,3,0,237,126,111
828,ORD-0547,20260207,162,9,1,2,0,238,126,112
829,ORD-0548,20260320,62,9,4,2,0.15,202.3,126,76.3
830,ORD-0549,20260430,69,8,1,3,0,135,60,75
831,ORD-0549,20260430,69,6,1,4,0.15,472.6,312,160.6
832,ORD-0550,20260409,36,12,1,4,0,1596,900,696
833,ORD-0551,20260226,114,10,1,1,0,75,36,39
834,ORD-0552,20260126,55,12,2,1,0,399,225,174
835,ORD-0552,20260126,55,7,2,2,0.1,160.2,88,72.2
836,ORD-0552,20260126,55,12,2,5,0,1995,1125,870
837,ORD-0553,20260721,155,2,1,1,0.15,67.15,42,25.15
838,ORD-0554,20260215,20,1,2,3,0.15,86.7,54,32.7
839,ORD-0554,20260215,20,5,2,3,0,147,66,81
840,ORD-0555,20260216,156,2,3,1,0,79,42,37
841,ORD-0556,20260205,136,11,2,2,0.1,394.2,230,164.2
842,ORD-0557,20260312,18,1,2,4,0.1,122.4,72,50.4
843,ORD-0557,20260312,18,12,2,3,0.05,1137.15,675,462.15
844,ORD-0558,20260316,77,12,1,2,0.05,758.1,450,308.1
845,ORD-0558,20260316,77,9,1,1,0.15,101.15,63,38.15
846,ORD-0559,20260116,166,2,3,5,0,395,210,185
847,ORD-0559,20260116,166,4,3,4,0,996,580,416
848,ORD-0560,20260707,104,10,3,4,0,300,144,156
849,ORD-0561,20260524,114,11,1,1,0.1,197.1,115,82.1
850,ORD-0562,20260526,124,7,3,4,0,356,176,180
851,ORD-0563,20260204,160,8,3,4,0.15,153.0,80,73.0
852,ORD-0564,20260403,54,7,3,5,0,445,220,225
853,ORD-0564,20260403,54,6,3,4,0,556,312,244
854,ORD-0565,20260328,166,2,2,5,0,395,210,185
855,ORD-0566,20260316,36,6,2,5,0.1,625.5,390,235.5
856,ORD-0566,20260316,36,11,2,5,0,1095,575,520
857,ORD-0567,20260612,115,4,1,5,0.05,1182.75,725,457.75
858,ORD-0567,20260612,115,12,1,2,0,798,450,348
859,ORD-0567,20260612,115,2,1,3,0.15,201.45,126,75.45
860,ORD-0568,20260528,39,1,4,5,0,170,90,80
861,ORD-0569,20260224,65,6,2,5,0.1,625.5,390,235.5
862,ORD-0569,20260224,65,4,2,3,0.05,709.65,435,274.65
863,ORD-0570,20260711,113,7,1,4,0.1,320.4,176,144.4
864,ORD-0570,20260711,113,11,1,3,0.15,558.45,345,213.45
865,ORD-0571,20260306,24,4,2,2,0.1,448.2,290,158.2
866,ORD-0572,20260328,53,9,4,5,0,595,315,280
867,ORD-0572,20260328,53,6,4,4,0,556,312,244
