attempt_id,shipment_id,attempt_number,attempt_at,attempt_result,failure_reason
969,853,2,2026-02-24 11:13:58.515133,Success,
970,854,1,2026-02-24 05:46:36.379947,Success,
971,855,1,2026-02-24 05:13:53.253181,Success,
972,856,1,2026-02-25 05:36:13.679610,Success,
973,857,1,2026-02-22 23:22:46.764647,Success,
974,858,1,2026-02-23 03:41:24.810192,Success,
975,859,1,2026-02-23 15:04:45.740171,Success,
976,860,1,2026-02-24 18:38:23.900969,Success,
977,861,1,2026-02-23 06:59:37.691880,Success,
978,862,1,2026-02-25 02:04:29.082946,Success,
979,863,1,2026-02-26 20:07:41.060592,Failed,Address Issue
980,863,2,2026-02-26 21:53:10.442263,Success,
981,864,1,2026-02-23 22:58:54.168001,Success,
982,865,1,2026-02-25 08:34:30.469154,Success,
983,866,1,2026-02-25 21:59:29.049817,Success,
984,867,1,2026-02-24 08:23:15.019404,Success,
985,868,1,2026-02-23 01:00:41.831109,Failed,None
986,868,2,2026-02-23 03:01:55.229377,Success,
987,869,1,2026-02-25 07:24:27.576461,Success,
988,870,1,2026-02-25 14:28:10.620509,Failed,Address Issue
989,870,2,2026-02-25 17:03:13.543162,Success,
990,871,1,2026-02-24 22:19:27.394332,Failed,None
991,871,2,2026-02-24 22:44:59.129293,Success,
992,872,1,2026-02-24 04:40:57.495859,Success,
993,873,1,2026-02-26 07:21:54.011329,Failed,None
994,873,2,2026-02-26 09:53:36.187439,Success,
995,874,1,2026-02-26 03:27:16.683893,Success,
996,875,1,2026-02-26 04:54:28.972021,Failed,None
997,875,2,2026-02-26 06:20:44.941426,Success,
998,876,1,2026-02-23 23:02:02.528086,Success,
999,877,1,2026-02-23 15:02:33.086464,Success,
1000,878,1,2026-02-23 13:32:09.770758,Success,
1001,879,1,2026-02-25 18:48:42.259959,Success,
1002,880,1,2026-02-26 05:05:11.204511,Success,
1003,881,1,2026-02-26 04:12:55.510463,Success,
1004,882,1,2026-02-23 11:58:07.353653,Success,
1005,883,1,2026-02-25 13:59:32.944958,Failed,Address Issue
1006,883,2,2026-02-25 15:28:08.522312,Success,
1007,884,1,2026-02-25 23:28:10.261572,Success,
1008,885,1,2026-02-24 06:16:46.673805,Success,
1009,886,1,2026-02-24 08:54:25.953442,Success,
1010,887,1,2026-02-24 05:12:40.524349,Failed,None
1011,887,2,2026-02-24 08:12:01.500971,Success,
1012,888,1,2026-02-28 05:33:31.116810,Success,
1013,889,1,2026-02-25 22:00:53.364925,Success,
1014,890,1,2026-02-25 18:04:07.754659,Success,
1015,891,1,2026-02-26 06:11:07.200593,Success,
1016,892,1,2026-02-27 04:20:01.649736,Success,
1017,893,1,2026-02-24 14:42:54.508131,Success,
1018,894,1,2026-02-27 12:03:14.848795,Failed,Carrier Capacity
1019,894,2,2026-02-27 12:43:16.274981,Success,
1020,895,1,2026-02-28 12:05:17.456288,Success,
1021,896,1,2026-02-24 20:33:35.729135,Failed,None
1022,896,2,2026-02-24 23:13:35.019316,Success,
1023,897,1,2026-02-25 20:54:29.795483,Success,
1024,898,1,2026-02-26 23:56:10.522369,Success,
1025,899,1,2026-02-27 01:06:02.475669,Failed,Address Issue
1026,900,1,2026-02-24 12:02:36.030886,Success,
1027,901,1,2026-02-25 13:57:14.919967,Success,
1028,902,1,2026-02-27 05:27:25.120270,Success,
1029,903,1,2026-02-27 09:33:15.898531,Success,
1030,904,1,2026-02-25 15:59:32.511993,Success,
1031,905,1,2026-02-26 20:41:38.536155,Success,
1032,906,1,2026-03-01 03:35:53.512067,Success,
1033,907,1,2026-02-26 06:11:32.100888,Success,
1034,908,1,2026-02-26 12:47:33.148868,Success,
1035,909,1,2026-02-28 04:44:58.821259,Success,
1036,910,1,2026-02-26 12:47:32.707277,Success,
1037,911,1,2026-02-26 02:15:29.337284,Success,
1038,912,1,2026-03-01 05:32:35.023200,Success,
1039,913,1,2026-02-28 06:40:39.402447,Success,
1040,914,1,2026-02-26 08:59:18.495003,Success,
1041,915,1,2026-02-26 14:18:02.661289,Success,
1042,916,1,2026-02-28 15:12:07.964663,Success,
1043,917,1,2026-02-28 14:14:04.667497,Success,
1044,918,1,2026-02-26 01:36:26.791740,Success,
1045,919,1,2026-02-26 15:32:36.666204,Failed,None
1046,919,2,2026-02-26 17:55:44.215625,Success,
1047,920,1,2026-02-26 14:10:44.667516,Failed,Address Issue
1048,921,1,2026-02-28 01:05:14.910269,Failed,None
1049,921,2,2026-02-28 02:56:24.818637,Success,
1050,922,1,2026-02-27 08:06:34.925446,Success,
1051,923,1,2026-02-26 11:51:49.258502,Success,
1052,924,1,2026-02-28 05:40:39.867865,Success,
1053,925,1,2026-03-02 03:18:06.736670,Success,
1054,926,1,2026-02-27 08:29:46.281612,Success,
1055,927,1,2026-02-27 19:07:15.709418,Success,
1056,928,1,2026-02-28 16:59:21.278137,Success,
1057,929,1,2026-02-27 04:58:34.021557,Success,
1058,930,1,2026-03-01 08:00:03.868358,Success,
1059,931,1,2026-02-27 11:25:42.802837,Success,
1060,932,1,2026-02-26 06:46:53.251781,Success,
1061,933,1,2026-02-28 12:38:21.032720,Success,
1062,934,1,2026-03-01 05:54:58.136239,Failed,None
1063,934,2,2026-03-01 09:43:34.689736,Success,
1064,935,1,2026-02-27 08:14:35.765030,Success,
1065,936,1,2026-02-28 21:24:08.218288,Success,
1066,937,1,2026-02-27 15:20:38.752054,Success,
1067,938,1,2026-02-27 16:09:48.280248,Success,
1068,939,1,2026-03-01 20:32:43.989360,Failed,Customer Unavailable
1069,939,2,2026-03-01 22:34:00.026870,Success,
1070,940,1,2026-02-28 19:31:51.658289,Success,
1071,941,1,2026-02-26 23:14:36.199488,Success,
1072,942,1,2026-02-28 23:07:38.620506,Success,
1073,943,1,2026-03-01 12:57:38.041708,Success,
1074,944,1,2026-02-27 03:56:45.974052,Success,
1075,945,1,2026-03-04 05:35:29.869030,Success,
1076,946,1,2026-03-03 10:31:21.148625,Failed,Address Issue
1077,946,2,2026-03-03 13:59:23.622267,Success,
1078,947,1,2026-03-02 06:02:59.252927,Success,
1079,948,1,2026-02-28 04:15:00.980946,Success,
1080,949,1,2026-03-02 11:40:06.597295,Success,
1081,950,1,2026-03-01 23:04:57.445586,Success,
1082,951,1,2026-03-02 06:11:19.021090,Success,
1083,952,1,2026-03-02 09:15:37.674927,Success,
1084,953,1,2026-03-01 14:22:30.686423,Failed,Weather
1085,953,2,2026-03-01 16:19:53.328431,Success,
1086,954,1,2026-03-01 23:57:57.210517,Success,
1087,955,1,2026-02-27 16:52:33.645123,Success,
1088,956,1,2026-02-27 23:57:55.905870,Failed,None
1089,956,2,2026-02-28 03:35:04.019217,Success,
1090,957,1,2026-03-02 02:37:02.341195,Success,
1091,958,1,2026-03-01 13:50:56.362134,Success,
1092,959,1,2026-02-28 11:37:35.692880,Success,
1093,960,1,2026-03-03 07:36:27.066883,Failed,Hub Congestion
1094,961,1,2026-02-28 01:50:47.943101,Success,
1095,962,1,2026-03-02 01:01:38.001093,Success,
1096,963,1,2026-03-02 04:10:06.331037,Success,
1097,964,1,2026-03-01 00:23:33.081876,Failed,None
1098,964,2,2026-03-01 02:50:42.097817,Success,
1099,965,1,2026-03-02 23:50:04.855145,Success,
1100,966,1,2026-02-28 09:49:53.179906,Success,
1101,967,1,2026-03-02 15:41:57.681982,Success,
1102,968,1,2026-03-01 18:40:48.493279,Success,
1103,969,1,2026-03-03 20:52:31.202352,Success,
1104,970,1,2026-03-01 09:13:15.014902,Success,
1105,971,1,2026-03-02 00:52:18.156085,Success,
1106,972,1,2026-03-01 09:11:39.754449,Success,
1107,973,1,2026-02-28 11:31:34.769986,Success,
1108,974,1,2026-03-01 16:40:18.751749,Success,
1109,975,1,2026-03-04 08:18:04.018385,Success,
1110,976,1,2026-03-02 14:04:30.246491,Success,
1111,977,1,2026-03-02 16:12:04.080309,Success,
1112,978,1,2026-03-03 20:52:17.822083,Success,
1113,979,1,2026-03-03 07:14:27.695809,Failed,Address Issue
1114,979,2,2026-03-03 09:38:31.413644,Success,
1115,980,1,2026-03-02 06:50:47.782335,Success,
1116,981,1,2026-03-01 05:29:52.406279,Success,
1117,982,1,2026-03-03 18:22:13.090523,Success,
1118,983,1,2026-03-04 05:56:10.679360,Success,
1119,984,1,2026-03-04 02:05:56.949357,Success,
1120,985,1,2026-03-04 11:57:59.233342,Success,
1121,986,1,2026-03-02 15:57:18.969902,Failed,Customer Unavailable
1122,986,2,2026-03-02 19:04:08.907536,Success,
1123,987,1,2026-03-01 12:44:27.888891,Success,
1124,988,1,2026-03-03 23:38:18.824845,Success,
1125,989,1,2026-03-04 02:17:37.084632,Success,
1126,990,1,2026-03-04 08:11:06.653689,Success,
1127,991,1,2026-03-03 18:00:10.870386,Success,
1128,992,1,2026-03-05 11:20:34.124425,Success,
1129,993,1,2026-03-03 06:14:46.881742,Success,
1130,994,1,2026-03-05 02:05:06.815278,Success,
1131,995,1,2026-03-05 00:11:59.252609,Success,
1132,996,1,2026-03-04 23:29:47.547792,Success,
1133,997,1,2026-03-04 23:01:04.808083,Success,
1134,998,1,2026-03-03 10:20:41.628685,Failed,None
1135,998,2,2026-03-03 14:18:06.180343,Success,
1136,999,1,2026-03-03 12:55:50.735230,Success,
1137,1000,1,2026-03-02 21:16:45.801442,Failed,Address Issue
1138,1001,1,2026-03-05 00:20:01.780492,Success,
1139,1002,1,2026-03-05 08:27:53.758100,Success,
1140,1003,1,2026-03-05 05:07:15.690393,Success,
1141,1004,1,2026-03-05 00:56:40.977838,Success,
1142,1005,1,2026-03-04 19:06:26.732821,Success,
1143,1006,1,2026-03-03 17:51:15.985962,Success,
1144,1007,1,2026-03-05 06:35:20.592732,Success,
1145,1008,1,2026-03-03 15:54:40.225109,Success,
1146,1009,1,2026-03-04 15:55:25.422836,Success,
1147,1010,1,2026-03-03 12:46:28.737086,Success,
1148,1011,1,2026-03-05 06:12:25.647913,Success,
1149,1012,1,2026-03-03 07:04:21.896415,Failed,None
1150,1012,2,2026-03-03 07:31:21.913777,Success,
1151,1013,1,2026-03-07 01:37:07.105601,Success,
1152,1014,1,2026-03-06 18:50:01.169814,Failed,Customer Unavailable
1153,1014,2,2026-03-06 20:26:25.923566,Success,
1154,1015,1,2026-03-06 06:15:58.094442,Success,
1155,1016,1,2026-03-05 18:08:02.306287,Success,
1156,1017,1,2026-03-04 03:54:48.176206,Success,
1157,1018,1,2026-03-06 12:01:32.852662,Success,
1158,1019,1,2026-03-07 18:11:03.953694,Failed,Hub Congestion
1159,1019,2,2026-03-07 19:53:35.003327,Success,
1160,1020,1,2026-03-04 18:11:48.357001,Success,
1161,1021,1,2026-03-05 23:11:45.614272,Success,
1162,1022,1,2026-03-04 14:50:11.859571,Success,
1163,1023,1,2026-03-06 09:08:47.492232,Success,
1164,1024,1,2026-03-05 12:23:36.990494,Failed,None
1165,1024,2,2026-03-05 15:36:03.422597,Success,
1166,1025,1,2026-03-04 06:02:44.631299,Failed,None
1167,1025,2,2026-03-04 07:23:28.635851,Success,
1168,1026,1,2026-03-05 19:40:36.742956,Success,
1169,1027,1,2026-03-06 00:41:47.949715,Success,
1170,1028,1,2026-03-04 10:57:41.245392,Success,
1171,1029,1,2026-03-05 20:38:29.961448,Success,
1172,1030,1,2026-03-04 13:19:54.709119,Failed,Address Issue
1173,1031,1,2026-03-07 04:49:23.808254,Success,
1174,1032,1,2026-03-05 10:19:41.148684,Success,
1175,1033,1,2026-03-07 11:28:14.290728,Success,
1176,1034,1,2026-03-07 00:13:02.816350,Success,
1177,1035,1,2026-03-07 05:21:17.757140,Success,
1178,1036,1,2026-03-06 20:07:55.289211,Success,
1179,1037,1,2026-03-08 08:42:31.192715,Success,
1180,1038,1,2026-03-06 18:01:54.092378,Success,
1181,1039,1,2026-03-05 12:42:26.582962,Success,
1182,1040,1,2026-03-05 12:36:50.968420,Success,
1183,1041,1,2026-03-05 14:32:29.659168,Success,
1184,1042,1,2026-03-07 03:56:46.385040,Success,
1185,1043,1,2026-03-06 23:09:49.238975,Success,
1186,1044,1,2026-03-06 23:28:53.165231,Success,
1187,1045,1,2026-03-05 03:51:06.874985,Success,
1188,1046,1,2026-03-05 14:04:11.383109,Success,
1189,1047,1,2026-03-06 22:11:34.736585,Success,
1190,1048,1,2026-03-08 05:01:36.037070,Success,
1191,1049,1,2026-03-06 13:40:52.394618,Success,
1192,1050,1,2026-03-06 10:49:51.662080,Success,
1193,1051,1,2026-03-05 13:10:07.953390,Success,
1194,1052,1,2026-03-06 17:36:01.900535,Success,
1195,1053,1,2026-03-08 00:22:34.709535,Success,
1196,1054,1,2026-03-08 10:00:52.024335,Success,
1197,1055,1,2026-03-07 20:09:08.535256,Success,
1198,1056,1,2026-03-06 03:02:51.120696,Success,
1199,1057,1,2026-03-06 09:39:09.566155,Success,
1200,1058,1,2026-03-07 19:11:52.470617,Success,
1201,1059,1,2026-03-07 15:40:09.037453,Success,
1202,1060,1,2026-03-07 13:41:57.224526,Failed,None
1203,1060,2,2026-03-07 17:20:52.607590,Success,
1204,1061,1,2026-03-08 19:50:44.801074,Success,
1205,1062,1,2026-03-08 04:09:17.874644,Success,
1206,1063,1,2026-03-09 12:33:29.317833,Success,
1207,1064,1,2026-03-07 07:52:09.310002,Success,
1208,1065,1,2026-03-09 04:45:00.097047,Success,
1209,1066,1,2026-03-09 01:24:09.510730,Success,
1210,1067,1,2026-03-06 10:43:50.392060,Success,
1211,1068,1,2026-03-06 19:12:48.974431,Success,
1212,1069,1,2026-03-06 18:31:03.626721,Success,
1213,1070,1,2026-03-07 16:20:51.316952,Success,
1214,1071,1,2026-03-09 10:51:33.607454,Success,
1215,1072,1,2026-03-09 08:20:14.412094,Success,
1216,1073,1,2026-03-06 10:37:00.358529,Success,
1217,1074,1,2026-03-09 21:57:14.413678,Success,
1218,1075,1,2026-03-09 12:48:21.876047,Success,
1219,1076,1,2026-03-09 16:51:03.479824,Success,
1220,1077,1,2026-03-07 19:48:18.838996,Success,
1221,1078,1,2026-03-08 13:01:11.256032,Success,
1222,1079,1,2026-03-08 14:48:40.974649,Success,
1223,1080,1,2026-03-08 03:17:03.701628,Success,
1224,1081,1,2026-03-08 07:47:14.791093,Failed,None
1225,1081,2,2026-03-08 10:06:45.202855,Success,
1226,1082,1,2026-03-10 01:04:44.378424,Success,
1227,1083,1,2026-03-12 08:14:03.226231,Success,
1228,1084,1,2026-03-10 00:00:03.067960,Success,
1229,1085,1,2026-03-08 09:01:38.200066,Failed,None
1230,1085,2,2026-03-08 10:06:00.883680,Success,
1231,1086,1,2026-03-08 08:13:43.750271,Success,
1232,1087,1,2026-03-07 15:35:40.553979,Success,
1233,1088,1,2026-03-10 01:44:53.507195,Success,
1234,1089,1,2026-03-08 03:46:03.796564,Success,
1235,1090,1,2026-03-08 11:12:12.500950,Success,
1236,1091,1,2026-03-08 15:08:22.228617,Success,
1237,1092,1,2026-03-08 08:41:05.742224,Success,
1238,1093,1,2026-03-11 07:40:20.457646,Success,
1239,1094,1,2026-03-08 12:54:47.810711,Success,
1240,1095,1,2026-03-11 00:43:38.215593,Failed,None
1241,1095,2,2026-03-11 02:02:26.524193,Success,
1242,1096,1,2026-03-08 07:18:54.453217,Success,
1243,1097,1,2026-03-11 03:37:54.880254,Success,
1244,1098,1,2026-03-08 03:05:52.741658,Success,
1245,1099,1,2026-03-09 03:15:23.386499,Success,
1246,1100,1,2026-03-10 19:52:07.754303,Success,
1247,1101,1,2026-03-09 08:33:34.945774,Success,
1248,1102,1,2026-03-11 06:05:40.799418,Success,
1249,1103,1,2026-03-10 21:04:04.493484,Success,
1250,1104,1,2026-03-11 01:14:36.587959,Success,
1251,1105,1,2026-03-09 08:40:35.702955,Success,
1252,1106,1,2026-03-09 09:57:31.026338,Success,
1253,1107,1,2026-03-12 03:52:43.684111,Success,
1254,1108,1,2026-03-09 14:23:47.010502,Success,
1255,1109,1,2026-03-10 16:01:13.230763,Success,
1256,1110,1,2026-03-12 02:21:33.287945,Success,
1257,1111,1,2026-03-10 07:12:53.058433,Success,
1258,1112,1,2026-03-11 23:39:01.914540,Success,
1259,1113,1,2026-03-10 09:59:19.150584,Success,
1260,1114,1,2026-03-09 10:39:49.160234,Success,
1261,1115,1,2026-03-09 14:15:09.347081,Success,
1262,1116,1,2026-03-12 11:16:56.630300,Success,
1263,1117,1,2026-03-12 07:18:17.178670,Success,
1264,1118,1,2026-03-11 18:56:51.587451,Success,
1265,1119,1,2026-03-12 09:40:58.137156,Success,
1266,1120,1,2026-03-11 16:10:39.323652,Success,
1267,1121,1,2026-03-12 04:34:36.107527,Success,
1268,1122,1,2026-03-12 16:02:59.018486,Success,
1269,1123,1,2026-03-10 13:32:09.479380,Success,
1270,1124,1,2026-03-12 10:11:38.626983,Success,
1271,1125,1,2026-03-11 14:57:04.077735,Failed,Customer Unavailable
1272,1126,1,2026-03-13 03:02:15.184104,Success,
1273,1127,1,2026-03-10 21:07:56.476641,Failed,None
1274,1127,2,2026-03-10 23:43:59.012512,Success,
1275,1128,1,2026-03-11 11:33:16.913421,Success,
1276,1129,1,2026-03-12 07:44:40.861413,Failed,Weather
1277,1130,1,2026-03-12 09:41:41.349864,Failed,Customer Unavailable
1278,1130,2,2026-03-12 10:18:38.245765,Success,
1279,1131,1,2026-03-10 12:08:31.608787,Success,
1280,1132,1,2026-03-11 08:23:51.090832,Success,
1281,1133,1,2026-03-11 17:51:04.628404,Success,
1282,1134,1,2026-03-13 03:27:01.911255,Failed,None
1283,1134,2,2026-03-13 04:56:53.664908,Success,
1284,1135,1,2026-03-10 17:59:09.114974,Success,
1285,1136,1,2026-03-11 00:22:00.382714,Success,
1286,1137,1,2026-03-11 13:40:32.253819,Success,
1287,1138,1,2026-03-14 06:14:04.277792,Success,
1288,1139,1,2026-03-12 12:26:17.182822,Success,
1289,1140,1,2026-03-11 06:44:25.586262,Success,
1290,1141,1,2026-03-12 19:51:30.319831,Success,
1291,1142,1,2026-03-12 05:30:01.106060,Success,
1292,1143,1,2026-03-14 02:17:32.817924,Success,
1293,1144,1,2026-03-13 15:30:50.851861,Success,
1294,1145,1,2026-03-14 00:02:44.146585,Failed,None
1295,1145,2,2026-03-14 02:01:25.998135,Success,
1296,1146,1,2026-03-12 08:13:45.934004,Success,
1297,1147,1,2026-03-11 11:48:12.602092,Success,
1298,1148,1,2026-03-12 22:41:09.717747,Failed,Address Issue
1299,1148,2,2026-03-12 23:08:35.007331,Success,
1300,1149,1,2026-03-12 06:34:13.437960,Success,
1301,1150,1,2026-03-12 01:28:30.033034,Success,
1302,1151,1,2026-03-14 13:07:40.731275,Success,
1303,1152,1,2026-03-14 21:14:10.728262,Success,
1304,1153,1,2026-03-13 18:55:12.803845,Success,
1305,1154,1,2026-03-14 20:16:09.032556,Success,
1306,1155,1,2026-03-14 21:01:37.660077,Success,
1307,1156,1,2026-03-13 22:30:13.177509,Failed,Address Issue
1308,1156,2,2026-03-14 01:31:21.303606,Success,
1309,1157,1,2026-03-15 07:48:00.633469,Success,
1310,1158,1,2026-03-14 13:19:28.994647,Success,
1311,1159,1,2026-03-13 10:15:46.768951,Success,
1312,1160,1,2026-03-13 19:52:05.154895,Success,
1313,1161,1,2026-03-13 03:05:51.254962,Success,
1314,1162,1,2026-03-14 23:46:42.015091,Failed,Address Issue
1315,1163,1,2026-03-17 04:53:29.837553,Success,
1316,1164,1,2026-03-14 18:00:04.942925,Success,
1317,1165,1,2026-03-15 21:33:21.865634,Success,
1318,1166,1,2026-03-16 12:28:44.036880,Success,
1319,1167,1,2026-03-17 09:02:05.507926,Success,
1320,1168,1,2026-03-16 13:32:42.114415,Success,
1321,1169,1,2026-03-14 09:13:05.353723,Failed,Address Issue
1322,1170,1,2026-03-15 00:32:35.045180,Success,
1323,1171,1,2026-03-16 08:59:39.731023,Success,
1324,1172,1,2026-03-18 02:08:20.283225,Success,
1325,1173,1,2026-03-13 23:30:47.588993,Failed,None
1326,1173,2,2026-03-14 01:54:49.103340,Success,
1327,1174,1,2026-03-16 03:23:30.924371,Success,
1328,1175,1,2026-03-14 13:06:56.881485,Success,
1329,1176,1,2026-03-16 02:49:40.490321,Success,
1330,1177,1,2026-03-15 17:18:38.846652,Success,
1331,1178,1,2026-03-14 16:06:29.625170,Success,
1332,1179,1,2026-03-17 04:20:49.416612,Success,
1333,1180,1,2026-03-14 10:57:57.090970,Success,
1334,1181,1,2026-03-17 15:10:46.197138,Success,
1335,1182,1,2026-03-17 07:56:02.908146,Success,
1336,1183,1,2026-03-15 00:34:41.123224,Success,
1337,1184,1,2026-03-15 09:32:35.609453,Failed,Address Issue
1338,1185,1,2026-03-17 02:38:16.736775,Success,
1339,1186,1,2026-03-15 12:23:57.305771,Failed,None
1340,1186,2,2026-03-15 14:29:04.986364,Success,
1341,1187,1,2026-03-17 15:27:34.804871,Success,
1342,1188,1,2026-03-15 22:35:28.437917,Success,
1343,1189,1,2026-03-14 12:20:40.639701,Success,
1344,1190,1,2026-03-15 11:44:54.478397,Success,
1345,1191,1,2026-03-15 15:56:49.614148,Success,
1346,1192,1,2026-03-15 08:47:37.494625,Success,
1347,1193,1,2026-03-14 23:55:26.357151,Success,
1348,1194,1,2026-03-15 19:25:24.350132,Failed,None
1349,1194,2,2026-03-15 23:14:16.596799,Success,
1350,1195,1,2026-03-16 05:17:38.746424,Success,
1351,1196,1,2026-03-17 22:51:39.559252,Success,
1352,1197,1,2026-03-16 10:25:51.322140,Success,
1353,1198,1,2026-03-16 01:42:54.748951,Success,
1354,1199,1,2026-03-19 06:41:46.460177,Success,
1355,1200,1,2026-03-17 21:20:15.914976,Success,
1356,1201,1,2026-03-16 07:16:12.624525,Success,
1357,1202,1,2026-03-15 17:31:03.297239,Success,
1358,1203,1,2026-03-16 15:45:09.395554,Success,
1359,1204,1,2026-03-18 02:40:56.700797,Failed,Address Issue
1360,1205,1,2026-03-18 02:03:24.932501,Success,
1361,1206,1,2026-03-16 14:45:14.614220,Failed,None
1362,1206,2,2026-03-16 16:13:44.221328,Success,
1363,1207,1,2026-03-20 08:36:04.363369,Success,
1364,1208,1,2026-03-15 18:35:49.085277,Success,
1365,1209,1,2026-03-17 18:18:37.175451,Success,
1366,1210,1,2026-03-19 06:08:06.559397,Success,
1367,1211,1,2026-03-16 12:10:12.728823,Success,
1368,1212,1,2026-03-20 10:49:43.339929,Success,
1369,1213,1,2026-03-19 03:35:25.333950,Failed,None
1370,1213,2,2026-03-19 07:20:11.058327,Success,
1371,1214,1,2026-03-17 17:45:58.086403,Success,
1372,1215,1,2026-03-18 23:20:32.383135,Success,
1373,1216,1,2026-03-16 12:55:15.799373,Success,
1374,1217,1,2026-03-17 15:15:44.977903,Success,
1375,1218,1,2026-03-17 01:53:33.793588,Success,
1376,1219,1,2026-03-16 20:14:18.797798,Success,
1377,1220,1,2026-03-19 10:07:39.824626,Success,
1378,1221,1,2026-03-17 01:52:18.329624,Success,
1379,1222,1,2026-03-16 16:17:26.417032,Success,
1380,1223,1,2026-03-19 03:42:04.391122,Success,
1381,1224,1,2026-03-17 21:35:14.657820,Failed,Address Issue
1382,1224,2,2026-03-18 01:06:27.391609,Success,
1383,1225,1,2026-03-17 10:04:59.272530,Failed,None
1384,1225,2,2026-03-17 12:36:56.623532,Success,
1385,1226,1,2026-03-18 17:04:57.062411,Success,
1386,1227,1,2026-03-18 18:38:35.943196,Success,
1387,1228,1,2026-03-17 07:17:45.060284,Success,
1388,1229,1,2026-03-17 13:22:16.944060,Success,
1389,1230,1,2026-03-19 15:56:10.440186,Success,
1390,1231,1,2026-03-21 02:13:09.972268,Success,
1391,1232,1,2026-03-18 05:16:21.178718,Success,
1392,1233,1,2026-03-18 12:22:17.194465,Success,
1393,1234,1,2026-03-17 17:02:20.526086,Success,
1394,1235,1,2026-03-17 21:30:31.955078,Failed,None
1395,1235,2,2026-03-18 01:16:45.029336,Success,
1396,1236,1,2026-03-20 04:22:39.265975,Success,
1397,1237,1,2026-03-21 13:26:44.717052,Success,
1398,1238,1,2026-03-18 09:25:05.768911,Success,
1399,1239,1,2026-03-20 11:59:31.727907,Success,
1400,1240,1,2026-03-18 07:25:05.647590,Success,
1401,1241,1,2026-03-19 15:06:22.674771,Success,
1402,1242,1,2026-03-22 01:36:34.618050,Success,
1403,1243,1,2026-03-18 06:10:42.024522,Success,
1404,1244,1,2026-03-17 21:12:52.454916,Success,
1405,1245,1,2026-03-22 07:36:17.758038,Failed,Carrier Capacity
1406,1245,2,2026-03-22 10:00:44.669216,Success,
1407,1246,1,2026-03-19 18:56:27.178001,Success,
1408,1247,1,2026-03-20 06:59:30.959686,Success,
1409,1248,1,2026-03-19 12:51:05.354511,Failed,None
1410,1248,2,2026-03-19 14:41:36.428011,Success,
1411,1249,1,2026-03-20 21:54:01.376460,Success,
1412,1250,1,2026-03-21 12:36:42.616131,Success,
1413,1251,1,2026-03-21 05:24:14.103191,Success,
1414,1252,1,2026-03-20 20:23:33.088092,Failed,None
1415,1252,2,2026-03-20 20:54:12.502501,Success,
1416,1253,1,2026-03-21 05:04:45.871674,Success,
1417,1254,1,2026-03-19 14:04:14.938055,Success,
1418,1255,1,2026-03-19 14:03:47.477437,Success,
1419,1256,1,2026-03-19 19:47:27.016502,Success,
1420,1257,1,2026-03-19 07:15:38.041970,Failed,None
1421,1257,2,2026-03-19 07:44:07.657940,Success,
1422,1258,1,2026-03-22 22:18:36.821952,Failed,Customer Unavailable
1423,1258,2,2026-03-23 00:42:22.333830,Success,
1424,1259,1,2026-03-19 07:19:52.990427,Failed,None
1425,1259,2,2026-03-19 10:38:08.933252,Success,
1426,1260,1,2026-03-19 16:33:35.514415,Success,
1427,1261,1,2026-03-20 22:20:37.006103,Success,
1428,1262,1,2026-03-22 22:00:50.982137,Success,
1429,1263,1,2026-03-18 10:50:03.471232,Success,
1430,1264,1,2026-03-21 02:07:37.035707,Success,
1431,1265,1,2026-03-18 20:47:49.203211,Success,
1432,1266,1,2026-03-21 11:16:01.662420,Success,
1433,1267,1,2026-03-21 15:14:06.350015,Failed,None
1434,1267,2,2026-03-21 16:31:40.233956,Success,
1435,1268,1,2026-03-19 13:27:42.067608,Failed,None
1436,1268,2,2026-03-19 14:00:03.945094,Success,
1437,1269,1,2026-03-21 23:41:00.739833,Success,
1438,1270,1,2026-03-21 15:06:55.505509,Success,
1439,1271,1,2026-03-19 16:23:58.745837,Failed,Address Issue
1440,1272,1,2026-03-21 01:56:29.092403,Success,
1441,1273,1,2026-03-20 07:27:37.615648,Success,
1442,1274,1,2026-03-20 10:52:09.634178,Success,
1443,1275,1,2026-03-22 13:54:26.299816,Success,
1444,1276,1,2026-03-22 21:31:13.461915,Success,
1445,1277,1,2026-03-20 16:39:33.271662,Success,
1446,1278,1,2026-03-20 14:42:37.891179,Success,
1447,1279,1,2026-03-22 01:41:28.124501,Success,
1448,1280,1,2026-03-21 10:54:07.148063,Success,
1449,1281,1,2026-03-22 11:20:34.416404,Success,
1450,1282,1,2026-03-20 05:15:11.035206,Success,
1451,1283,1,2026-03-22 10:54:09.668234,Success,
1452,1284,1,2026-03-23 10:01:32.692750,Success,
1453,1285,1,2026-03-21 07:25:39.634229,Success,
1454,1286,1,2026-03-23 09:24:54.399290,Success,
1455,1287,1,2026-03-21 00:02:46.299627,Failed,None
1456,1287,2,2026-03-21 02:44:48.146371,Success,
1457,1288,1,2026-03-20 18:41:28.840797,Success,
1458,1289,1,2026-03-21 04:48:46.680379,Success,
1459,1290,1,2026-03-23 02:50:08.793197,Success,
1460,1291,1,2026-03-22 18:04:17.719230,Success,
1461,1292,1,2026-03-21 01:35:22.377454,Success,
1462,1293,1,2026-03-20 21:11:25.232043,Success,
1463,1294,1,2026-03-22 22:17:55.355605,Success,
1464,1295,1,2026-03-21 09:17:36.914356,Success,
