event_id,shipment_id,event_type,event_at,hub_id
1637,546,Dispatched,2026-02-03 10:18:05.068990,4
1638,546,Delivered,2026-02-05 20:39:22.529774,4
1639,547,Created,2026-02-03 10:30:00,3
1640,547,Dispatched,2026-02-03 14:22:34.800814,3
1641,547,Delivered,2026-02-06 06:42:48.221554,3
1642,548,Created,2026-02-03 13:45:00,3
1643,548,Dispatched,2026-02-03 17:00:13.102147,3
1644,548,Delivered,2026-02-05 23:09:49.880048,3
1645,549,Created,2026-02-03 08:30:00,4
1646,549,Dispatched,2026-02-03 15:16:12.371572,4
1647,549,Delivered,2026-02-05 20:33:31.419652,4
1648,550,Created,2026-02-03 07:15:00,5
1649,550,Dispatched,2026-02-03 09:35:12.900716,5
1650,550,Delivered,2026-02-03 19:33:47.798225,5
1651,551,Created,2026-02-03 09:45:00,1
1652,551,Dispatched,2026-02-03 13:43:40.359889,1
1653,551,Delivery Failed,2026-02-04 13:51:57.799554,1
1654,552,Created,2026-02-03 16:45:00,1
1655,552,Dispatched,2026-02-03 23:23:27.926219,1
1656,552,Delivered,2026-02-04 13:57:15.848437,1
1657,553,Created,2026-02-03 15:00:00,1
1658,553,Dispatched,2026-02-03 20:46:50.111395,1
1659,553,Delivered,2026-02-06 00:19:01.532346,1
1660,554,Created,2026-02-03 13:15:00,2
1661,554,Dispatched,2026-02-03 19:58:45.605790,2
1662,554,Delivered,2026-02-06 03:09:14.039934,2
1663,555,Created,2026-02-04 18:15:00,4
1664,555,Dispatched,2026-02-04 23:52:13.066977,4
1665,555,Delivered,2026-02-07 06:21:56.539399,4
1666,556,Created,2026-02-04 09:30:00,6
1667,556,Dispatched,2026-02-04 12:51:42.642188,6
1668,556,Delivered,2026-02-06 20:17:34.134010,6
1669,557,Created,2026-02-04 13:45:00,6
1670,557,Dispatched,2026-02-04 17:11:16.994170,6
1671,557,Delivered,2026-02-05 13:39:49.798839,6
1672,558,Created,2026-02-04 12:45:00,5
1673,558,Dispatched,2026-02-04 14:26:38.684569,5
1674,558,Delivered,2026-02-07 08:20:26.944401,5
1675,559,Created,2026-02-04 17:45:00,5
1676,559,Dispatched,2026-02-04 22:39:53.057278,5
1677,559,Delivered,2026-02-07 02:56:23.880894,5
1678,560,Created,2026-02-04 10:30:00,1
1679,560,Dispatched,2026-02-04 16:30:52.855784,1
1680,560,Delivered,2026-02-05 04:24:20.259877,1
1681,561,Created,2026-02-04 14:00:00,6
1682,561,Dispatched,2026-02-04 20:43:10.208409,6
1683,561,Delivered,2026-02-07 07:29:59.111063,6
1684,562,Created,2026-02-04 16:45:00,3
1685,562,Dispatched,2026-02-04 20:08:01.197680,3
1686,562,Delivered,2026-02-05 18:12:10.475449,3
1687,563,Created,2026-02-04 18:00:00,3
1688,563,Dispatched,2026-02-04 20:08:33.899468,3
1689,563,Delivered,2026-02-07 01:02:51.143509,3
1690,564,Created,2026-02-04 09:15:00,4
1691,564,Dispatched,2026-02-04 10:25:02.758465,4
1692,564,Delivered,2026-02-07 08:02:50.426767,4
1693,565,Created,2026-02-04 17:00:00,5
1694,565,Dispatched,2026-02-04 19:40:57.256476,5
1695,565,Delivered,2026-02-07 00:50:47.096718,5
1696,566,Created,2026-02-04 07:30:00,4
1697,566,Dispatched,2026-02-04 09:03:09.872727,4
1698,566,Delivered,2026-02-07 15:04:38.173465,4
1699,567,Created,2026-02-04 16:00:00,6
1700,567,Dispatched,2026-02-04 22:21:53.404876,6
1701,567,Delivered,2026-02-06 23:49:31.471944,6
1702,568,Created,2026-02-04 17:45:00,2
1703,568,Dispatched,2026-02-04 23:31:33.851129,2
1704,568,Delivered,2026-02-07 06:34:49.380271,2
1705,569,Created,2026-02-04 08:45:00,2
1706,569,Dispatched,2026-02-04 13:35:22.518577,2
1707,569,Delivered,2026-02-04 16:50:40.944003,2
1708,570,Created,2026-02-04 13:30:00,1
1709,570,Dispatched,2026-02-04 18:15:29.407057,1
1710,570,Delivered,2026-02-07 11:34:51.127371,1
1711,571,Created,2026-02-04 07:30:00,6
1712,571,Dispatched,2026-02-04 08:34:00.819627,6
1713,571,Delivered,2026-02-06 09:16:59.230075,6
1714,572,Created,2026-02-04 09:15:00,6
1715,572,Dispatched,2026-02-04 13:10:38.168559,6
1716,572,Delivered,2026-02-06 16:20:06.152890,6
1717,573,Created,2026-02-05 15:45:00,6
1718,573,Dispatched,2026-02-05 20:12:18.813893,6
1719,573,Delivered,2026-02-07 21:01:58.654849,6
1720,574,Created,2026-02-05 14:45:00,2
1721,574,Dispatched,2026-02-05 18:47:27.992341,2
1722,574,Delivered,2026-02-06 18:06:09.518778,2
1723,575,Created,2026-02-05 07:15:00,1
1724,575,Dispatched,2026-02-05 09:55:30.250964,1
1725,575,Delivered,2026-02-06 00:36:04.073300,1
1726,576,Created,2026-02-05 14:15:00,1
1727,576,Dispatched,2026-02-05 15:30:11.440359,1
1728,576,Delivered,2026-02-08 07:48:03.888730,1
1729,577,Created,2026-02-05 08:30:00,3
1730,577,Dispatched,2026-02-05 13:02:51.833996,3
1731,577,Delivered,2026-02-06 05:01:43.427938,3
1732,578,Created,2026-02-05 15:45:00,5
1733,578,Dispatched,2026-02-05 19:37:17.242188,5
1734,578,Delivered,2026-02-06 19:38:25.798266,5
1735,579,Created,2026-02-05 09:30:00,3
1736,579,Dispatched,2026-02-05 12:19:56.212466,3
1737,579,Delivered,2026-02-07 23:35:41.732628,3
1738,580,Created,2026-02-05 17:30:00,1
1739,580,Dispatched,2026-02-05 22:12:29.732810,1
1740,580,Delivered,2026-02-06 19:56:06.675655,1
1741,581,Created,2026-02-05 07:45:00,2
1742,581,Dispatched,2026-02-05 13:05:06.188389,2
1743,581,Delivered,2026-02-07 23:53:40.744380,2
1744,582,Created,2026-02-05 07:30:00,2
1745,582,Dispatched,2026-02-05 12:33:19.113248,2
1746,582,Delivered,2026-02-08 01:33:53.908787,2
1747,583,Created,2026-02-05 15:00:00,2
1748,583,Dispatched,2026-02-05 18:23:07.917831,2
1749,583,Delivered,2026-02-06 13:52:49.464491,2
1750,584,Created,2026-02-05 16:30:00,2
1751,584,Dispatched,2026-02-05 20:29:16.676077,2
1752,584,Delivered,2026-02-05 15:04:21.908654,2
1753,585,Created,2026-02-06 16:15:00,6
1754,585,Dispatched,2026-02-06 18:27:07.446214,6
1755,585,Delivered,2026-02-11 05:25:15.205625,6
1756,586,Created,2026-02-06 15:00:00,5
1757,586,Dispatched,2026-02-06 19:34:53.765192,5
1758,586,Delivered,2026-02-09 04:13:21.952450,5
1759,587,Created,2026-02-06 18:15:00,4
1760,587,Dispatched,2026-02-06 22:29:14.071473,4
1761,587,Delivered,2026-02-09 03:47:25.135154,4
1762,588,Created,2026-02-06 12:45:00,1
1763,588,Dispatched,2026-02-06 17:40:47.929081,1
1764,588,Delivered,2026-02-09 07:27:21.662876,1
1765,589,Created,2026-02-06 10:15:00,5
1766,589,Dispatched,2026-02-06 13:30:21.317867,5
1767,589,Delivered,2026-02-08 17:16:52.747393,5
1768,590,Created,2026-02-06 10:15:00,6
1769,590,Dispatched,2026-02-06 14:55:48.706824,6
1770,590,Delivered,2026-02-09 06:50:20.261114,6
1771,591,Created,2026-02-06 10:00:00,2
1772,591,Dispatched,2026-02-06 15:45:38.836151,2
1773,591,Delivered,2026-02-09 06:26:05.917228,2
1774,592,Created,2026-02-06 10:45:00,2
1775,592,Dispatched,2026-02-06 13:29:54.078864,2
1776,592,Delivered,2026-02-09 00:14:31.502808,2
1777,593,Created,2026-02-06 17:45:00,4
1778,593,Dispatched,2026-02-06 20:24:59.818819,4
1779,593,Delivered,2026-02-11 08:33:11.858449,4
1780,594,Created,2026-02-06 07:45:00,4
1781,594,Dispatched,2026-02-06 12:57:16.372428,4
1782,594,Delivered,2026-02-11 01:22:29.699329,4
1783,595,Created,2026-02-06 16:15:00,2
1784,595,Dispatched,2026-02-06 21:13:00.302047,2
1785,595,Delivered,2026-02-09 15:02:06.343873,2
1786,596,Created,2026-02-06 08:45:00,4
1787,596,Dispatched,2026-02-06 09:50:48.111825,4
1788,596,Delivered,2026-02-07 11:09:44.841694,4
1789,597,Created,2026-02-06 14:15:00,6
1790,597,Dispatched,2026-02-06 20:20:13.540760,6
1791,597,Delivered,2026-02-11 04:53:22.919725,6
1792,598,Created,2026-02-06 07:30:00,4
1793,598,Dispatched,2026-02-06 08:45:02.142630,4
1794,598,Delivered,2026-02-10 06:21:50.530041,4
1795,599,Created,2026-02-06 17:15:00,1
1796,599,Dispatched,2026-02-06 20:46:16.416517,1
1797,599,Delivered,2026-02-10 09:35:43.250129,1
1798,600,Created,2026-02-06 08:00:00,2
1799,600,Dispatched,2026-02-06 11:19:34.699769,2
1800,600,Delivered,2026-02-07 08:42:10.196273,2
1801,601,Created,2026-02-06 12:00:00,4
1802,601,Dispatched,2026-02-06 15:25:22.030435,4
1803,601,Delivered,2026-02-06 14:49:57.611149,4
1804,602,Created,2026-02-06 10:00:00,5
1805,602,Dispatched,2026-02-06 16:21:03.461725,5
1806,602,Delivered,2026-02-07 12:27:02.364121,5
1807,603,Created,2026-02-06 11:15:00,4
1808,603,Dispatched,2026-02-06 16:04:05.065458,4
1809,603,Delivered,2026-02-08 18:44:39.847423,4
1810,604,Created,2026-02-06 07:15:00,3
1811,604,Dispatched,2026-02-06 11:42:52.281459,3
1812,604,Delivered,2026-02-08 15:54:35.318740,3
1813,605,Created,2026-02-06 11:30:00,5
1814,605,Dispatched,2026-02-06 17:15:53.575607,5
1815,605,Delivered,2026-02-07 15:47:10.807096,5
1816,606,Created,2026-02-06 14:30:00,5
1817,606,Dispatched,2026-02-06 19:04:55.378057,5
1818,606,Delivered,2026-02-08 23:13:57.261496,5
1819,607,Created,2026-02-06 13:45:00,1
1820,607,Dispatched,2026-02-06 16:22:18.317350,1
1821,607,Delivered,2026-02-09 02:26:31.649838,1
1822,608,Created,2026-02-07 08:00:00,4
1823,608,Dispatched,2026-02-07 12:16:10.879993,4
1824,608,Delivered,2026-02-07 01:27:06.924791,4
1825,609,Created,2026-02-07 13:15:00,5
1826,609,Dispatched,2026-02-07 19:50:14.085918,5
1827,609,Delivered,2026-02-07 12:05:21.302159,5
1828,610,Created,2026-02-07 07:00:00,6
1829,610,Dispatched,2026-02-07 11:37:02.765987,6
1830,610,Delivered,2026-02-09 22:35:51.577461,6
1831,611,Created,2026-02-07 16:00:00,1
1832,611,Dispatched,2026-02-07 22:37:37.924917,1
1833,611,Delivered,2026-02-08 13:40:56.216847,1
1834,612,Created,2026-02-07 07:00:00,1
1835,612,Dispatched,2026-02-07 13:52:03.602266,1
1836,612,Delivered,2026-02-07 23:27:37.052744,1
1837,613,Created,2026-02-07 15:30:00,1
1838,613,Dispatched,2026-02-07 20:27:08.810700,1
1839,613,Delivered,2026-02-10 03:17:31.091868,1
1840,614,Created,2026-02-07 15:15:00,1
1841,614,Dispatched,2026-02-07 21:07:40.544135,1
1842,614,Delivered,2026-02-10 11:43:36.686577,1
1843,615,Created,2026-02-07 10:00:00,6
1844,615,Dispatched,2026-02-07 11:34:44.965914,6
1845,615,Delivered,2026-02-10 03:20:24.958723,6
1846,616,Created,2026-02-07 17:30:00,6
1847,616,Dispatched,2026-02-07 21:35:02.119036,6
1848,616,Delivered,2026-02-08 17:36:03.723528,6
1849,617,Created,2026-02-07 12:30:00,5
1850,617,Dispatched,2026-02-07 17:39:21.767223,5
1851,617,Delivered,2026-02-07 19:47:33.519511,5
1852,618,Created,2026-02-07 17:45:00,3
1853,618,Dispatched,2026-02-07 21:41:20.517530,3
1854,618,Delivered,2026-02-10 02:44:43.723181,3
1855,619,Created,2026-02-07 18:15:00,6
1856,619,Dispatched,2026-02-07 19:29:29.331133,6
1857,619,Delivered,2026-02-10 09:27:46.599150,6
1858,620,Created,2026-02-07 14:00:00,1
1859,620,Dispatched,2026-02-07 20:05:26.977969,1
1860,620,Delivered,2026-02-11 10:24:55.511185,1
1861,621,Created,2026-02-07 14:00:00,6
1862,621,Dispatched,2026-02-07 19:10:34.657406,6
1863,621,Delivered,2026-02-11 03:11:53.850546,6
1864,622,Created,2026-02-07 08:00:00,3
1865,622,Dispatched,2026-02-07 12:48:07.230209,3
1866,622,Delivered,2026-02-10 22:23:06.166487,3
1867,623,Created,2026-02-07 10:15:00,1
1868,623,Dispatched,2026-02-07 13:25:23.325351,1
1869,623,Delivery Failed,2026-02-09 17:44:10.974593,1
1870,624,Created,2026-02-07 14:15:00,3
1871,624,Dispatched,2026-02-07 15:54:36.370586,3
1872,624,Delivered,2026-02-08 14:59:30.452032,3
1873,625,Created,2026-02-07 15:00:00,4
1874,625,Dispatched,2026-02-07 21:01:04.702831,4
1875,625,Delivered,2026-02-08 04:53:10.586307,4
1876,626,Created,2026-02-07 09:45:00,1
1877,626,Dispatched,2026-02-07 12:49:04.639967,1
1878,626,Delivered,2026-02-08 08:18:38.186541,1
1879,627,Created,2026-02-07 11:15:00,5
1880,627,Dispatched,2026-02-07 15:51:46.583362,5
1881,627,Delivered,2026-02-10 07:36:57.052139,5
1882,628,Created,2026-02-08 18:00:00,1
1883,628,Dispatched,2026-02-08 21:35:48.433315,1
1884,628,Delivered,2026-02-09 11:54:10.490266,1
1885,629,Created,2026-02-08 12:15:00,6
1886,629,Dispatched,2026-02-08 13:35:39.136797,6
1887,629,Delivered,2026-02-10 21:58:17.702623,6
1888,630,Created,2026-02-08 09:00:00,3
1889,630,Dispatched,2026-02-08 10:59:09.347392,3
1890,630,Delivered,2026-02-12 13:02:35.306166,3
1891,631,Created,2026-02-08 13:15:00,1
1892,631,Dispatched,2026-02-08 15:26:59.762711,1
1893,631,Delivered,2026-02-10 21:33:25.515295,1
1894,632,Created,2026-02-08 12:15:00,2
1895,632,Dispatched,2026-02-08 16:27:28.285373,2
1896,632,Delivered,2026-02-13 04:29:12.767328,2
1897,633,Created,2026-02-08 15:45:00,6
1898,633,Dispatched,2026-02-08 17:58:06.905732,6
1899,633,Delivered,2026-02-11 13:08:45.401910,6
1900,634,Created,2026-02-08 17:45:00,6
1901,634,Dispatched,2026-02-08 19:36:52.204792,6
1902,634,Delivered,2026-02-11 10:48:36.002558,6
1903,635,Created,2026-02-08 09:45:00,1
1904,635,Dispatched,2026-02-08 11:48:35.444047,1
1905,635,Delivered,2026-02-10 18:07:09.068449,1
1906,636,Created,2026-02-08 16:00:00,1
1907,636,Dispatched,2026-02-08 19:34:28.775636,1
1908,636,Delivered,2026-02-09 11:38:07.986343,1
1909,637,Created,2026-02-08 11:30:00,6
1910,637,Dispatched,2026-02-08 14:32:59.646699,6
1911,637,Delivered,2026-02-09 01:46:14.187505,6
1912,638,Created,2026-02-08 07:00:00,6
1913,638,Dispatched,2026-02-08 08:19:54.546437,6
1914,638,Delivered,2026-02-09 05:11:37.311241,6
1915,639,Created,2026-02-08 12:00:00,6
1916,639,Dispatched,2026-02-08 13:43:17.708424,6
1917,639,Delivered,2026-02-11 04:31:42.141759,6
1918,640,Created,2026-02-08 11:15:00,1
1919,640,Dispatched,2026-02-08 15:20:20.641411,1
1920,640,Delivered,2026-02-11 10:07:59.963604,1
1921,641,Created,2026-02-08 11:30:00,2
1922,641,Dispatched,2026-02-08 14:46:14.575183,2
1923,641,Delivered,2026-02-09 08:22:55.857872,2
1924,642,Created,2026-02-08 18:15:00,2
1925,642,Dispatched,2026-02-08 19:57:46.985710,2
1926,642,Delivered,2026-02-11 11:29:44.284589,2
1927,643,Created,2026-02-09 11:30:00,2
1928,643,Dispatched,2026-02-09 12:52:33.827595,2
1929,643,Delivered,2026-02-09 17:43:12.505825,2
1930,644,Created,2026-02-09 11:15:00,6
1931,644,Dispatched,2026-02-09 13:47:15.268003,6
1932,644,Delivered,2026-02-10 13:44:02.124612,6
1933,645,Created,2026-02-09 12:45:00,4
1934,645,Dispatched,2026-02-09 15:11:34.687063,4
1935,645,Delivered,2026-02-11 08:25:16.880699,4
1936,646,Created,2026-02-09 12:30:00,2
1937,646,Dispatched,2026-02-09 19:14:32.679201,2
1938,646,Delivered,2026-02-12 08:51:58.258973,2
1939,647,Created,2026-02-09 09:30:00,4
1940,647,Dispatched,2026-02-09 11:57:44.745380,4
1941,647,Delivered,2026-02-10 03:41:55.678752,4
1942,648,Created,2026-02-09 10:15:00,5
1943,648,Dispatched,2026-02-09 13:44:53.470215,5
1944,648,Delivered,2026-02-10 08:34:07.272839,5
1945,649,Created,2026-02-09 16:30:00,1
1946,649,Dispatched,2026-02-09 19:58:51.944409,1
1947,649,Delivered,2026-02-12 09:22:56.772016,1
1948,650,Created,2026-02-09 12:30:00,3
1949,650,Dispatched,2026-02-09 18:09:54.539989,3
1950,650,Delivered,2026-02-12 01:23:40.914652,3
1951,651,Created,2026-02-09 12:00:00,2
1952,651,Dispatched,2026-02-09 17:29:34.017948,2
1953,651,Delivered,2026-02-11 21:59:08.712122,2
1954,652,Created,2026-02-09 09:45:00,1
1955,652,Dispatched,2026-02-09 10:52:18.583296,1
1956,652,Delivered,2026-02-10 09:33:23.564195,1
1957,653,Created,2026-02-09 09:30:00,1
1958,653,Dispatched,2026-02-09 15:20:56.394376,1
1959,653,Delivered,2026-02-10 06:58:54.134974,1
1960,654,Created,2026-02-09 07:45:00,1
1961,654,Dispatched,2026-02-09 13:12:08.507393,1
1962,654,Delivered,2026-02-13 02:54:15.315361,1
1963,655,Created,2026-02-09 07:00:00,1
1964,655,Dispatched,2026-02-09 09:35:31.061135,1
1965,655,Delivered,2026-02-11 16:39:35.605711,1
1966,656,Created,2026-02-09 14:15:00,2
1967,656,Dispatched,2026-02-09 15:25:25.671760,2
1968,656,Delivered,2026-02-10 15:56:38.904273,2
1969,657,Created,2026-02-09 13:15:00,4
1970,657,Dispatched,2026-02-09 17:37:25.831734,4
1971,657,Delivered,2026-02-11 22:19:03.587415,4
1972,658,Created,2026-02-09 08:30:00,1
1973,658,Dispatched,2026-02-09 10:31:44.383587,1
1974,658,Delivered,2026-02-10 10:50:04.534210,1
1975,659,Created,2026-02-09 11:15:00,3
1976,659,Dispatched,2026-02-09 17:17:59.512636,3
1977,659,Delivered,2026-02-14 06:21:39.892548,3
1978,660,Created,2026-02-09 16:15:00,3
1979,660,Dispatched,2026-02-09 23:12:50.397772,3
1980,660,Delivered,2026-02-12 10:21:02.398090,3
1981,661,Created,2026-02-09 07:45:00,5
1982,661,Dispatched,2026-02-09 10:05:40.934343,5
1983,661,Delivered,2026-02-09 22:06:11.743608,5
1984,662,Created,2026-02-09 12:30:00,6
1985,662,Dispatched,2026-02-09 16:45:50.543784,6
1986,662,Delivered,2026-02-12 09:00:58.489207,6
1987,663,Created,2026-02-09 09:30:00,1
1988,663,Dispatched,2026-02-09 12:50:30.094514,1
1989,663,Delivered,2026-02-10 10:34:57.775992,1
1990,664,Created,2026-02-09 14:30:00,1
1991,664,Dispatched,2026-02-09 17:34:53.673172,1
1992,664,Delivered,2026-02-09 14:46:10.593052,1
1993,665,Created,2026-02-10 14:15:00,4
1994,665,Dispatched,2026-02-10 19:16:06.230031,4
1995,665,Delivered,2026-02-15 05:46:22.796494,4
1996,666,Created,2026-02-10 17:15:00,6
1997,666,Dispatched,2026-02-10 18:54:52.444468,6
1998,666,Delivered,2026-02-11 19:05:51.790876,6
1999,667,Created,2026-02-10 11:30:00,4
2000,667,Dispatched,2026-02-10 14:24:04.862716,4
2001,667,Delivered,2026-02-12 17:48:02.648769,4
2002,668,Created,2026-02-10 10:30:00,4
2003,668,Dispatched,2026-02-10 14:26:58.185764,4
2004,668,Delivered,2026-02-11 04:32:10.848328,4
2005,669,Created,2026-02-10 14:45:00,3
2006,669,Dispatched,2026-02-10 19:46:34.337441,3
2007,669,Delivery Failed,2026-02-14 21:25:57.866223,3
2008,670,Created,2026-02-10 15:30:00,1
2009,670,Dispatched,2026-02-10 22:10:57.311335,1
2010,670,Delivery Failed,2026-02-10 13:27:46.113443,1
2011,671,Created,2026-02-10 09:30:00,3
2012,671,Dispatched,2026-02-10 13:55:17.972923,3
2013,671,Delivered,2026-02-14 17:42:21.178938,3
2014,672,Created,2026-02-10 13:00:00,1
2015,672,Dispatched,2026-02-10 17:12:09.110823,1
2016,672,Delivered,2026-02-13 10:19:30.475361,1
2017,673,Created,2026-02-10 08:00:00,6
2018,673,Dispatched,2026-02-10 11:35:01.129193,6
2019,673,Delivered,2026-02-10 12:02:53.050943,6
2020,674,Created,2026-02-10 10:15:00,6
2021,674,Dispatched,2026-02-10 15:42:11.408877,6
2022,674,Delivered,2026-02-10 06:02:29.335051,6
2023,675,Created,2026-02-10 07:45:00,4
2024,675,Dispatched,2026-02-10 13:43:33.142860,4
2025,675,Delivered,2026-02-13 10:08:38.240674,4
2026,676,Created,2026-02-10 17:15:00,2
2027,676,Dispatched,2026-02-10 19:05:41.590235,2
2028,676,Delivered,2026-02-13 03:34:41.324836,2
2029,677,Created,2026-02-10 14:15:00,2
2030,677,Dispatched,2026-02-10 20:42:25.219983,2
2031,677,Delivered,2026-02-13 01:32:50.786255,2
2032,678,Created,2026-02-10 12:30:00,2
2033,678,Dispatched,2026-02-10 16:59:37.712207,2
2034,678,Delivered,2026-02-14 11:51:29.993176,2
2035,679,Created,2026-02-11 10:45:00,2
2036,679,Dispatched,2026-02-11 12:04:03.979452,2
2037,679,Delivered,2026-02-14 23:37:49.234843,2
2038,680,Created,2026-02-11 12:00:00,1
2039,680,Dispatched,2026-02-11 13:26:26.145210,1
2040,680,Delivered,2026-02-14 00:42:59.818292,1
2041,681,Created,2026-02-11 09:30:00,3
2042,681,Dispatched,2026-02-11 13:26:59.059243,3
2043,681,Delivered,2026-02-13 18:33:55.268399,3
2044,682,Created,2026-02-11 09:15:00,6
2045,682,Dispatched,2026-02-11 15:23:46.983874,6
2046,682,Delivered,2026-02-11 08:12:39.439107,6
2047,683,Created,2026-02-11 16:45:00,3
2048,683,Dispatched,2026-02-11 23:11:19.881772,3
2049,683,Delivered,2026-02-12 21:16:28.593051,3
2050,684,Created,2026-02-11 09:00:00,5
2051,684,Dispatched,2026-02-11 12:18:01.621714,5
2052,684,Delivered,2026-02-14 02:45:55.098182,5
2053,685,Created,2026-02-11 11:00:00,1
2054,685,Dispatched,2026-02-11 17:41:05.835889,1
2055,685,Delivered,2026-02-12 14:48:43.459458,1
2056,686,Created,2026-02-11 14:45:00,1
2057,686,Dispatched,2026-02-11 18:19:48.407527,1
2058,686,Delivered,2026-02-14 11:53:09.532341,1
2059,687,Created,2026-02-11 09:30:00,5
2060,687,Dispatched,2026-02-11 10:57:54.821200,5
2061,687,Delivered,2026-02-13 18:07:22.922022,5
2062,688,Created,2026-02-11 17:45:00,3
2063,688,Dispatched,2026-02-11 23:40:55.415273,3
2064,688,Delivered,2026-02-12 10:00:50.554265,3
2065,689,Created,2026-02-11 14:15:00,3
2066,689,Dispatched,2026-02-11 19:10:19.523458,3
2067,689,Delivered,2026-02-12 16:31:10.638014,3
2068,690,Created,2026-02-12 10:15:00,6
2069,690,Dispatched,2026-02-12 11:15:35.680949,6
2070,690,Delivered,2026-02-15 02:08:54.419454,6
2071,691,Created,2026-02-12 09:00:00,1
2072,691,Dispatched,2026-02-12 11:16:59.611212,1
2073,691,Delivered,2026-02-16 15:11:11.240067,1
2074,692,Created,2026-02-12 10:30:00,2
2075,692,Dispatched,2026-02-12 15:37:01.661395,2
2076,692,Delivered,2026-02-14 21:23:23.496003,2
2077,693,Created,2026-02-12 17:00:00,6
2078,693,Dispatched,2026-02-12 20:33:16.405023,6
2079,693,Delivered,2026-02-13 00:46:29.886556,6
2080,694,Created,2026-02-12 10:45:00,1
2081,694,Dispatched,2026-02-12 13:22:46.203812,1
2082,694,Delivered,2026-02-13 15:44:11.234371,1
2083,695,Created,2026-02-12 13:00:00,2
2084,695,Dispatched,2026-02-12 14:12:44.702684,2
2085,695,Delivered,2026-02-15 04:03:54.101613,2
2086,696,Created,2026-02-12 11:15:00,4
2087,696,Dispatched,2026-02-12 17:08:12.132987,4
2088,696,Delivered,2026-02-16 11:37:57.182570,4
2089,697,Created,2026-02-12 12:15:00,1
2090,697,Dispatched,2026-02-12 13:28:56.534414,1
2091,697,Delivered,2026-02-14 18:55:26.307294,1
2092,698,Created,2026-02-12 13:45:00,2
2093,698,Dispatched,2026-02-12 17:26:17.154456,2
2094,698,Delivered,2026-02-15 09:14:51.308012,2
2095,699,Created,2026-02-12 11:45:00,2
2096,699,Dispatched,2026-02-12 13:21:23.023070,2
2097,699,Delivered,2026-02-15 05:14:11.546954,2
2098,700,Created,2026-02-12 18:15:00,1
2099,700,Dispatched,2026-02-12 19:59:09.761851,1
2100,700,Delivered,2026-02-15 05:11:34.525765,1
2101,701,Created,2026-02-12 07:00:00,4
2102,701,Dispatched,2026-02-12 13:47:32.549475,4
2103,701,Delivered,2026-02-14 06:51:03.584955,4
2104,702,Created,2026-02-12 08:00:00,1
2105,702,Dispatched,2026-02-12 09:02:02.247222,1
2106,702,Delivered,2026-02-14 21:09:19.996059,1
2107,703,Created,2026-02-12 11:45:00,1
2108,703,Dispatched,2026-02-12 13:57:31.844880,1
2109,703,Delivered,2026-02-15 04:45:00.158947,1
2110,704,Created,2026-02-13 14:45:00,4
2111,704,Dispatched,2026-02-13 20:00:31.020369,4
2112,704,Delivered,2026-02-14 09:33:58.322186,4
2113,705,Created,2026-02-13 13:00:00,4
2114,705,Dispatched,2026-02-13 17:36:40.789695,4
2115,705,Delivered,2026-02-13 17:06:31.861221,4
2116,706,Created,2026-02-13 13:30:00,4
2117,706,Dispatched,2026-02-13 18:32:46.168996,4
2118,706,Delivered,2026-02-16 08:17:10.667065,4
2119,707,Created,2026-02-13 17:45:00,2
2120,707,Dispatched,2026-02-13 22:27:37.954805,2
2121,707,Delivered,2026-02-18 12:29:50.660544,2
2122,708,Created,2026-02-13 12:30:00,3
2123,708,Dispatched,2026-02-13 17:38:43.858854,3
2124,708,Delivered,2026-02-17 23:53:44.668222,3
2125,709,Created,2026-02-13 07:00:00,3
2126,709,Dispatched,2026-02-13 13:55:42.557505,3
2127,709,Delivered,2026-02-14 03:22:44.181123,3
2128,710,Created,2026-02-13 08:00:00,4
2129,710,Dispatched,2026-02-13 12:35:00.205150,4
2130,710,Delivered,2026-02-14 03:15:14.286713,4
2131,711,Created,2026-02-13 15:30:00,3
2132,711,Dispatched,2026-02-13 18:57:32.418899,3
2133,711,Delivered,2026-02-13 09:27:51.911482,3
2134,712,Created,2026-02-13 13:00:00,4
2135,712,Dispatched,2026-02-13 19:22:52.089118,4
2136,712,Delivered,2026-02-13 15:21:15.044079,4
2137,713,Created,2026-02-13 14:30:00,5
2138,713,Dispatched,2026-02-13 20:44:07.634477,5
2139,713,Delivered,2026-02-16 09:53:52.141955,5
2140,714,Created,2026-02-13 12:00:00,1
2141,714,Dispatched,2026-02-13 15:57:43.430617,1
2142,714,Delivered,2026-02-14 02:10:30.375639,1
2143,715,Created,2026-02-13 10:45:00,6
2144,715,Dispatched,2026-02-13 13:28:59.477309,6
2145,715,Delivered,2026-02-18 16:49:38.464185,6
2146,716,Created,2026-02-13 15:30:00,1
2147,716,Dispatched,2026-02-13 20:57:57.140310,1
2148,716,Delivered,2026-02-17 20:15:54.670717,1
2149,717,Created,2026-02-13 11:45:00,5
2150,717,Dispatched,2026-02-13 15:48:40.571305,5
2151,717,Delivered,2026-02-16 05:42:16.627629,5
2152,718,Created,2026-02-13 16:30:00,2
2153,718,Dispatched,2026-02-13 17:53:09.616498,2
2154,718,Delivered,2026-02-18 19:33:41.523075,2
2155,719,Created,2026-02-14 12:15:00,6
2156,719,Dispatched,2026-02-14 17:00:29.522221,6
2157,719,Delivered,2026-02-15 10:02:14.819302,6
2158,720,Created,2026-02-14 15:00:00,3
2159,720,Dispatched,2026-02-14 18:16:33.161077,3
