order_id,customer_id,order_date,quantity,unit_price,order_total,status
O00482,C0010,2025-07-27,4,71.61,286.44,paid
O00483,C0042,2025-06-23,5,25.97,129.85,cancelled
O00484,C0348,2026-04-17,5,18.16,90.8,cancelled
O00485,C0148,2025-10-17,3,117.2,351.6,paid
O00486,C0320,2025-11-28,5,137.42,687.1,shipped
O00487,C0265,2026-02-12,4,95.76,383.04,cancelled
O00488,C0147,2026-05-08,2,130.01,260.02,cancelled
O00489,C0039,2025-06-06,2,46.55,93.1,paid
O00490,C0030,2025-08-02,5,18.14,90.7,paid
O00491,C0264,2026-03-06,5,88.87,444.35,shipped
O00492,C0176,2026-05-13,2,162.03,324.06,cancelled
O00493,C0251,2025-11-04,5,40.16,200.8,cancelled
O00494,C0332,2026-02-02,5,133.65,668.25,shipped
O00495,C0261,2025-04-22,1,36.88,36.88,cancelled
O00496,C0106,2025-09-07,2,152.88,305.76,cancelled
O00497,C0334,2025-12-09,1,64.58,64.58,paid
O00498,C0015,2026-07-10,3,107.04,321.12,cancelled
O00499,C0073,2025-09-16,4,154.92,619.68,paid
O00500,C0267,2026-03-02,5,146.98,734.9,shipped
O00501,C0161,2025-10-28,4,19.51,78.04,paid
O00502,C0165,2025-12-30,3,134.52,403.56,shipped
O00503,C0285,2025-09-21,5,166.94,834.7,paid
O00504,C0354,2025-09-27,4,10.32,41.28,cancelled
O00505,C0179,2026-07-15,2,161.22,322.44,shipped
O00506,C0336,2025-10-25,2,16.36,32.72,shipped
O00507,C0269,2025-12-10,4,30.07,120.28,paid
O00508,C0384,2025-05-13,4,29.66,118.64,paid
O00509,C0087,2026-05-14,5,112.84,564.2,paid
O00510,C0318,2026-01-09,2,27.14,54.28,cancelled
O00511,C0199,2025-06-18,5,11.65,58.25,paid
O00512,C0344,2025-02-05,5,68.55,342.75,cancelled
O00513,C0387,2026-06-14,3,29.51,88.53,cancelled
O00514,C0271,2026-04-25,4,163.44,653.76,paid
O00515,C0089,2025-10-26,1,79.88,79.88,cancelled
O00516,C0257,2025-08-30,1,94.8,94.8,paid
O00517,C0244,2025-05-24,5,109.04,545.2,shipped
O00518,C0374,2026-04-15,3,69.5,208.5,cancelled
O00519,C0291,2026-07-15,3,110.72,332.16,shipped
O00520,C0008,2025-11-19,1,179.71,179.71,cancelled
O00521,C0270,2025-10-02,5,70.54,352.7,shipped
O00522,C0235,2025-11-07,5,13.96,69.8,cancelled
O00523,C0063,2026-05-15,5,28.15,140.75,cancelled
O00524,C0322,2026-03-01,4,31.74,126.96,paid
O00525,C0150,2026-06-26,3,171.24,513.72,shipped
O00526,C0292,2026-06-16,5,73.59,367.95,paid
O00527,C0324,2025-10-10,2,25.0,50.0,paid
O00528,C0218,2026-03-18,1,101.09,101.09,paid
O00529,C0292,2025-12-04,2,111.78,223.56,paid
O00530,C0205,2025-04-29,1,149.6,149.6,shipped
O00531,C0344,2025-05-07,3,20.67,62.01,shipped
O00532,C0107,2025-10-06,3,81.94,245.82,paid
O00533,C0070,2026-03-09,3,109.16,327.48,cancelled
O00534,C0124,2025-07-02,5,124.59,622.95,shipped
O00535,C0051,2025-12-19,3,176.97,530.91,cancelled
O00536,C0304,2025-11-11,1,101.43,101.43,cancelled
O00537,C0156,2025-04-02,1,135.35,135.35,shipped
O00538,C0349,2025-04-22,4,119.62,478.48,paid
O00539,C0214,2026-01-16,5,98.19,490.95,shipped
O00540,C0154,2026-04-14,5,44.27,221.35,shipped
O00541,C0227,2026-05-18,4,108.85,435.4,paid
O00542,C0243,2025-12-22,3,164.17,492.51,paid
O00543,C0233,2026-07-05,2,153.64,307.28,paid
O00544,C0334,2026-02-17,3,31.61,94.83,paid
O00545,C0303,2026-07-21,4,102.73,410.92,shipped
O00546,C0265,2026-06-11,4,153.53,614.12,shipped
O00547,C0321,2025-01-30,4,81.81,327.24,paid
O00548,C0059,2026-02-22,1,31.04,31.04,cancelled
O00549,C0204,2026-07-02,2,139.02,278.04,cancelled
O00550,C0093,2026-01-21,1,128.98,128.98,cancelled
O00551,C0229,2025-05-06,5,157.71,788.55,cancelled
O00552,C0228,2026-05-22,5,178.43,892.15,shipped
O00553,C0297,2025-10-10,2,23.34,46.68,paid
O00554,C0274,2025-09-02,5,94.05,470.25,paid
O00555,C0084,2025-08-18,2,54.15,108.3,cancelled
O00556,C0087,2025-03-12,1,131.89,131.89,paid
O00557,C0213,2026-06-04,5,12.45,62.25,shipped
O00558,C0278,2026-04-20,4,16.84,67.36,cancelled
O00559,C0310,2025-06-06,3,111.29,333.87,paid
O00560,C0258,2025-02-01,1,20.67,20.67,paid
O00561,C0244,2025-12-15,4,118.15,472.6,shipped
O00562,C0265,2026-01-23,3,38.88,116.64,shipped
O00563,C0181,2026-06-25,4,84.53,338.12,cancelled
O00564,C0051,2025-11-03,5,68.07,340.35,shipped
O00565,C0325,2025-09-27,2,175.81,351.62,cancelled
O00566,C0025,2025-03-07,4,59.59,238.36,shipped
O00567,C0094,2025-08-23,3,166.33,498.99,cancelled
O00568,C0297,2026-01-11,2,143.12,286.24,shipped
O00569,C0279,2025-03-27,3,114.95,344.85,shipped
O00570,C0150,2025-10-18,4,166.07,664.28,cancelled
O00571,C0275,2025-01-23,3,54.1,162.3,paid
O00572,C0210,2026-01-01,3,126.15,378.45,paid
O00573,C0314,2025-05-05,5,50.33,251.65,paid
O00574,C0345,2025-04-07,4,152.84,611.36,cancelled
O00575,C0104,2025-09-05,5,145.87,729.35,cancelled
O00576,C0250,2025-11-09,4,115.81,463.24,cancelled
O00577,C0069,2025-10-21,4,165.87,663.48,paid
O00578,C0056,2026-07-07,3,130.75,392.25,shipped
O00579,C0138,2025-01-25,4,135.53,542.12,shipped
O00580,C0029,2026-04-26,4,21.77,87.08,shipped
O00581,C0183,2025-06-30,2,160.16,320.32,paid
O00582,C0134,2025-11-11,5,86.21,431.05,cancelled
O00583,C0027,2025-01-23,2,150.4,300.8,cancelled
O00584,C0083,2025-04-02,2,147.95,295.9,cancelled
O00585,C0269,2026-03-06,5,119.01,595.05,cancelled
O00586,C0133,2026-03-26,4,35.51,142.04,shipped
O00587,C0140,2025-11-10,2,52.57,105.14,paid
O00588,C0219,2025-07-26,2,16.9,33.8,cancelled
O00589,C0160,2025-01-02,4,8.61,34.44,paid
O00590,C0337,2025-08-07,3,55.66,166.98,paid
O00591,C0195,2025-10-26,1,136.83,136.83,paid
O00592,C0304,2026-05-09,4,70.34,281.36,cancelled
O00593,C0193,2026-04-28,5,171.53,857.65,shipped
O00594,C0338,2026-02-24,5,100.53,502.65,cancelled
O00595,C0091,2025-08-12,3,176.45,529.35,shipped
O00596,C0397,2025-07-13,4,79.86,319.44,cancelled
O00597,C0277,2026-05-03,3,172.9,518.7,shipped
O00598,C0290,2026-06-21,2,151.94,303.88,shipped
O00599,C0253,2025-10-27,2,125.7,251.4,shipped
O00600,C0149,2025-01-03,1,71.78,71.78,shipped
O00601,C0148,2025-04-21,2,154.67,309.34,cancelled
O00602,C0011,2026-01-10,1,112.4,112.4,paid
O00603,C0226,2025-01-23,4,57.21,228.84,cancelled
O00604,C0171,2025-11-17,4,168.2,672.8,cancelled
O00605,C0067,2025-04-13,3,88.98,266.94,cancelled
O00606,C0168,2025-09-04,2,44.23,88.46,paid
O00607,C0271,2026-04-03,3,164.52,493.56,cancelled
O00608,C0107,2025-03-11,5,115.56,577.8,paid
O00609,C0101,2025-01-08,2,135.86,271.72,cancelled
O00610,C0295,2025-08-19,5,147.44,737.2,paid
O00611,C0209,2026-04-20,5,149.2,746.0,cancelled
O00612,C0103,2025-05-22,1,178.16,178.16,cancelled
O00613,C0174,2025-12-17,3,175.94,527.82,shipped
O00614,C0349,2025-03-23,3,26.25,78.75,cancelled
O00615,C0187,2026-03-05,2,67.23,134.46,cancelled
O00616,C0051,2026-05-09,3,99.95,299.85,cancelled
O00617,C0135,2025-06-21,5,58.52,292.6,paid
O00618,C0127,2025-09-16,4,39.57,158.28,cancelled
O00619,C0098,2025-01-17,4,105.68,422.72,cancelled
O00620,C0171,2025-11-25,4,88.85,355.4,paid
O00621,C0063,2026-02-21,4,166.1,664.4,paid
O00622,C0125,2025-09-08,2,100.95,201.9,shipped
O00623,C0280,2025-01-19,2,75.18,150.36,shipped
O00624,C0136,2025-09-19,5,113.96,569.8,cancelled
O00625,C0338,2026-02-16,2,179.05,358.1,paid
O00626,C0026,2025-12-27,2,95.62,191.24,shipped
O00627,C0295,2026-06-20,2,156.32,312.64,cancelled
O00628,C0080,2025-06-11,3,57.78,173.34,cancelled
O00629,C0098,2025-05-25,3,57.31,171.93,shipped
O00630,C0080,2026-05-05,4,153.9,615.6,paid
O00631,C0161,2025-04-12,2,63.98,127.96,shipped
O00632,C0059,2026-06-13,3,106.24,318.72,shipped
O00633,C0250,2025-09-26,1,109.03,109.03,paid
O00634,C0179,2025-05-12,1,35.96,35.96,paid
O00635,C0304,2026-04-23,2,104.39,208.78,shipped
O00636,C0242,2025-02-20,3,102.99,308.97,cancelled
O00637,C0153,2025-10-01,1,65.91,65.91,shipped
O00638,C0370,2025-08-11,5,38.08,190.4,cancelled
O00639,C0176,2026-06-25,5,98.14,490.7,paid
O00640,C0320,2026-07-17,2,176.1,352.2,paid
O00641,C0231,2025-08-09,2,133.9,267.8,paid
O00642,C0045,2025-08-23,2,173.21,346.42,paid
O00643,C0007,2026-04-23,2,73.52,147.04,paid
O00644,C0370,2025-10-16,4,39.59,158.36,paid
O00645,C0182,2026-01-18,1,26.21,26.21,paid
O00646,C0139,2026-07-02,1,162.13,162.13,cancelled
O00647,C0015,2025-01-22,5,131.4,657.0,shipped
O00648,C0164,2025-04-01,2,159.51,319.02,shipped
O00649,C0382,2025-09-22,3,88.18,264.54,cancelled
O00650,C0024,2025-07-18,4,133.64,534.56,shipped
O00651,C0326,2025-09-25,1,142.14,142.14,paid
O00652,C0247,2025-04-09,3,37.06,111.18,cancelled
O00653,C0388,2025-12-12,1,49.79,49.79,paid
O00654,C0040,2026-05-05,2,115.16,230.32,shipped
O00655,C0323,2025-09-15,2,168.45,336.9,paid
O00656,C0032,2025-03-05,5,165.5,827.5,cancelled
O00657,C0030,2026-03-13,4,160.86,643.44,shipped
O00658,C0282,2025-09-25,1,105.06,105.06,paid
O00659,C0089,2025-01-30,5,11.49,57.45,cancelled
O00660,C0232,2025-02-11,5,74.19,370.95,paid
O00661,C0216,2026-04-19,5,177.94,889.7,paid
O00662,C0123,2025-01-17,5,78.12,390.6,cancelled
O00663,C0174,2025-11-08,2,26.11,52.22,shipped
O00664,C0078,2026-04-17,2,118.25,236.5,paid
O00665,C0330,2025-01-12,4,129.76,519.04,cancelled
O00666,C0335,2026-05-16,2,11.91,23.82,shipped
O00667,C0392,2026-01-08,3,72.52,217.56,shipped
O00668,C0228,2025-05-14,4,42.38,169.52,shipped
O00669,C0030,2025-09-29,3,155.04,465.12,cancelled
O00670,C0059,2026-07-06,4,109.46,437.84,shipped
O00671,C0027,2025-02-14,2,85.41,170.82,shipped
O00672,C0025,2025-01-19,2,75.2,150.4,paid
O00673,C0354,2025-03-20,1,117.09,117.09,cancelled
O00674,C0151,2025-07-11,5,8.31,41.55,shipped
O00675,C0235,2026-06-08,2,130.43,260.86,shipped
O00676,C0026,2025-04-26,1,144.95,144.95,cancelled
O00677,C0194,2025-07-08,1,35.5,35.5,shipped
O00678,C0333,2026-02-14,2,23.08,46.16,cancelled
O00679,C0329,2025-04-10,4,162.52,650.08,paid
O00680,C0183,2025-09-14,3,78.02,234.06,cancelled
O00681,C0335,2026-05-30,5,142.42,712.1,cancelled
O00682,C0157,2026-04-24,4,148.83,595.32,cancelled
O00683,C0186,2026-03-01,2,23.99,47.98,cancelled
O00684,C0018,2025-03-29,3,76.52,229.56,shipped
O00685,C0082,2026-06-18,4,83.24,332.96,shipped
O00686,C0175,2025-05-30,5,172.65,863.25,shipped
O00687,C0147,2025-05-09,4,42.02,168.08,shipped
O00688,C0315,2026-02-27,5,82.24,411.2,paid
O00689,C0121,2025-07-03,5,89.74,448.7,paid
O00690,C0308,2025-02-05,2,43.52,87.04,cancelled
O00691,C0070,2025-11-19,4,132.13,528.52,cancelled
O00692,C0167,2026-03-11,3,169.05,507.15,shipped
O00693,C0302,2025-07-18,3,170.11,510.33,shipped
O00694,C0259,2026-02-14,1,47.26,47.26,paid
O00695,C0324,2025-06-03,3,8.59,25.77,shipped
O00696,C0327,2025-03-14,3,66.33,198.99,shipped
O00697,C0076,2026-04-16,5,125.95,629.75,paid
O00698,C0396,2026-02-07,2,96.23,192.46,paid
O00699,C0115,2025-09-25,4,89.29,357.16,paid
O00700,C0053,2025-09-20,2,118.31,236.62,cancelled
O00701,C0329,2025-09-17,3,46.43,139.29,shipped
O00702,C0251,2025-06-13,4,129.97,519.88,shipped
O00703,C0011,2026-07-17,5,78.74,393.7,paid
O00704,C0045,2026-06-27,4,45.69,182.76,shipped
O00705,C0200,2026-07-21,4,109.46,437.84,paid
O00706,C0043,2025-11-30,3,10.0,30.0,cancelled
O00707,C0276,2026-07-03,2,58.35,116.7,cancelled
O00708,C0009,2025-10-30,2,167.36,334.72,cancelled
O00709,C0237,2025-08-19,3,153.77,461.31,paid
O00710,C0314,2026-05-22,1,98.0,98.0,paid
O00711,C0115,2025-03-26,5,98.55,492.75,paid
O00712,C0383,2025-02-16,1,152.67,152.67,paid
O00713,C0015,2026-02-17,2,174.0,348.0,paid
O00714,C0154,2025-03-02,2,146.83,293.66,cancelled
O00715,C0011,2026-01-04,2,93.08,186.16,cancelled
O00716,C0400,2026-04-20,3,122.83,368.49,paid
O00717,C0016,2025-02-07,4,121.68,486.72,paid
O00718,C0324,2025-09-17,3,67.04,201.12,paid
O00719,C0238,2026-02-02,4,101.5,406.0,paid
O00720,C0220,2026-02-17,3,133.45,400.35,shipped
O00721,C0008,2025-03-25,1,132.27,132.27,shipped
O00722,C0051,2025-01-15,5,172.09,860.45,cancelled
O00723,C0238,2025-04-29,5,158.55,792.75,shipped
O00724,C0087,2026-04-03,2,99.84,199.68,paid
O00725,C0024,2025-10-18,1,27.47,27.47,cancelled
O00726,C0218,2025-12-30,3,87.4,262.2,shipped
O00727,C0282,2025-06-16,5,106.05,530.25,paid
O00728,C0361,2025-04-23,1,111.68,111.68,paid
O00729,C0250,2025-08-28,2,57.59,115.18,paid
O00730,C0105,2026-06-24,2,126.74,253.48,shipped
O00731,C0282,2025-01-09,2,104.05,208.1,cancelled
O00732,C0290,2025-09-04,5,153.59,767.95,paid
O00733,C0046,2025-12-08,5,50.08,250.4,shipped
O00734,C0066,2025-02-12,1,77.02,77.02,paid
O00735,C0067,2026-03-15,1,131.92,131.92,paid
O00736,C0204,2026-05-25,4,171.21,684.84,paid
O00737,C0238,2025-07-06,1,31.61,31.61,paid
O00738,C0360,2025-10-31,1,126.63,126.63,paid
O00739,C0037,2025-11-23,5,56.86,284.3,cancelled
O00740,C0358,2026-03-24,3,71.86,215.58,paid
O00741,C0395,2025-09-23,3,157.46,472.38,paid
O00742,C0041,2025-05-24,2,162.63,325.26,shipped
O00743,C0330,2025-09-05,1,38.59,38.59,cancelled
O00744,C0015,2025-10-28,1,171.03,171.03,cancelled
O00745,C0309,2026-02-25,3,84.22,252.66,shipped
O00746,C0212,2025-05-18,2,121.19,242.38,cancelled
O00747,C0340,2026-06-20,5,38.27,191.35,shipped
O00748,C0039,2025-05-27,1,126.83,126.83,shipped
O00749,C0393,2025-07-19,2,59.48,118.96,paid
O00750,C0004,2025-07-03,4,67.23,268.92,cancelled
O00751,C0218,2025-01-20,2,77.87,155.74,cancelled
O00752,C0327,2026-05-17,2,156.32,312.64,paid
O00753,C0130,2026-04-04,3,46.57,139.71,cancelled
O00754,C0165,2025-05-22,2,173.69,347.38,shipped
O00755,C0217,2025-08-06,4,158.84,635.36,paid
O00756,C0057,2026-04-05,5,80.2,401.0,paid
O00757,C0096,2025-11-23,1,26.44,26.44,paid
O00758,C0169,2026-02-06,3,54.31,162.93,cancelled
O00759,C0088,2025-05-24,1,35.2,35.2,shipped
O00760,C0304,2025-12-22,3,50.45,151.35,shipped
O00761,C0315,2026-03-20,5,155.45,777.25,cancelled
O00762,C0368,2026-04-16,5,91.36,456.8,cancelled
O00763,C0184,2025-04-05,4,48.97,195.88,paid
O00764,C0387,2025-07-11,3,18.39,55.17,paid
O00765,C0177,2025-08-27,4,162.32,649.28,cancelled
O00766,C0072,2025-11-06,5,149.73,748.65,paid
O00767,C0381,2026-02-20,2,34.77,69.54,paid
O00768,C0178,2025-09-26,1,118.97,118.97,shipped
O00769,C0302,2025-10-29,2,124.34,248.68,cancelled
O00770,C0336,2026-06-05,4,159.29,637.16,paid
O00771,C0256,2025-03-03,5,100.04,500.2,shipped
O00772,C0262,2026-05-02,1,142.12,142.12,paid
O00773,C0008,2025-07-22,1,155.95,155.95,paid
O00774,C0147,2025-05-16,4,110.59,442.36,cancelled
O00775,C0152,2025-08-01,5,12.23,61.15,shipped
O00776,C0254,2026-05-12,4,88.16,352.64,cancelled
O00777,C0260,2025-05-29,5,140.96,704.8,paid
O00778,C0201,2026-02-16,4,31.78,127.12,shipped
O00779,C0115,2025-11-16,2,48.38,96.76,cancelled
O00780,C0366,2025-06-17,2,120.14,240.28,shipped
O00781,C0212,2026-02-24,5,23.47,117.35,shipped
O00782,C0080,2025-01-25,3,168.47,505.41,paid
O00783,C0154,2026-04-14,1,131.11,131.11,shipped
O00784,C0061,2026-02-02,1,78.57,78.57,shipped
O00785,C0178,2025-11-18,2,19.66,39.32,cancelled
O00786,C0342,2025-03-03,1,125.0,125.0,paid
O00787,C0169,2025-02-06,1,82.0,82.0,paid
O00788,C0358,2026-06-21,3,164.32,492.96,cancelled
O00789,C0347,2025-06-16,1,177.5,177.5,cancelled
O00790,C0293,2025-07-07,2,81.56,163.12,shipped
O00791,C0167,2026-04-22,1,159.19,159.19,paid
O00792,C0247,2025-10-04,2,53.25,106.5,shipped
O00793,C0299,2026-01-21,2,31.22,62.44,shipped
O00794,C0236,2025-09-22,3,113.09,339.27,shipped
O00795,C0283,2026-03-14,2,9.47,18.94,paid
O00796,C0306,2025-04-03,4,71.86,287.44,cancelled
O00797,C0132,2026-07-23,4,44.3,177.2,shipped
O00798,C0100,2025-01-05,1,161.26,161.26,cancelled
O00799,C0317,2026-01-20,4,140.17,560.68,shipped
O00800,C0274,2025-07-20,4,48.08,192.32,shipped
O00801,C0029,2025-06-25,1,157.49,157.49,cancelled
O00802,C0383,2026-02-27,3,29.01,87.03,cancelled
O00803,C0362,2026-04-04,2,27.38,54.76,paid
O00804,C0348,2025-01-15,4,58.58,234.32,cancelled
O00805,C0070,2026-01-30,5,11.36,56.8,paid
O00806,C0400,2026-06-14,2,75.33,150.66,paid
O00807,C0024,2025-09-20,4,43.6,174.4,paid
O00808,C0346,2026-01-25,5,69.86,349.3,paid
O00809,C0232,2026-07-06,5,71.0,355.0,paid
O00810,C0227,2025-01-07,1,96.96,96.96,paid
O00811,C0177,2025-02-14,4,179.7,718.8,cancelled
O00812,C0149,2025-10-19,3,33.62,100.86,cancelled
O00813,C0113,2026-07-04,4,122.77,491.08,paid
O00814,C0278,2025-06-27,2,77.66,155.32,paid
O00815,C0147,2025-07-22,5,113.78,568.9,shipped
O00816,C0011,2025-06-25,4,43.48,173.92,cancelled
O00817,C0259,2025-10-15,3,53.52,160.56,shipped
O00818,C0109,2025-12-29,2,173.57,347.14,cancelled
O00819,C0176,2026-03-21,4,73.48,293.92,cancelled
O00820,C0306,2026-06-14,1,179.53,179.53,paid
O00821,C0032,2026-02-18,5,87.7,438.5,cancelled
O00822,C0312,2025-12-14,3,178.14,534.42,paid
O00823,C0234,2025-05-18,4,9.49,37.96,shipped
O00824,C0231,2026-03-20,2,126.32,252.64,shipped
O00825,C0197,2025-01-27,2,40.8,81.6,paid
O00826,C0046,2025-12-26,1,144.62,144.62,cancelled
O00827,C0174,2025-12-03,4,109.85,439.4,shipped
O00828,C0094,2025-08-12,2,151.09,302.18,paid
O00829,C0115,2025-09-16,2,165.03,330.06,paid
O00830,C0096,2025-08-18,4,177.33,709.32,cancelled
O00831,C0083,2025-03-03,4,36.2,144.8,paid
O00832,C0311,2025-04-21,2,147.47,294.94,shipped
O00833,C0167,2026-04-03,1,138.84,138.84,cancelled
O00834,C0081,2025-12-16,5,39.4,197.0,paid
O00835,C0024,2025-05-25,5,155.86,779.3,shipped
O00836,C0143,2025-07-25,2,41.67,83.34,cancelled
O00837,C0099,2025-10-14,4,54.46,217.84,cancelled
O00838,C0256,2026-06-01,4,136.89,547.56,cancelled
O00839,C0352,2025-10-17,5,176.71,883.55,cancelled
O00840,C0152,2025-01-09,2,95.36,190.72,shipped
O00841,C0327,2026-07-13,4,99.21,396.84,shipped
O00842,C0042,2026-05-14,5,12.96,64.8,shipped
O00843,C0215,2026-05-28,4,12.53,50.12,cancelled
O00844,C0267,2026-02-13,2,73.38,146.76,paid
O00845,C0126,2025-03-28,5,89.13,445.65,cancelled
O00846,C0141,2026-06-22,4,34.83,139.32,shipped
O00847,C0042,2025-07-23,4,99.02,396.08,cancelled
O00848,C0073,2025-03-31,3,179.76,539.28,cancelled
O00849,C0024,2025-09-20,1,127.5,127.5,cancelled
O00850,C0136,2025-03-25,5,54.91,274.55,cancelled
O00851,C0248,2025-03-15,4,170.73,682.92,cancelled
O00852,C0059,2025-03-13,3,16.35,49.05,shipped
O00853,C0211,2025-07-20,3,70.48,211.44,shipped
O00854,C0392,2025-04-08,5,156.69,783.45,shipped
O00855,C0124,2025-04-24,3,61.79,185.37,shipped
O00856,C0208,2025-04-17,1,11.88,11.88,cancelled
O00857,C0147,2026-01-02,3,37.33,111.99,cancelled
O00858,C0256,2026-02-12,3,168.78,506.34,cancelled
O00859,C0350,2025-01-22,5,38.15,190.75,shipped
O00860,C0172,2025-01-12,5,116.24,581.2,cancelled
O00861,C0262,2025-06-25,4,33.45,133.8,cancelled
O00862,C0190,2026-04-29,4,111.75,447.0,paid
O00863,C0345,2025-10-19,5,146.64,733.2,shipped
O00864,C0147,2026-03-07,4,37.19,148.76,shipped
O00865,C0235,2026-07-12,5,143.1,715.5,paid
O00866,C0159,2026-03-27,5,167.64,838.2,paid
O00867,C0398,2026-03-25,1,13.95,13.95,shipped
O00868,C0266,2025-10-27,2,127.53,255.06,cancelled
O00869,C0145,2026-07-09,3,154.87,464.61,paid
O00870,C0243,2025-06-30,4,162.5,650.0,paid
O00871,C0103,2025-03-11,2,38.42,76.84,cancelled
O00872,C0284,2026-01-01,3,92.98,278.94,shipped
O00873,C0326,2025-12-14,2,40.47,80.94,paid
O00874,C0067,2026-03-17,3,65.06,195.18,shipped
O00875,C0046,2025-06-05,3,165.03,495.09,shipped
O00876,C0058,2026-06-12,4,42.86,171.44,shipped
O00877,C0042,2026-07-09,5,132.38,661.9,shipped
O00878,C0140,2025-09-08,3,56.31,168.93,shipped
O00879,C0175,2026-05-09,1,103.0,103.0,cancelled
O00880,C0245,2025-08-12,5,42.39,211.95,shipped
O00881,C0103,2025-09-27,3,79.43,238.29,shipped
O00882,C0164,2026-06-27,4,135.56,542.24,cancelled
O00883,C0098,2025-02-17,5,43.56,217.8,shipped
O00884,C0136,2025-11-26,5,53.83,269.15,shipped
O00885,C0102,2025-12-03,3,134.12,402.36,shipped
O00886,C0126,2025-01-29,4,134.57,538.28,paid
O00887,C0163,2025-05-07,5,39.97,199.85,cancelled
O00888,C0113,2025-09-19,2,64.68,129.36,cancelled
O00889,C0248,2025-08-23,4,41.42,165.68,cancelled
O00890,C0264,2026-01-12,3,85.9,257.7,paid
O00891,C0244,2026-06-04,3,161.76,485.28,cancelled
O00892,C0377,2026-04-10,2,127.16,254.32,cancelled
O00893,C0243,2025-10-01,1,85.95,85.95,paid
O00894,C0166,2025-04-02,4,102.09,408.36,shipped
O00895,C0234,2026-01-21,5,67.52,337.6,shipped
O00896,C0395,2026-02-27,4,121.32,485.28,cancelled
O00897,C0398,2026-04-21,5,147.43,737.15,cancelled
O00898,C0375,2025-12-10,3,12.52,37.56,paid
O00899,C0135,2026-03-14,4,141.43,565.72,paid
O00900,C0233,2026-05-20,1,148.88,148.88,shipped
O00031,C0084,2025-06-24,5,23.59,117.95,shipped
O00032,C0214,2025-07-09,4,125.21,500.84,shipped
O00033,C0307,2025-03-25,3,54.34,163.02,shipped
O00034,C0166,2025-05-15,2,119.44,238.88,shipped
O00035,C0321,2026-03-12,4,178.04,712.16,cancelled
O00036,C0299,2025-11-22,4,109.53,438.12,shipped
