source_customer_id,source_system,golden_customer_id,match_method
SUP-00284,Support,GC0271,AUTO_LINK
CRM-00272,CRM,GC0272,AUTO_LINK
SUP-00285,Support,GC0272,AUTO_LINK
CRM-00273,CRM,GC0273,AUTO_LINK
SUP-00288,Support,GC0273,AUTO_LINK
CRM-00274,CRM,GC0274,SURVIVOR
SUP-00290,Support,GC0275,AUTO_LINK
CRM-00275,CRM,GC0275,AUTO_LINK
SUP-00291,Support,GC0276,AUTO_LINK
CRM-00276,CRM,GC0276,AUTO_LINK
CRM-00277,CRM,GC0277,SURVIVOR
CRM-00278,CRM,GC0278,SURVIVOR
CRM-00279,CRM,GC0279,SURVIVOR
CRM-00280,CRM,GC0280,SURVIVOR
CRM-00281,CRM,GC0281,SURVIVOR
CRM-00282,CRM,GC0282,SURVIVOR
ECO-00001,Ecommerce,GC0283,AUTO_LINK
SUP-00005,Support,GC0283,AUTO_LINK
ECO-00002,Ecommerce,GC0284,AUTO_LINK
SUP-00006,Support,GC0284,AUTO_LINK
SUP-00009,Support,GC0285,AUTO_LINK
ECO-00005,Ecommerce,GC0285,AUTO_LINK
ECO-00006,Ecommerce,GC0286,AUTO_LINK
SUP-00011,Support,GC0286,AUTO_LINK
SUP-00012,Support,GC0287,AUTO_LINK
ECO-00007,Ecommerce,GC0287,AUTO_LINK
ECO-00008,Ecommerce,GC0288,SURVIVOR
SUP-00018,Support,GC0289,AUTO_LINK
ECO-00010,Ecommerce,GC0289,AUTO_LINK
ECO-00011,Ecommerce,GC0290,AUTO_LINK
SUP-00019,Support,GC0290,AUTO_LINK
ECO-00017,Ecommerce,GC0291,SURVIVOR
ECO-00018,Ecommerce,GC0292,SURVIVOR
ECO-00021,Ecommerce,GC0293,AUTO_LINK
SUP-00030,Support,GC0293,AUTO_LINK
SUP-00032,Support,GC0294,AUTO_LINK
ECO-00024,Ecommerce,GC0294,AUTO_LINK
ECO-00025,Ecommerce,GC0295,AUTO_LINK
SUP-00033,Support,GC0295,AUTO_LINK
ECO-00027,Ecommerce,GC0296,AUTO_LINK
SUP-00035,Support,GC0296,AUTO_LINK
SUP-00036,Support,GC0297,AUTO_LINK
ECO-00028,Ecommerce,GC0297,AUTO_LINK
ECO-00029,Ecommerce,GC0298,AUTO_LINK
SUP-00038,Support,GC0298,AUTO_LINK
ECO-00030,Ecommerce,GC0299,SURVIVOR
ECO-00031,Ecommerce,GC0300,SURVIVOR
ECO-00033,Ecommerce,GC0301,SURVIVOR
SUP-00043,Support,GC0302,AUTO_LINK
ECO-00035,Ecommerce,GC0302,AUTO_LINK
SUP-00052,Support,GC0303,AUTO_LINK
ECO-00041,Ecommerce,GC0303,AUTO_LINK
ECO-00042,Ecommerce,GC0304,SURVIVOR
ECO-00043,Ecommerce,GC0305,SURVIVOR
ECO-00045,Ecommerce,GC0306,SURVIVOR
SUP-00055,Support,GC0307,AUTO_LINK
ECO-00046,Ecommerce,GC0307,AUTO_LINK
ECO-00049,Ecommerce,GC0308,AUTO_LINK
SUP-00059,Support,GC0308,AUTO_LINK
ECO-00052,Ecommerce,GC0309,SURVIVOR
ECO-00055,Ecommerce,GC0310,AUTO_LINK
SUP-00063,Support,GC0310,AUTO_LINK
ECO-00062,Ecommerce,GC0311,SURVIVOR
ECO-00065,Ecommerce,GC0312,SURVIVOR
ECO-00066,Ecommerce,GC0313,SURVIVOR
SUP-00083,Support,GC0314,AUTO_LINK
ECO-00072,Ecommerce,GC0314,AUTO_LINK
ECO-00073,Ecommerce,GC0315,SURVIVOR
ECO-00074,Ecommerce,GC0316,SURVIVOR
SUP-00086,Support,GC0317,AUTO_LINK
ECO-00075,Ecommerce,GC0317,AUTO_LINK
ECO-00076,Ecommerce,GC0318,SURVIVOR
SUP-00089,Support,GC0319,AUTO_LINK
ECO-00078,Ecommerce,GC0319,AUTO_LINK
ECO-00081,Ecommerce,GC0320,AUTO_LINK
SUP-00091,Support,GC0320,AUTO_LINK
ECO-00082,Ecommerce,GC0321,AUTO_LINK
SUP-00092,Support,GC0321,AUTO_LINK
ECO-00084,Ecommerce,GC0322,AUTO_LINK
SUP-00094,Support,GC0322,AUTO_LINK
ECO-00085,Ecommerce,GC0323,SURVIVOR
SUP-00096,Support,GC0324,AUTO_LINK
ECO-00087,Ecommerce,GC0324,AUTO_LINK
ECO-00088,Ecommerce,GC0325,AUTO_LINK
SUP-00097,Support,GC0325,AUTO_LINK
ECO-00094,Ecommerce,GC0326,SURVIVOR
ECO-00096,Ecommerce,GC0327,SURVIVOR
SUP-00103,Support,GC0328,AUTO_LINK
ECO-00097,Ecommerce,GC0328,AUTO_LINK
ECO-00099,Ecommerce,GC0329,SURVIVOR
SUP-00105,Support,GC0330,AUTO_LINK
ECO-00100,Ecommerce,GC0330,AUTO_LINK
ECO-00102,Ecommerce,GC0331,SURVIVOR
SUP-00109,Support,GC0332,AUTO_LINK
ECO-00104,Ecommerce,GC0332,AUTO_LINK
ECO-00105,Ecommerce,GC0333,SURVIVOR
ECO-00107,Ecommerce,GC0334,SURVIVOR
SUP-00114,Support,GC0335,AUTO_LINK
ECO-00109,Ecommerce,GC0335,AUTO_LINK
ECO-00110,Ecommerce,GC0336,SURVIVOR
ECO-00111,Ecommerce,GC0337,SURVIVOR
ECO-00113,Ecommerce,GC0338,AUTO_LINK
SUP-00117,Support,GC0338,AUTO_LINK
SUP-00121,Support,GC0339,AUTO_LINK
ECO-00117,Ecommerce,GC0339,AUTO_LINK
ECO-00118,Ecommerce,GC0340,SURVIVOR
ECO-00121,Ecommerce,GC0341,AUTO_LINK
SUP-00123,Support,GC0341,AUTO_LINK
ECO-00122,Ecommerce,GC0342,SURVIVOR
SUP-00124,Support,GC0343,AUTO_LINK
ECO-00123,Ecommerce,GC0343,AUTO_LINK
ECO-00124,Ecommerce,GC0344,AUTO_LINK
SUP-00125,Support,GC0344,AUTO_LINK
ECO-00127,Ecommerce,GC0345,AUTO_LINK
SUP-00129,Support,GC0345,AUTO_LINK
ECO-00128,Ecommerce,GC0346,SURVIVOR
ECO-00129,Ecommerce,GC0347,AUTO_LINK
SUP-00132,Support,GC0347,AUTO_LINK
ECO-00130,Ecommerce,GC0348,AUTO_LINK
SUP-00133,Support,GC0348,AUTO_LINK
SUP-00138,Support,GC0349,AUTO_LINK
ECO-00132,Ecommerce,GC0349,AUTO_LINK
ECO-00133,Ecommerce,GC0350,SURVIVOR
SUP-00140,Support,GC0351,AUTO_LINK
ECO-00134,Ecommerce,GC0351,AUTO_LINK
ECO-00135,Ecommerce,GC0352,AUTO_LINK
SUP-00142,Support,GC0352,AUTO_LINK
ECO-00136,Ecommerce,GC0353,AUTO_LINK
SUP-00144,Support,GC0353,AUTO_LINK
ECO-00137,Ecommerce,GC0354,AUTO_LINK
SUP-00147,Support,GC0354,AUTO_LINK
ECO-00142,Ecommerce,GC0355,AUTO_LINK
SUP-00151,Support,GC0355,AUTO_LINK
ECO-00146,Ecommerce,GC0356,AUTO_LINK
SUP-00158,Support,GC0356,AUTO_LINK
ECO-00147,Ecommerce,GC0357,SURVIVOR
ECO-00148,Ecommerce,GC0358,SURVIVOR
ECO-00156,Ecommerce,GC0359,AUTO_LINK
SUP-00166,Support,GC0359,AUTO_LINK
ECO-00158,Ecommerce,GC0360,SURVIVOR
ECO-00159,Ecommerce,GC0361,SURVIVOR
ECO-00160,Ecommerce,GC0362,SURVIVOR
ECO-00162,Ecommerce,GC0363,AUTO_LINK
SUP-00168,Support,GC0363,AUTO_LINK
ECO-00165,Ecommerce,GC0364,SURVIVOR
ECO-00166,Ecommerce,GC0365,AUTO_LINK
SUP-00175,Support,GC0365,AUTO_LINK
ECO-00168,Ecommerce,GC0366,AUTO_LINK
SUP-00180,Support,GC0366,AUTO_LINK
ECO-00172,Ecommerce,GC0367,SURVIVOR
SUP-00190,Support,GC0368,AUTO_LINK
ECO-00173,Ecommerce,GC0368,AUTO_LINK
SUP-00192,Support,GC0369,AUTO_LINK
ECO-00174,Ecommerce,GC0369,AUTO_LINK
SUP-00193,Support,GC0370,AUTO_LINK
ECO-00176,Ecommerce,GC0370,AUTO_LINK
ECO-00177,Ecommerce,GC0371,SURVIVOR
SUP-00199,Support,GC0372,AUTO_LINK
ECO-00180,Ecommerce,GC0372,AUTO_LINK
ECO-00181,Ecommerce,GC0373,SURVIVOR
ECO-00182,Ecommerce,GC0374,AUTO_LINK
SUP-00202,Support,GC0374,AUTO_LINK
ECO-00184,Ecommerce,GC0375,SURVIVOR
ECO-00185,Ecommerce,GC0376,SURVIVOR
ECO-00186,Ecommerce,GC0377,SURVIVOR
SUP-00206,Support,GC0378,AUTO_LINK
ECO-00188,Ecommerce,GC0378,AUTO_LINK
SUP-00214,Support,GC0379,AUTO_LINK
ECO-00194,Ecommerce,GC0379,AUTO_LINK
SUP-00215,Support,GC0380,AUTO_LINK
ECO-00195,Ecommerce,GC0380,AUTO_LINK
ECO-00197,Ecommerce,GC0381,SURVIVOR
ECO-00198,Ecommerce,GC0382,AUTO_LINK
SUP-00217,Support,GC0382,AUTO_LINK
ECO-00201,Ecommerce,GC0383,SURVIVOR
ECO-00203,Ecommerce,GC0384,SURVIVOR
ECO-00210,Ecommerce,GC0385,SURVIVOR
ECO-00211,Ecommerce,GC0386,AUTO_LINK
SUP-00227,Support,GC0386,AUTO_LINK
ECO-00212,Ecommerce,GC0387,SURVIVOR
SUP-00230,Support,GC0388,AUTO_LINK
ECO-00215,Ecommerce,GC0388,AUTO_LINK
ECO-00216,Ecommerce,GC0389,SURVIVOR
ECO-00218,Ecommerce,GC0390,AUTO_LINK
SUP-00236,Support,GC0390,AUTO_LINK
SUP-00240,Support,GC0391,AUTO_LINK
ECO-00221,Ecommerce,GC0391,AUTO_LINK
ECO-00222,Ecommerce,GC0392,SURVIVOR
ECO-00224,Ecommerce,GC0393,AUTO_LINK
SUP-00243,Support,GC0393,AUTO_LINK
ECO-00234,Ecommerce,GC0394,SURVIVOR
SUP-00255,Support,GC0395,AUTO_LINK
ECO-00235,Ecommerce,GC0395,AUTO_LINK
ECO-00236,Ecommerce,GC0396,AUTO_LINK
SUP-00256,Support,GC0396,AUTO_LINK
ECO-00237,Ecommerce,GC0397,SURVIVOR
SUP-00259,Support,GC0398,AUTO_LINK
ECO-00240,Ecommerce,GC0398,AUTO_LINK
ECO-00243,Ecommerce,GC0399,SURVIVOR
ECO-00244,Ecommerce,GC0400,AUTO_LINK
SUP-00262,Support,GC0400,AUTO_LINK
SUP-00264,Support,GC0401,AUTO_LINK
ECO-00245,Ecommerce,GC0401,AUTO_LINK
ECO-00247,Ecommerce,GC0402,SURVIVOR
ECO-00248,Ecommerce,GC0403,SURVIVOR
SUP-00268,Support,GC0404,AUTO_LINK
ECO-00249,Ecommerce,GC0404,AUTO_LINK
ECO-00252,Ecommerce,GC0405,SURVIVOR
ECO-00253,Ecommerce,GC0406,SURVIVOR
SUP-00271,Support,GC0407,AUTO_LINK
ECO-00254,Ecommerce,GC0407,AUTO_LINK
ECO-00258,Ecommerce,GC0408,SURVIVOR
ECO-00260,Ecommerce,GC0409,SURVIVOR
SUP-00277,Support,GC0410,AUTO_LINK
ECO-00264,Ecommerce,GC0410,AUTO_LINK
ECO-00265,Ecommerce,GC0411,SURVIVOR
SUP-00279,Support,GC0412,AUTO_LINK
ECO-00266,Ecommerce,GC0412,AUTO_LINK
SUP-00286,Support,GC0413,AUTO_LINK
ECO-00268,Ecommerce,GC0413,AUTO_LINK
ECO-00269,Ecommerce,GC0414,SURVIVOR
ECO-00270,Ecommerce,GC0415,SURVIVOR
ECO-00271,Ecommerce,GC0416,SURVIVOR
ECO-00272,Ecommerce,GC0417,SURVIVOR
ECO-00273,Ecommerce,GC0418,AUTO_LINK
SUP-00289,Support,GC0418,AUTO_LINK
ECO-00274,Ecommerce,GC0419,SURVIVOR
ECO-00275,Ecommerce,GC0420,SURVIVOR
ECO-00276,Ecommerce,GC0421,SURVIVOR
SUP-00001,Support,GC0422,SURVIVOR
SUP-00003,Support,GC0423,SURVIVOR
SUP-00004,Support,GC0424,SURVIVOR
SUP-00014,Support,GC0425,SURVIVOR
SUP-00023,Support,GC0426,SURVIVOR
SUP-00024,Support,GC0427,SURVIVOR
SUP-00026,Support,GC0428,SURVIVOR
SUP-00028,Support,GC0429,SURVIVOR
SUP-00034,Support,GC0430,SURVIVOR
SUP-00039,Support,GC0431,SURVIVOR
SUP-00041,Support,GC0432,SURVIVOR
SUP-00045,Support,GC0433,SURVIVOR
SUP-00048,Support,GC0434,SURVIVOR
SUP-00051,Support,GC0435,SURVIVOR
SUP-00053,Support,GC0436,SURVIVOR
SUP-00054,Support,GC0437,SURVIVOR
SUP-00056,Support,GC0438,SURVIVOR
SUP-00061,Support,GC0439,SURVIVOR
SUP-00066,Support,GC0440,SURVIVOR
SUP-00072,Support,GC0441,SURVIVOR
SUP-00074,Support,GC0442,SURVIVOR
SUP-00076,Support,GC0443,SURVIVOR
SUP-00077,Support,GC0444,SURVIVOR
SUP-00078,Support,GC0445,SURVIVOR
SUP-00084,Support,GC0446,SURVIVOR
SUP-00085,Support,GC0447,SURVIVOR
SUP-00093,Support,GC0448,SURVIVOR
SUP-00101,Support,GC0449,SURVIVOR
SUP-00111,Support,GC0450,SURVIVOR
SUP-00115,Support,GC0451,SURVIVOR
SUP-00128,Support,GC0452,SURVIVOR
SUP-00131,Support,GC0453,SURVIVOR
SUP-00134,Support,GC0454,SURVIVOR
SUP-00137,Support,GC0455,SURVIVOR
SUP-00141,Support,GC0456,SURVIVOR
SUP-00149,Support,GC0457,SURVIVOR
SUP-00152,Support,GC0458,SURVIVOR
SUP-00153,Support,GC0459,SURVIVOR
SUP-00156,Support,GC0460,SURVIVOR
SUP-00157,Support,GC0461,SURVIVOR
SUP-00159,Support,GC0462,SURVIVOR
SUP-00163,Support,GC0463,SURVIVOR
SUP-00170,Support,GC0464,SURVIVOR
SUP-00171,Support,GC0465,SURVIVOR
SUP-00174,Support,GC0466,SURVIVOR
SUP-00186,Support,GC0467,SURVIVOR
SUP-00191,Support,GC0468,SURVIVOR
SUP-00194,Support,GC0469,SURVIVOR
SUP-00195,Support,GC0470,SURVIVOR
SUP-00196,Support,GC0471,SURVIVOR
SUP-00201,Support,GC0472,SURVIVOR
SUP-00203,Support,GC0473,SURVIVOR
SUP-00211,Support,GC0474,SURVIVOR
SUP-00213,Support,GC0475,SURVIVOR
SUP-00222,Support,GC0476,SURVIVOR
SUP-00229,Support,GC0477,SURVIVOR
SUP-00231,Support,GC0478,SURVIVOR
SUP-00232,Support,GC0479,SURVIVOR
SUP-00234,Support,GC0480,SURVIVOR
SUP-00237,Support,GC0481,SURVIVOR
SUP-00241,Support,GC0482,SURVIVOR
SUP-00242,Support,GC0483,SURVIVOR
SUP-00253,Support,GC0484,SURVIVOR
SUP-00267,Support,GC0485,SURVIVOR
SUP-00269,Support,GC0486,SURVIVOR
SUP-00273,Support,GC0487,SURVIVOR
SUP-00275,Support,GC0488,SURVIVOR
SUP-00280,Support,GC0489,SURVIVOR
SUP-00281,Support,GC0490,SURVIVOR
SUP-00283,Support,GC0491,SURVIVOR
SUP-00287,Support,GC0492,SURVIVOR
SUP-00292,Support,GC0493,SURVIVOR
SUP-00293,Support,GC0494,SURVIVOR
SUP-00294,Support,GC0495,SURVIVOR
SUP-00295,Support,GC0496,SURVIVOR
SUP-00296,Support,GC0497,SURVIVOR
SUP-00297,Support,GC0498,SURVIVOR
