payment_id,member_id,billing_month,amount,payment_status
4734,305,2025-08-01,64.0,Paid
4735,305,2025-09-01,64.0,Paid
4736,305,2025-10-01,64.0,Failed
4737,305,2025-11-01,64.0,Paid
4738,305,2025-12-01,64.0,Paid
4739,305,2026-01-01,64.0,Failed
4740,305,2026-02-01,64.0,Paid
4741,305,2026-03-01,64.0,Failed
4742,305,2026-04-01,64.0,Paid
4743,305,2026-05-01,64.0,Paid
4744,305,2026-06-01,64.0,Paid
4745,305,2026-07-01,64.0,Paid
4746,306,2026-04-01,56.0,Paid
4747,306,2026-05-01,56.0,Paid
4748,306,2026-06-01,56.0,Paid
4749,306,2026-07-01,56.0,Paid
4750,307,2026-03-01,56.0,Paid
4751,307,2026-04-01,56.0,Paid
4752,307,2026-05-01,56.0,Paid
4753,307,2026-06-01,56.0,Failed
4754,307,2026-07-01,56.0,Paid
4755,308,2025-04-01,64.0,Paid
4756,308,2025-05-01,64.0,Paid
4757,308,2025-06-01,64.0,Paid
4758,308,2025-07-01,64.0,Paid
4759,308,2025-08-01,64.0,Paid
4760,308,2025-09-01,64.0,Paid
4761,308,2025-10-01,64.0,Paid
4762,308,2025-11-01,64.0,Paid
4763,308,2025-12-01,64.0,Paid
4764,308,2026-01-01,64.0,Paid
4765,308,2026-02-01,64.0,Paid
4766,308,2026-03-01,64.0,Paid
4767,308,2026-04-01,64.0,Failed
4768,308,2026-05-01,64.0,Paid
4769,308,2026-06-01,64.0,Paid
4770,308,2026-07-01,64.0,Paid
4771,309,2026-02-01,45.0,Paid
4772,309,2026-03-01,45.0,Paid
4773,309,2026-04-01,45.0,Paid
4774,309,2026-05-01,45.0,Paid
4775,310,2024-11-01,64.0,Paid
4776,310,2024-12-01,64.0,Paid
4777,310,2025-01-01,64.0,Paid
4778,311,2025-03-01,45.0,Paid
4779,311,2025-04-01,45.0,Paid
4780,311,2025-05-01,45.0,Paid
4781,311,2025-06-01,45.0,Paid
4782,311,2025-07-01,45.0,Paid
4783,311,2025-08-01,45.0,Paid
4784,311,2025-09-01,45.0,Paid
4785,311,2025-10-01,45.0,Paid
4786,311,2025-11-01,45.0,Paid
4787,311,2025-12-01,45.0,Paid
4788,311,2026-01-01,45.0,Paid
4789,311,2026-02-01,45.0,Paid
4790,311,2026-03-01,45.0,Paid
4791,311,2026-04-01,45.0,Paid
4792,311,2026-05-01,45.0,Paid
4793,311,2026-06-01,45.0,Paid
4794,311,2026-07-01,45.0,Paid
4795,312,2024-08-01,39.0,Paid
4796,312,2024-09-01,39.0,Paid
4797,312,2024-10-01,39.0,Paid
4798,312,2024-11-01,39.0,Paid
4799,312,2024-12-01,39.0,Paid
4800,312,2025-01-01,39.0,Paid
4801,312,2025-02-01,39.0,Paid
4802,312,2025-03-01,39.0,Paid
4803,312,2025-04-01,39.0,Paid
4804,312,2025-05-01,39.0,Paid
4805,312,2025-06-01,39.0,Paid
4806,312,2025-07-01,39.0,Paid
4807,312,2025-08-01,39.0,Paid
4808,312,2025-09-01,39.0,Paid
4809,312,2025-10-01,39.0,Paid
4810,312,2025-11-01,39.0,Paid
4811,312,2025-12-01,39.0,Paid
4812,312,2026-01-01,39.0,Paid
4813,312,2026-02-01,39.0,Paid
4814,312,2026-03-01,39.0,Paid
4815,312,2026-04-01,39.0,Paid
4816,312,2026-05-01,39.0,Paid
4817,312,2026-06-01,39.0,Paid
4818,312,2026-07-01,39.0,Paid
4819,313,2024-02-01,45.0,Paid
4820,313,2024-03-01,45.0,Paid
4821,313,2024-04-01,45.0,Paid
4822,313,2024-05-01,45.0,Paid
4823,313,2024-06-01,45.0,Paid
4824,313,2024-07-01,45.0,Paid
4825,313,2024-08-01,45.0,Paid
4826,313,2024-09-01,45.0,Paid
4827,313,2024-10-01,45.0,Paid
4828,313,2024-11-01,45.0,Paid
4829,313,2024-12-01,45.0,Paid
4830,313,2025-01-01,45.0,Paid
4831,313,2025-02-01,45.0,Paid
4832,313,2025-03-01,45.0,Paid
4833,313,2025-04-01,45.0,Paid
4834,313,2025-05-01,45.0,Paid
4835,313,2025-06-01,45.0,Paid
4836,313,2025-07-01,45.0,Paid
4837,313,2025-08-01,45.0,Paid
4838,313,2025-09-01,45.0,Paid
4839,313,2025-10-01,45.0,Paid
4840,313,2025-11-01,45.0,Paid
4841,313,2025-12-01,45.0,Paid
4842,313,2026-01-01,45.0,Paid
4843,313,2026-02-01,45.0,Paid
4844,313,2026-03-01,45.0,Paid
4845,313,2026-04-01,45.0,Paid
4846,313,2026-05-01,45.0,Paid
4847,313,2026-06-01,45.0,Paid
4848,313,2026-07-01,45.0,Paid
4849,314,2025-07-01,64.0,Paid
4850,314,2025-08-01,64.0,Paid
4851,314,2025-09-01,64.0,Failed
4852,314,2025-10-01,64.0,Paid
4853,314,2025-11-01,64.0,Paid
4854,314,2025-12-01,64.0,Paid
4855,314,2026-01-01,64.0,Paid
4856,314,2026-02-01,64.0,Paid
4857,314,2026-03-01,64.0,Paid
4858,314,2026-04-01,64.0,Paid
4859,314,2026-05-01,64.0,Paid
4860,314,2026-06-01,64.0,Paid
4861,314,2026-07-01,64.0,Paid
4862,315,2025-05-01,45.0,Paid
4863,315,2025-06-01,45.0,Paid
4864,315,2025-07-01,45.0,Paid
4865,315,2025-08-01,45.0,Paid
4866,315,2025-09-01,45.0,Paid
4867,315,2025-10-01,45.0,Paid
4868,315,2025-11-01,45.0,Failed
4869,315,2025-12-01,45.0,Paid
4870,315,2026-01-01,45.0,Paid
4871,315,2026-02-01,45.0,Paid
4872,315,2026-03-01,45.0,Paid
4873,315,2026-04-01,45.0,Paid
4874,315,2026-05-01,45.0,Paid
4875,315,2026-06-01,45.0,Paid
4876,315,2026-07-01,45.0,Paid
4877,316,2024-12-01,64.0,Paid
4878,316,2025-01-01,64.0,Paid
4879,316,2025-02-01,64.0,Paid
4880,316,2025-03-01,64.0,Failed
4881,316,2025-04-01,64.0,Failed
4882,316,2025-05-01,64.0,Paid
4883,316,2025-06-01,64.0,Paid
4884,316,2025-07-01,64.0,Paid
4885,316,2025-08-01,64.0,Paid
4886,316,2025-09-01,64.0,Paid
4887,316,2025-10-01,64.0,Paid
4888,316,2025-11-01,64.0,Paid
4889,316,2025-12-01,64.0,Paid
4890,316,2026-01-01,64.0,Paid
4891,316,2026-02-01,64.0,Paid
4892,316,2026-03-01,64.0,Paid
4893,316,2026-04-01,64.0,Paid
4894,316,2026-05-01,64.0,Paid
4895,316,2026-06-01,64.0,Paid
4896,316,2026-07-01,64.0,Paid
4897,317,2024-08-01,56.0,Paid
4898,317,2024-09-01,56.0,Paid
4899,317,2024-10-01,56.0,Paid
4900,317,2024-11-01,56.0,Paid
4901,317,2024-12-01,56.0,Paid
4902,317,2025-01-01,56.0,Paid
4903,317,2025-02-01,56.0,Paid
4904,317,2025-03-01,56.0,Paid
4905,317,2025-04-01,56.0,Paid
4906,317,2025-05-01,56.0,Paid
4907,317,2025-06-01,56.0,Paid
4908,317,2025-07-01,56.0,Failed
4909,317,2025-08-01,56.0,Paid
4910,317,2025-09-01,56.0,Paid
4911,317,2025-10-01,56.0,Paid
4912,317,2025-11-01,56.0,Paid
4913,317,2025-12-01,56.0,Failed
4914,317,2026-01-01,56.0,Paid
4915,317,2026-02-01,56.0,Paid
4916,317,2026-03-01,56.0,Paid
4917,317,2026-04-01,56.0,Failed
4918,317,2026-05-01,56.0,Paid
4919,317,2026-06-01,56.0,Paid
4920,317,2026-07-01,56.0,Paid
4921,318,2025-09-01,45.0,Paid
4922,318,2025-10-01,45.0,Paid
4923,318,2025-11-01,45.0,Paid
4924,318,2025-12-01,45.0,Paid
4925,318,2026-01-01,45.0,Failed
4926,318,2026-02-01,45.0,Paid
4927,318,2026-03-01,45.0,Paid
4928,318,2026-04-01,45.0,Paid
4929,318,2026-05-01,45.0,Paid
4930,318,2026-06-01,45.0,Paid
4931,318,2026-07-01,45.0,Paid
4932,319,2025-07-01,64.0,Paid
4933,319,2025-08-01,64.0,Paid
4934,319,2025-09-01,64.0,Paid
4935,319,2025-10-01,64.0,Paid
4936,319,2025-11-01,64.0,Failed
4937,319,2025-12-01,64.0,Paid
4938,319,2026-01-01,64.0,Paid
4939,319,2026-02-01,64.0,Paid
4940,319,2026-03-01,64.0,Paid
4941,319,2026-04-01,64.0,Paid
4942,319,2026-05-01,64.0,Paid
4943,320,2024-08-01,56.0,Paid
4944,320,2024-09-01,56.0,Paid
4945,320,2024-10-01,56.0,Paid
4946,320,2024-11-01,56.0,Paid
4947,320,2024-12-01,56.0,Paid
4948,320,2025-01-01,56.0,Paid
4949,320,2025-02-01,56.0,Paid
4950,320,2025-03-01,56.0,Paid
4951,320,2025-04-01,56.0,Paid
4952,320,2025-05-01,56.0,Paid
4953,320,2025-06-01,56.0,Paid
4954,320,2025-07-01,56.0,Paid
4955,320,2025-08-01,56.0,Paid
4956,320,2025-09-01,56.0,Paid
4957,320,2025-10-01,56.0,Paid
4958,320,2025-11-01,56.0,Paid
4959,320,2025-12-01,56.0,Failed
4960,320,2026-01-01,56.0,Paid
4961,320,2026-02-01,56.0,Paid
4962,320,2026-03-01,56.0,Paid
4963,320,2026-04-01,56.0,Paid
4964,320,2026-05-01,56.0,Paid
4965,320,2026-06-01,56.0,Paid
4966,320,2026-07-01,56.0,Paid
4967,321,2025-01-01,45.0,Paid
4968,321,2025-02-01,45.0,Paid
4969,321,2025-03-01,45.0,Paid
4970,321,2025-04-01,45.0,Paid
4971,321,2025-05-01,45.0,Paid
4972,321,2025-06-01,45.0,Paid
4973,321,2025-07-01,45.0,Paid
4974,321,2025-08-01,45.0,Paid
4975,321,2025-09-01,45.0,Paid
4976,321,2025-10-01,45.0,Paid
4977,321,2025-11-01,45.0,Paid
4978,321,2025-12-01,45.0,Paid
4979,321,2026-01-01,45.0,Paid
4980,321,2026-02-01,45.0,Paid
4981,321,2026-03-01,45.0,Paid
4982,321,2026-04-01,45.0,Paid
4983,321,2026-05-01,45.0,Paid
4984,321,2026-06-01,45.0,Paid
4985,321,2026-07-01,45.0,Paid
4986,322,2025-02-01,45.0,Paid
4987,322,2025-03-01,45.0,Paid
4988,322,2025-04-01,45.0,Paid
4989,322,2025-05-01,45.0,Paid
4990,322,2025-06-01,45.0,Paid
4991,322,2025-07-01,45.0,Paid
4992,322,2025-08-01,45.0,Paid
4993,322,2025-09-01,45.0,Paid
4994,322,2025-10-01,45.0,Paid
4995,322,2025-11-01,45.0,Paid
4996,322,2025-12-01,45.0,Paid
4997,322,2026-01-01,45.0,Paid
4998,322,2026-02-01,45.0,Paid
4999,322,2026-03-01,45.0,Paid
5000,322,2026-04-01,45.0,Paid
5001,322,2026-05-01,45.0,Paid
5002,322,2026-06-01,45.0,Paid
5003,322,2026-07-01,45.0,Paid
5004,323,2025-05-01,64.0,Paid
5005,323,2025-06-01,64.0,Paid
5006,323,2025-07-01,64.0,Paid
5007,323,2025-08-01,64.0,Paid
5008,323,2025-09-01,64.0,Paid
5009,323,2025-10-01,64.0,Paid
5010,323,2025-11-01,64.0,Paid
5011,323,2025-12-01,64.0,Paid
5012,323,2026-01-01,64.0,Paid
5013,323,2026-02-01,64.0,Paid
5014,323,2026-03-01,64.0,Paid
5015,323,2026-04-01,64.0,Paid
5016,323,2026-05-01,64.0,Paid
5017,323,2026-06-01,64.0,Failed
5018,323,2026-07-01,64.0,Paid
5019,324,2026-02-01,45.0,Paid
5020,324,2026-03-01,45.0,Paid
5021,324,2026-04-01,45.0,Paid
5022,324,2026-05-01,45.0,Paid
5023,324,2026-06-01,45.0,Paid
5024,324,2026-07-01,45.0,Paid
5025,325,2024-09-01,45.0,Paid
5026,325,2024-10-01,45.0,Paid
5027,325,2024-11-01,45.0,Paid
5028,325,2024-12-01,45.0,Paid
5029,325,2025-01-01,45.0,Paid
5030,325,2025-02-01,45.0,Paid
5031,325,2025-03-01,45.0,Failed
5032,325,2025-04-01,45.0,Paid
5033,325,2025-05-01,45.0,Paid
5034,325,2025-06-01,45.0,Paid
5035,325,2025-07-01,45.0,Paid
5036,325,2025-08-01,45.0,Paid
5037,325,2025-09-01,45.0,Paid
5038,325,2025-10-01,45.0,Paid
5039,325,2025-11-01,45.0,Paid
5040,325,2025-12-01,45.0,Paid
5041,325,2026-01-01,45.0,Paid
5042,325,2026-02-01,45.0,Paid
5043,325,2026-03-01,45.0,Paid
5044,325,2026-04-01,45.0,Paid
5045,325,2026-05-01,45.0,Paid
5046,325,2026-06-01,45.0,Paid
5047,325,2026-07-01,45.0,Paid
5048,326,2024-11-01,45.0,Paid
5049,326,2024-12-01,45.0,Paid
5050,326,2025-01-01,45.0,Paid
5051,326,2025-02-01,45.0,Failed
5052,326,2025-03-01,45.0,Paid
5053,326,2025-04-01,45.0,Failed
5054,326,2025-05-01,45.0,Paid
5055,326,2025-06-01,45.0,Paid
5056,326,2025-07-01,45.0,Paid
5057,326,2025-08-01,45.0,Paid
5058,326,2025-09-01,45.0,Paid
5059,326,2025-10-01,45.0,Paid
5060,326,2025-11-01,45.0,Paid
5061,326,2025-12-01,45.0,Paid
5062,326,2026-01-01,45.0,Paid
5063,326,2026-02-01,45.0,Paid
5064,326,2026-03-01,45.0,Paid
5065,326,2026-04-01,45.0,Paid
5066,326,2026-05-01,45.0,Paid
5067,326,2026-06-01,45.0,Paid
5068,326,2026-07-01,45.0,Paid
5069,327,2024-02-01,64.0,Paid
5070,327,2024-03-01,64.0,Paid
5071,327,2024-04-01,64.0,Paid
5072,327,2024-05-01,64.0,Paid
5073,327,2024-06-01,64.0,Failed
5074,327,2024-07-01,64.0,Paid
5075,327,2024-08-01,64.0,Paid
5076,327,2024-09-01,64.0,Paid
5077,327,2024-10-01,64.0,Paid
5078,327,2024-11-01,64.0,Failed
5079,327,2024-12-01,64.0,Paid
5080,327,2025-01-01,64.0,Failed
5081,327,2025-02-01,64.0,Paid
5082,327,2025-03-01,64.0,Paid
5083,327,2025-04-01,64.0,Paid
5084,327,2025-05-01,64.0,Failed
5085,327,2025-06-01,64.0,Paid
5086,327,2025-07-01,64.0,Paid
5087,327,2025-08-01,64.0,Paid
5088,327,2025-09-01,64.0,Paid
5089,327,2025-10-01,64.0,Paid
5090,327,2025-11-01,64.0,Paid
5091,327,2025-12-01,64.0,Paid
5092,327,2026-01-01,64.0,Failed
5093,327,2026-02-01,64.0,Paid
5094,327,2026-03-01,64.0,Paid
5095,327,2026-04-01,64.0,Paid
5096,327,2026-05-01,64.0,Paid
5097,327,2026-06-01,64.0,Paid
5098,327,2026-07-01,64.0,Failed
5099,328,2026-01-01,45.0,Paid
5100,328,2026-02-01,45.0,Paid
5101,328,2026-03-01,45.0,Paid
5102,328,2026-04-01,45.0,Paid
5103,328,2026-05-01,45.0,Paid
5104,328,2026-06-01,45.0,Paid
5105,328,2026-07-01,45.0,Paid
5106,329,2024-08-01,45.0,Paid
5107,329,2024-09-01,45.0,Paid
5108,329,2024-10-01,45.0,Paid
5109,329,2024-11-01,45.0,Paid
5110,329,2024-12-01,45.0,Paid
5111,329,2025-01-01,45.0,Paid
5112,329,2025-02-01,45.0,Paid
5113,329,2025-03-01,45.0,Paid
5114,329,2025-04-01,45.0,Paid
5115,329,2025-05-01,45.0,Paid
5116,329,2025-06-01,45.0,Paid
5117,329,2025-07-01,45.0,Paid
5118,329,2025-08-01,45.0,Paid
5119,329,2025-09-01,45.0,Paid
5120,329,2025-10-01,45.0,Paid
5121,329,2025-11-01,45.0,Paid
5122,329,2025-12-01,45.0,Paid
5123,329,2026-01-01,45.0,Paid
5124,329,2026-02-01,45.0,Paid
5125,329,2026-03-01,45.0,Paid
5126,329,2026-04-01,45.0,Paid
5127,329,2026-05-01,45.0,Paid
5128,329,2026-06-01,45.0,Paid
5129,329,2026-07-01,45.0,Paid
5130,330,2025-12-01,64.0,Paid
5131,330,2026-01-01,64.0,Paid
5132,330,2026-02-01,64.0,Paid
5133,330,2026-03-01,64.0,Paid
5134,331,2025-09-01,64.0,Paid
5135,331,2025-10-01,64.0,Paid
5136,331,2025-11-01,64.0,Paid
5137,331,2025-12-01,64.0,Failed
5138,331,2026-01-01,64.0,Paid
5139,331,2026-02-01,64.0,Paid
5140,331,2026-03-01,64.0,Paid
5141,331,2026-04-01,64.0,Paid
5142,331,2026-05-01,64.0,Paid
5143,332,2024-05-01,64.0,Failed
5144,332,2024-06-01,64.0,Paid
5145,332,2024-07-01,64.0,Paid
5146,332,2024-08-01,64.0,Paid
5147,332,2024-09-01,64.0,Paid
5148,332,2024-10-01,64.0,Failed
5149,332,2024-11-01,64.0,Paid
5150,332,2024-12-01,64.0,Paid
5151,332,2025-01-01,64.0,Paid
5152,332,2025-02-01,64.0,Paid
5153,332,2025-03-01,64.0,Paid
5154,332,2025-04-01,64.0,Paid
5155,332,2025-05-01,64.0,Paid
5156,332,2025-06-01,64.0,Failed
5157,332,2025-07-01,64.0,Failed
5158,332,2025-08-01,64.0,Paid
5159,332,2025-09-01,64.0,Paid
5160,332,2025-10-01,64.0,Paid
5161,332,2025-11-01,64.0,Paid
5162,332,2025-12-01,64.0,Paid
5163,332,2026-01-01,64.0,Paid
5164,332,2026-02-01,64.0,Paid
5165,332,2026-03-01,64.0,Paid
5166,332,2026-04-01,64.0,Paid
5167,332,2026-05-01,64.0,Paid
5168,332,2026-06-01,64.0,Paid
5169,332,2026-07-01,64.0,Failed
5170,333,2024-12-01,45.0,Paid
5171,333,2025-01-01,45.0,Paid
5172,333,2025-02-01,45.0,Paid
5173,333,2025-03-01,45.0,Paid
5174,333,2025-04-01,45.0,Paid
5175,333,2025-05-01,45.0,Paid
5176,333,2025-06-01,45.0,Paid
5177,333,2025-07-01,45.0,Paid
5178,333,2025-08-01,45.0,Paid
5179,333,2025-09-01,45.0,Paid
5180,333,2025-10-01,45.0,Paid
5181,333,2025-11-01,45.0,Paid
5182,333,2025-12-01,45.0,Paid
5183,333,2026-01-01,45.0,Paid
5184,333,2026-02-01,45.0,Paid
5185,333,2026-03-01,45.0,Paid
5186,333,2026-04-01,45.0,Paid
5187,333,2026-05-01,45.0,Paid
5188,333,2026-06-01,45.0,Paid
5189,333,2026-07-01,45.0,Paid
5190,334,2024-04-01,64.0,Paid
5191,334,2024-05-01,64.0,Paid
5192,334,2024-06-01,64.0,Paid
5193,334,2024-07-01,64.0,Paid
5194,334,2024-08-01,64.0,Paid
5195,334,2024-09-01,64.0,Paid
5196,334,2024-10-01,64.0,Paid
5197,334,2024-11-01,64.0,Paid
5198,334,2024-12-01,64.0,Paid
5199,334,2025-01-01,64.0,Paid
5200,334,2025-02-01,64.0,Paid
5201,334,2025-03-01,64.0,Paid
5202,334,2025-04-01,64.0,Paid
5203,334,2025-05-01,64.0,Paid
5204,334,2025-06-01,64.0,Paid
5205,334,2025-07-01,64.0,Paid
5206,334,2025-08-01,64.0,Paid
5207,334,2025-09-01,64.0,Paid
5208,334,2025-10-01,64.0,Paid
5209,334,2025-11-01,64.0,Paid
5210,334,2025-12-01,64.0,Paid
5211,334,2026-01-01,64.0,Paid
5212,334,2026-02-01,64.0,Paid
5213,334,2026-03-01,64.0,Paid
5214,334,2026-04-01,64.0,Paid
5215,334,2026-05-01,64.0,Paid
5216,334,2026-06-01,64.0,Paid
5217,334,2026-07-01,64.0,Paid
5218,335,2024-11-01,56.0,Paid
5219,335,2024-12-01,56.0,Paid
5220,335,2025-01-01,56.0,Paid
5221,335,2025-02-01,56.0,Paid
5222,335,2025-03-01,56.0,Paid
5223,335,2025-04-01,56.0,Paid
5224,335,2025-05-01,56.0,Paid
5225,335,2025-06-01,56.0,Paid
5226,335,2025-07-01,56.0,Paid
5227,335,2025-08-01,56.0,Paid
5228,335,2025-09-01,56.0,Paid
5229,335,2025-10-01,56.0,Paid
5230,335,2025-11-01,56.0,Paid
5231,335,2025-12-01,56.0,Paid
5232,335,2026-01-01,56.0,Paid
5233,335,2026-02-01,56.0,Paid
5234,335,2026-03-01,56.0,Paid
5235,335,2026-04-01,56.0,Paid
5236,335,2026-05-01,56.0,Paid
5237,335,2026-06-01,56.0,Paid
5238,335,2026-07-01,56.0,Paid
5239,336,2024-05-01,64.0,Paid
5240,336,2024-06-01,64.0,Paid
5241,336,2024-07-01,64.0,Paid
5242,336,2024-08-01,64.0,Paid
5243,336,2024-09-01,64.0,Paid
5244,336,2024-10-01,64.0,Paid
5245,336,2024-11-01,64.0,Paid
5246,336,2024-12-01,64.0,Paid
5247,336,2025-01-01,64.0,Paid
5248,336,2025-02-01,64.0,Paid
5249,336,2025-03-01,64.0,Paid
5250,336,2025-04-01,64.0,Paid
5251,336,2025-05-01,64.0,Paid
5252,336,2025-06-01,64.0,Failed
5253,336,2025-07-01,64.0,Paid
5254,336,2025-08-01,64.0,Paid
5255,336,2025-09-01,64.0,Paid
5256,336,2025-10-01,64.0,Failed
5257,336,2025-11-01,64.0,Paid
5258,336,2025-12-01,64.0,Paid
5259,336,2026-01-01,64.0,Paid
5260,336,2026-02-01,64.0,Failed
5261,336,2026-03-01,64.0,Paid
5262,336,2026-04-01,64.0,Failed
5263,336,2026-05-01,64.0,Paid
5264,336,2026-06-01,64.0,Paid
5265,336,2026-07-01,64.0,Paid
5266,337,2024-01-01,64.0,Paid
5267,337,2024-02-01,64.0,Paid
5268,337,2024-03-01,64.0,Paid
5269,337,2024-04-01,64.0,Paid
5270,337,2024-05-01,64.0,Failed
5271,337,2024-06-01,64.0,Failed
5272,337,2024-07-01,64.0,Paid
5273,337,2024-08-01,64.0,Paid
5274,337,2024-09-01,64.0,Paid
5275,337,2024-10-01,64.0,Paid
5276,337,2024-11-01,64.0,Paid
5277,337,2024-12-01,64.0,Paid
5278,337,2025-01-01,64.0,Paid
5279,337,2025-02-01,64.0,Paid
5280,337,2025-03-01,64.0,Paid
5281,337,2025-04-01,64.0,Paid
5282,337,2025-05-01,64.0,Paid
5283,337,2025-06-01,64.0,Paid
5284,337,2025-07-01,64.0,Paid
5285,337,2025-08-01,64.0,Paid
5286,337,2025-09-01,64.0,Paid
5287,337,2025-10-01,64.0,Paid
5288,337,2025-11-01,64.0,Paid
5289,337,2025-12-01,64.0,Paid
5290,337,2026-01-01,64.0,Paid
5291,337,2026-02-01,64.0,Paid
5292,337,2026-03-01,64.0,Paid
5293,337,2026-04-01,64.0,Paid
5294,337,2026-05-01,64.0,Paid
5295,337,2026-06-01,64.0,Paid
5296,337,2026-07-01,64.0,Paid
5297,338,2025-06-01,45.0,Paid
5298,338,2025-07-01,45.0,Paid
5299,338,2025-08-01,45.0,Paid
5300,338,2025-09-01,45.0,Paid
5301,338,2025-10-01,45.0,Paid
5302,338,2025-11-01,45.0,Paid
5303,338,2025-12-01,45.0,Paid
5304,338,2026-01-01,45.0,Paid
5305,338,2026-02-01,45.0,Failed
5306,338,2026-03-01,45.0,Paid
5307,338,2026-04-01,45.0,Paid
5308,338,2026-05-01,45.0,Paid
5309,339,2025-04-01,64.0,Paid
5310,339,2025-05-01,64.0,Paid
5311,339,2025-06-01,64.0,Paid
5312,339,2025-07-01,64.0,Paid
5313,339,2025-08-01,64.0,Paid
5314,339,2025-09-01,64.0,Paid
5315,339,2025-10-01,64.0,Paid
5316,339,2025-11-01,64.0,Paid
5317,339,2025-12-01,64.0,Paid
5318,339,2026-01-01,64.0,Paid
5319,339,2026-02-01,64.0,Paid
5320,339,2026-03-01,64.0,Paid
5321,339,2026-04-01,64.0,Paid
5322,339,2026-05-01,64.0,Paid
5323,339,2026-06-01,64.0,Paid
5324,339,2026-07-01,64.0,Paid
5325,340,2025-09-01,56.0,Paid
5326,340,2025-10-01,56.0,Paid
5327,340,2025-11-01,56.0,Paid
5328,340,2025-12-01,56.0,Paid
5329,340,2026-01-01,56.0,Paid
5330,340,2026-02-01,56.0,Paid
5331,340,2026-03-01,56.0,Paid
5332,340,2026-04-01,56.0,Paid
5333,340,2026-05-01,56.0,Paid
5334,340,2026-06-01,56.0,Paid
5335,340,2026-07-01,56.0,Paid
5336,341,2025-08-01,64.0,Paid
5337,341,2025-09-01,64.0,Paid
5338,341,2025-10-01,64.0,Paid
5339,341,2025-11-01,64.0,Paid
5340,341,2025-12-01,64.0,Paid
5341,341,2026-01-01,64.0,Failed
5342,341,2026-02-01,64.0,Failed
5343,341,2026-03-01,64.0,Paid
5344,341,2026-04-01,64.0,Paid
5345,341,2026-05-01,64.0,Paid
5346,341,2026-06-01,64.0,Paid
5347,341,2026-07-01,64.0,Paid
5348,342,2024-01-01,64.0,Paid
5349,342,2024-02-01,64.0,Paid
5350,342,2024-03-01,64.0,Paid
5351,342,2024-04-01,64.0,Paid
5352,342,2024-05-01,64.0,Paid
5353,342,2024-06-01,64.0,Paid
5354,342,2024-07-01,64.0,Paid
5355,342,2024-08-01,64.0,Failed
5356,342,2024-09-01,64.0,Paid
5357,342,2024-10-01,64.0,Paid
5358,342,2024-11-01,64.0,Failed
5359,342,2024-12-01,64.0,Paid
5360,342,2025-01-01,64.0,Paid
5361,342,2025-02-01,64.0,Paid
5362,342,2025-03-01,64.0,Paid
5363,342,2025-04-01,64.0,Paid
5364,342,2025-05-01,64.0,Paid
5365,342,2025-06-01,64.0,Paid
5366,342,2025-07-01,64.0,Paid
5367,342,2025-08-01,64.0,Paid
5368,342,2025-09-01,64.0,Paid
5369,343,2026-06-01,45.0,Paid
5370,343,2026-07-01,45.0,Paid
5371,344,2025-12-01,64.0,Paid
5372,344,2026-01-01,64.0,Paid
5373,344,2026-02-01,64.0,Paid
5374,344,2026-03-01,64.0,Paid
5375,344,2026-04-01,64.0,Paid
5376,344,2026-05-01,64.0,Paid
5377,344,2026-06-01,64.0,Paid
5378,344,2026-07-01,64.0,Paid
5379,345,2026-06-01,45.0,Paid
5380,345,2026-07-01,45.0,Paid
5381,346,2024-08-01,39.0,Paid
5382,346,2024-09-01,39.0,Paid
5383,346,2024-10-01,39.0,Paid
5384,346,2024-11-01,39.0,Paid
5385,346,2024-12-01,39.0,Paid
5386,346,2025-01-01,39.0,Paid
5387,346,2025-02-01,39.0,Paid
5388,346,2025-03-01,39.0,Paid
5389,346,2025-04-01,39.0,Paid
5390,346,2025-05-01,39.0,Paid
5391,346,2025-06-01,39.0,Paid
5392,346,2025-07-01,39.0,Paid
5393,346,2025-08-01,39.0,Paid
5394,346,2025-09-01,39.0,Paid
5395,346,2025-10-01,39.0,Paid
5396,346,2025-11-01,39.0,Paid
5397,346,2025-12-01,39.0,Paid
5398,346,2026-01-01,39.0,Paid
5399,346,2026-02-01,39.0,Paid
5400,346,2026-03-01,39.0,Paid
5401,346,2026-04-01,39.0,Paid
5402,346,2026-05-01,39.0,Paid
5403,346,2026-06-01,39.0,Paid
5404,347,2025-12-01,39.0,Failed
5405,347,2026-01-01,39.0,Paid
5406,347,2026-02-01,39.0,Paid
5407,347,2026-03-01,39.0,Paid
5408,347,2026-04-01,39.0,Paid
5409,347,2026-05-01,39.0,Paid
5410,347,2026-06-01,39.0,Paid
5411,347,2026-07-01,39.0,Paid
5412,348,2025-01-01,39.0,Paid
5413,348,2025-02-01,39.0,Paid
5414,348,2025-03-01,39.0,Paid
5415,348,2025-04-01,39.0,Paid
5416,348,2025-05-01,39.0,Paid
5417,348,2025-06-01,39.0,Paid
5418,348,2025-07-01,39.0,Paid
5419,348,2025-08-01,39.0,Paid
5420,349,2024-10-01,45.0,Paid
5421,349,2024-11-01,45.0,Paid
5422,349,2024-12-01,45.0,Paid
5423,349,2025-01-01,45.0,Paid
5424,349,2025-02-01,45.0,Paid
5425,349,2025-03-01,45.0,Paid
5426,349,2025-04-01,45.0,Paid
5427,349,2025-05-01,45.0,Failed
5428,349,2025-06-01,45.0,Paid
5429,349,2025-07-01,45.0,Paid
5430,349,2025-08-01,45.0,Paid
5431,349,2025-09-01,45.0,Paid
