SalesLineID,DateKey,ProductKey,CustomerKey,StoreKey,Quantity,DiscountPct,Revenue,Cost,GrossProfit,ProductName,Category,Subcategory,Brand,UnitCost,CustomerName,Region,Segment,City,StoreName,StoreRegion,Manager,Date,Year,MonthNumber,Month,Quarter,DayName
259,20251006,32,3051,15,3,0.1,975.95,499.44,476.51,Product 032,Snacks,Snacks Group 1,Brand 03,166.48,Customer 3051,East,SMB,City 28,Store 15,East,Manager 08,2025-10-06,2025,10,Oct,4,Monday
260,20250709,10,2403,18,3,0.2,731.5,428.97,302.53,Product 010,Personal Care,Personal Care Group 3,Brand 11,142.99,Customer 2403,East,SMB,City 04,Store 18,South,Manager 03,2025-07-09,2025,7,Jul,3,Wednesday
261,20250417,113,2984,4,2,0.0,121.98,57.34,64.64,Product 113,Electronics,Electronics Group 2,Brand 09,28.67,Customer 2984,West,Consumer,City 09,Store 04,West,Manager 05,2025-04-17,2025,4,Apr,2,Thursday
262,20250112,105,3194,12,1,0.0,346.76,155.17,191.59,Product 105,Household,Household Group 2,Brand 01,155.17,Customer 3194,South,Consumer,City 27,Store 12,West,Manager 05,2025-01-12,2025,1,Jan,1,Sunday
263,20251021,99,266,20,1,0.0,312.75,178.82,133.93,Product 099,Household,Household Group 4,Brand 10,178.82,Customer 0266,South,Corporate,City 27,Store 20,West,Manager 05,2025-10-21,2025,10,Oct,4,Tuesday
264,20250108,25,328,24,4,0.1,823.65,512.08,311.57,Product 025,Beverages,Beverages Group 2,Brand 11,128.02,Customer 0328,West,SMB,City 41,Store 24,West,Manager 01,2025-01-08,2025,1,Jan,1,Wednesday
265,20240615,48,1863,11,2,0.0,518.91,233.58,285.33,Product 048,Office,Office Group 1,Brand 04,116.79,Customer 1863,East,SMB,City 40,Store 11,East,Manager 04,2024-06-15,2024,6,Jun,2,Saturday
266,20251007,80,507,6,1,0.0,236.58,118.39,118.19,Product 080,Snacks,Snacks Group 1,Brand 06,118.39,Customer 0507,East,Consumer,City 28,Store 06,South,Manager 07,2025-10-07,2025,10,Oct,4,Tuesday
267,20240402,7,385,9,1,0.0,232.8,146.79,86.01,Product 007,Beverages,Beverages Group 4,Brand 08,146.79,Customer 0385,North,Consumer,City 02,Store 09,North,Manager 02,2024-04-02,2024,4,Apr,2,Tuesday
268,20240820,29,2672,1,1,0.0,290.3,167.26,123.04,Product 029,Electronics,Electronics Group 2,Brand 15,167.26,Customer 2672,West,SMB,City 33,Store 01,North,Manager 02,2024-08-20,2024,8,Aug,3,Tuesday
269,20240320,119,1802,19,4,0.05,37.65,19.52,18.13,Product 119,Electronics,Electronics Group 4,Brand 15,4.88,Customer 1802,South,Consumer,City 27,Store 19,East,Manager 04,2024-03-20,2024,3,Mar,1,Wednesday
270,20251211,22,3090,9,2,0.0,13.86,8.38,5.48,Product 022,Personal Care,Personal Care Group 3,Brand 08,4.19,Customer 3090,South,SMB,City 19,Store 09,North,Manager 02,2025-12-11,2025,12,Dec,4,Thursday
271,20240330,46,36,14,2,0.0,714.02,331.12,382.9,Product 046,Personal Care,Personal Care Group 3,Brand 02,165.56,Customer 0036,West,Consumer,City 37,Store 14,South,Manager 07,2024-03-30,2024,3,Mar,1,Saturday
272,20240129,19,708,11,1,0.0,60.03,30.62,29.41,Product 019,Beverages,Beverages Group 4,Brand 05,30.62,Customer 0708,West,Corporate,City 37,Store 11,East,Manager 04,2024-01-29,2024,1,Jan,1,Monday
273,20251029,86,1582,20,2,0.05,87.86,52.66,35.2,Product 086,Snacks,Snacks Group 3,Brand 12,26.33,Customer 1582,South,Consumer,City 47,Store 20,West,Manager 05,2025-10-29,2025,10,Oct,4,Wednesday
274,20250913,38,195,17,1,0.0,362.63,161.56,201.07,Product 038,Snacks,Snacks Group 3,Brand 09,161.56,Customer 0195,East,SMB,City 04,Store 17,North,Manager 02,2025-09-13,2025,9,Sep,3,Saturday
275,20240523,26,3039,6,3,0.0,705.35,378.81,326.54,Product 026,Snacks,Snacks Group 3,Brand 12,126.27,Customer 3039,East,Consumer,City 16,Store 06,South,Manager 07,2024-05-23,2024,5,May,2,Thursday
276,20240122,83,846,8,2,0.1,198.62,104.72,93.9,Product 083,Electronics,Electronics Group 4,Brand 09,52.36,Customer 0846,South,Corporate,City 31,Store 08,West,Manager 01,2024-01-22,2024,1,Jan,1,Monday
277,20251117,2,917,22,1,0.1,244.98,135.26,109.72,Product 002,Snacks,Snacks Group 3,Brand 03,135.26,Customer 0917,North,Consumer,City 06,Store 22,South,Manager 07,2025-11-17,2025,11,Nov,4,Monday
278,20240722,72,3234,22,5,0.2,906.78,671.65,235.13,Product 072,Office,Office Group 1,Brand 13,134.33,Customer 3234,South,Consumer,City 19,Store 22,South,Manager 07,2024-07-22,2024,7,Jul,3,Monday
279,20250309,13,1261,24,2,0.0,516.55,271.74,244.81,Product 013,Beverages,Beverages Group 2,Brand 14,135.87,Customer 1261,North,Corporate,City 14,Store 24,West,Manager 01,2025-03-09,2025,3,Mar,1,Sunday
280,20240120,109,1437,8,1,0.15,23.97,17.94,6.03,Product 109,Beverages,Beverages Group 2,Brand 05,17.94,Customer 1437,North,Consumer,City 46,Store 08,West,Manager 01,2024-01-20,2024,1,Jan,1,Saturday
281,20250110,31,97,4,1,0.0,162.28,82.26,80.02,Product 031,Beverages,Beverages Group 4,Brand 02,82.26,Customer 0097,North,Corporate,City 02,Store 04,West,Manager 05,2025-01-10,2025,1,Jan,1,Friday
282,20250328,51,1,19,2,0.0,408.45,277.32,131.13,Product 051,Household,Household Group 4,Brand 07,138.66,Customer 0001,North,Consumer,City 02,Store 19,East,Manager 04,2025-03-28,2025,3,Mar,1,Friday
283,20240901,108,1181,21,1,0.0,126.31,72.31,54.0,Product 108,Office,Office Group 1,Brand 04,72.31,Customer 1181,North,Corporate,City 30,Store 21,North,Manager 06,2024-09-01,2024,9,Sep,3,Sunday
284,20241101,98,3438,6,2,0.05,505.79,286.82,218.97,Product 098,Snacks,Snacks Group 3,Brand 09,143.41,Customer 3438,South,Consumer,City 31,Store 06,South,Manager 07,2024-11-01,2024,11,Nov,4,Friday
285,20240929,16,3891,17,2,0.0,399.25,274.28,124.97,Product 016,Personal Care,Personal Care Group 1,Brand 02,137.14,Customer 3891,East,Corporate,City 04,Store 17,North,Manager 02,2024-09-29,2024,9,Sep,3,Sunday
286,20250509,62,3248,24,1,0.0,247.29,157.87,89.42,Product 062,Snacks,Snacks Group 3,Brand 03,157.87,Customer 3248,West,Consumer,City 33,Store 24,West,Manager 01,2025-05-09,2025,5,May,2,Friday
287,20250521,53,3345,13,3,0.05,307.94,215.19,92.75,Product 053,Electronics,Electronics Group 2,Brand 09,71.73,Customer 3345,North,SMB,City 34,Store 13,North,Manager 06,2025-05-21,2025,5,May,2,Wednesday
288,20250215,46,1086,8,2,0.0,610.83,331.12,279.71,Product 046,Personal Care,Personal Care Group 3,Brand 02,165.56,Customer 1086,South,SMB,City 31,Store 08,West,Manager 01,2025-02-15,2025,2,Feb,1,Saturday
289,20240327,17,2075,1,5,0.0,373.69,221.75,151.94,Product 017,Electronics,Electronics Group 2,Brand 03,44.35,Customer 2075,East,Corporate,City 12,Store 01,North,Manager 02,2024-03-27,2024,3,Mar,1,Wednesday
290,20251006,38,3005,4,2,0.15,521.08,323.12,197.96,Product 038,Snacks,Snacks Group 3,Brand 09,161.56,Customer 3005,North,Consumer,City 30,Store 04,West,Manager 05,2025-10-06,2025,10,Oct,4,Monday
291,20250508,23,1937,16,4,0.0,61.14,30.64,30.5,Product 023,Electronics,Electronics Group 4,Brand 09,7.66,Customer 1937,North,SMB,City 18,Store 16,West,Manager 01,2025-05-08,2025,5,May,2,Thursday
292,20240709,69,1054,12,1,0.0,237.06,151.7,85.36,Product 069,Household,Household Group 2,Brand 10,151.7,Customer 1054,South,Consumer,City 47,Store 12,West,Manager 05,2024-07-09,2024,7,Jul,3,Tuesday
293,20251126,63,1256,5,2,0.1,88.75,61.48,27.27,Product 063,Household,Household Group 4,Brand 04,30.74,Customer 1256,West,Consumer,City 09,Store 05,North,Manager 06,2025-11-26,2025,11,Nov,4,Wednesday
294,20250815,16,685,4,2,0.05,481.56,274.28,207.28,Product 016,Personal Care,Personal Care Group 1,Brand 02,137.14,Customer 0685,North,Consumer,City 14,Store 04,West,Manager 05,2025-08-15,2025,8,Aug,3,Friday
295,20250607,3,3610,7,1,0.0,43.48,26.55,16.93,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 3610,South,Consumer,City 11,Store 07,East,Manager 08,2025-06-07,2025,6,Jun,2,Saturday
296,20241114,112,423,11,5,0.0,250.95,167.9,83.05,Product 112,Personal Care,Personal Care Group 1,Brand 08,33.58,Customer 0423,East,Consumer,City 40,Store 11,East,Manager 04,2024-11-14,2024,11,Nov,4,Thursday
297,20240921,36,858,9,3,0.1,235.65,151.32,84.33,Product 036,Office,Office Group 1,Brand 07,50.44,Customer 0858,South,Consumer,City 43,Store 09,North,Manager 02,2024-09-21,2024,9,Sep,3,Saturday
298,20250415,1,1671,21,1,0.0,10.33,5.41,4.92,Product 001,Beverages,Beverages Group 2,Brand 02,5.41,Customer 1671,East,Corporate,City 40,Store 21,North,Manager 06,2025-04-15,2025,4,Apr,2,Tuesday
299,20250603,3,2504,1,2,0.0,81.34,53.1,28.24,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 2504,West,Consumer,City 09,Store 01,North,Manager 02,2025-06-03,2025,6,Jun,2,Tuesday
300,20250601,75,2643,8,1,0.1,253.83,159.03,94.8,Product 075,Household,Household Group 4,Brand 01,159.03,Customer 2643,East,Consumer,City 04,Store 08,West,Manager 01,2025-06-01,2025,6,Jun,2,Sunday
301,20250429,96,137,14,1,0.0,29.63,15.98,13.65,Product 096,Office,Office Group 1,Brand 07,15.98,Customer 0137,North,Corporate,City 42,Store 14,South,Manager 07,2025-04-29,2025,4,Apr,2,Tuesday
302,20251107,37,1171,13,1,0.15,129.89,84.39,45.5,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 1171,East,SMB,City 20,Store 13,North,Manager 06,2025-11-07,2025,11,Nov,4,Friday
303,20240407,35,3711,12,5,0.05,1524.31,771.85,752.46,Product 035,Electronics,Electronics Group 4,Brand 06,154.37,Customer 3711,East,SMB,City 16,Store 12,West,Manager 05,2024-04-07,2024,4,Apr,2,Sunday
304,20250216,66,2556,2,1,0.0,43.06,20.55,22.51,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 2556,West,Consumer,City 13,Store 02,South,Manager 03,2025-02-16,2025,2,Feb,1,Sunday
305,20240305,63,275,17,1,0.0,67.22,30.74,36.48,Product 063,Household,Household Group 4,Brand 04,30.74,Customer 0275,East,Corporate,City 36,Store 17,North,Manager 02,2024-03-05,2024,3,Mar,1,Tuesday
306,20250303,110,1093,16,3,0.0,656.39,317.7,338.69,Product 110,Snacks,Snacks Group 3,Brand 06,105.9,Customer 1093,North,SMB,City 38,Store 16,West,Manager 01,2025-03-03,2025,3,Mar,1,Monday
307,20241004,68,3466,23,1,0.0,209.1,103.9,105.2,Product 068,Snacks,Snacks Group 1,Brand 09,103.9,Customer 3466,South,Consumer,City 11,Store 23,East,Manager 08,2024-10-04,2024,10,Oct,4,Friday
308,20250818,77,383,22,1,0.0,175.33,87.62,87.71,Product 077,Electronics,Electronics Group 2,Brand 03,87.62,Customer 0383,East,Consumer,City 48,Store 22,South,Manager 07,2025-08-18,2025,8,Aug,3,Monday
309,20250630,4,366,7,5,0.0,1083.36,533.95,549.41,Product 004,Personal Care,Personal Care Group 1,Brand 05,106.79,Customer 0366,South,Consumer,City 31,Store 07,East,Manager 08,2025-06-30,2025,6,Jun,2,Monday
310,20251106,51,1200,12,1,0.15,263.65,138.66,124.99,Product 051,Household,Household Group 4,Brand 07,138.66,Customer 1200,West,SMB,City 01,Store 12,West,Manager 05,2025-11-06,2025,11,Nov,4,Thursday
311,20250226,109,216,24,2,0.0,62.7,35.88,26.82,Product 109,Beverages,Beverages Group 2,Brand 05,17.94,Customer 0216,West,SMB,City 25,Store 24,West,Manager 01,2025-02-26,2025,2,Feb,1,Wednesday
312,20250709,64,2271,19,1,0.0,210.53,139.12,71.41,Product 064,Personal Care,Personal Care Group 1,Brand 05,139.12,Customer 2271,East,Consumer,City 16,Store 19,East,Manager 04,2025-07-09,2025,7,Jul,3,Wednesday
313,20240702,69,1371,14,1,0.0,242.43,151.7,90.73,Product 069,Household,Household Group 2,Brand 10,151.7,Customer 1371,East,Corporate,City 28,Store 14,South,Manager 07,2024-07-02,2024,7,Jul,3,Tuesday
314,20240506,48,2067,1,1,0.0,193.65,116.79,76.86,Product 048,Office,Office Group 1,Brand 04,116.79,Customer 2067,East,Consumer,City 04,Store 01,North,Manager 02,2024-05-06,2024,5,May,2,Monday
315,20250921,71,198,2,4,0.1,1089.0,617.04,471.96,Product 071,Electronics,Electronics Group 4,Brand 12,154.26,Customer 0198,South,Consumer,City 07,Store 02,South,Manager 03,2025-09-21,2025,9,Sep,3,Sunday
316,20240611,54,2910,17,3,0.0,928.55,483.57,444.98,Product 054,Office,Office Group 3,Brand 10,161.19,Customer 2910,South,Consumer,City 31,Store 17,North,Manager 02,2024-06-11,2024,6,Jun,2,Tuesday
317,20240619,72,3808,22,1,0.05,211.46,134.33,77.13,Product 072,Office,Office Group 1,Brand 13,134.33,Customer 3808,West,Corporate,City 17,Store 22,South,Manager 07,2024-06-19,2024,6,Jun,2,Wednesday
318,20240224,27,687,17,2,0.0,353.35,166.94,186.41,Product 027,Household,Household Group 4,Brand 13,83.47,Customer 0687,East,SMB,City 16,Store 17,North,Manager 02,2024-02-24,2024,2,Feb,1,Saturday
319,20250223,91,563,14,1,0.1,81.34,41.28,40.06,Product 091,Beverages,Beverages Group 4,Brand 02,41.28,Customer 0563,East,SMB,City 36,Store 14,South,Manager 07,2025-02-23,2025,2,Feb,1,Sunday
320,20251004,70,2982,15,1,0.05,299.47,174.05,125.42,Product 070,Personal Care,Personal Care Group 3,Brand 11,174.05,Customer 2982,South,Consumer,City 07,Store 15,East,Manager 08,2025-10-04,2025,10,Oct,4,Saturday
321,20250208,37,1212,4,3,0.05,453.54,253.17,200.37,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 1212,West,Consumer,City 13,Store 04,West,Manager 05,2025-02-08,2025,2,Feb,1,Saturday
322,20250730,87,1649,13,2,0.0,246.27,130.42,115.85,Product 087,Household,Household Group 4,Brand 13,65.21,Customer 1649,North,Consumer,City 18,Store 13,North,Manager 06,2025-07-30,2025,7,Jul,3,Wednesday
323,20251130,1,2347,10,4,0.0,34.28,21.64,12.64,Product 001,Beverages,Beverages Group 2,Brand 02,5.41,Customer 2347,East,Consumer,City 44,Store 10,South,Manager 03,2025-11-30,2025,11,Nov,4,Sunday
324,20250509,108,3748,11,1,0.0,160.42,72.31,88.11,Product 108,Office,Office Group 1,Brand 04,72.31,Customer 3748,West,Corporate,City 05,Store 11,East,Manager 04,2025-05-09,2025,5,May,2,Friday
325,20251022,98,3138,10,2,0.0,555.25,286.82,268.43,Product 098,Snacks,Snacks Group 3,Brand 09,143.41,Customer 3138,South,Consumer,City 19,Store 10,South,Manager 03,2025-10-22,2025,10,Oct,4,Wednesday
326,20240225,76,1171,20,1,0.0,166.82,106.44,60.38,Product 076,Personal Care,Personal Care Group 1,Brand 02,106.44,Customer 1171,East,SMB,City 20,Store 20,West,Manager 05,2024-02-25,2024,2,Feb,1,Sunday
327,20250811,118,3765,22,1,0.1,229.58,171.58,58.0,Product 118,Personal Care,Personal Care Group 3,Brand 14,171.58,Customer 3765,North,Consumer,City 22,Store 22,South,Manager 07,2025-08-11,2025,8,Aug,3,Monday
328,20251015,116,1763,3,1,0.0,23.62,14.85,8.77,Product 116,Snacks,Snacks Group 1,Brand 12,14.85,Customer 1763,East,SMB,City 36,Store 03,East,Manager 04,2025-10-15,2025,10,Oct,4,Wednesday
329,20240323,5,859,2,1,0.15,140.93,82.65,58.28,Product 005,Electronics,Electronics Group 2,Brand 06,82.65,Customer 0859,East,Consumer,City 44,Store 02,South,Manager 03,2024-03-23,2024,3,Mar,1,Saturday
330,20241213,19,884,17,2,0.1,108.85,61.24,47.61,Product 019,Beverages,Beverages Group 4,Brand 05,30.62,Customer 0884,West,Consumer,City 21,Store 17,North,Manager 02,2024-12-13,2024,12,Dec,4,Friday
331,20240703,83,3179,6,1,0.1,88.87,52.36,36.51,Product 083,Electronics,Electronics Group 4,Brand 09,52.36,Customer 3179,East,Consumer,City 12,Store 06,South,Manager 07,2024-07-03,2024,7,Jul,3,Wednesday
332,20241123,82,3837,9,1,0.0,91.91,42.92,48.99,Product 082,Personal Care,Personal Care Group 3,Brand 08,42.92,Customer 3837,North,Consumer,City 46,Store 09,North,Manager 02,2024-11-23,2024,11,Nov,4,Saturday
333,20240426,76,2619,17,2,0.15,290.07,212.88,77.19,Product 076,Personal Care,Personal Care Group 1,Brand 02,106.44,Customer 2619,East,SMB,City 28,Store 17,North,Manager 02,2024-04-26,2024,4,Apr,2,Friday
334,20251231,43,2641,15,2,0.1,318.27,214.98,103.29,Product 043,Beverages,Beverages Group 4,Brand 14,107.49,Customer 2641,North,Consumer,City 02,Store 15,East,Manager 08,2025-12-31,2025,12,Dec,4,Wednesday
335,20240604,24,2617,16,3,0.05,959.24,500.52,458.72,Product 024,Office,Office Group 1,Brand 10,166.84,Customer 2617,North,Consumer,City 26,Store 16,West,Manager 01,2024-06-04,2024,6,Jun,2,Tuesday
336,20240128,101,97,22,3,0.0,609.06,358.08,250.98,Product 101,Electronics,Electronics Group 2,Brand 12,119.36,Customer 0097,North,Corporate,City 02,Store 22,South,Manager 07,2024-01-28,2024,1,Jan,1,Sunday
337,20240531,94,2620,14,3,0.0,334.09,185.79,148.3,Product 094,Personal Care,Personal Care Group 3,Brand 05,61.93,Customer 2620,West,Consumer,City 29,Store 14,South,Manager 07,2024-05-31,2024,5,May,2,Friday
338,20240311,109,3622,3,2,0.0,79.88,35.88,44.0,Product 109,Beverages,Beverages Group 2,Brand 05,17.94,Customer 3622,South,Consumer,City 23,Store 03,East,Manager 04,2024-03-11,2024,3,Mar,1,Monday
339,20240304,30,1360,8,2,0.15,150.48,80.0,70.48,Product 030,Office,Office Group 3,Brand 01,40.0,Customer 1360,West,Consumer,City 17,Store 08,West,Manager 01,2024-03-04,2024,3,Mar,1,Monday
340,20250627,96,1455,10,4,0.05,113.19,63.92,49.27,Product 096,Office,Office Group 1,Brand 07,15.98,Customer 1455,East,SMB,City 16,Store 10,South,Manager 03,2025-06-27,2025,6,Jun,2,Friday
341,20240418,82,652,9,1,0.0,70.86,42.92,27.94,Product 082,Personal Care,Personal Care Group 3,Brand 08,42.92,Customer 0652,West,Consumer,City 29,Store 09,North,Manager 02,2024-04-18,2024,4,Apr,2,Thursday
342,20250227,37,1076,2,2,0.0,359.48,168.78,190.7,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 1076,West,Consumer,City 21,Store 02,South,Manager 03,2025-02-27,2025,2,Feb,1,Thursday
343,20250802,3,25,1,1,0.0,56.33,26.55,29.78,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 0025,North,SMB,City 26,Store 01,North,Manager 02,2025-08-02,2025,8,Aug,3,Saturday
344,20251116,94,1277,18,2,0.0,203.97,123.86,80.11,Product 094,Personal Care,Personal Care Group 3,Brand 05,61.93,Customer 1277,North,Corporate,City 30,Store 18,South,Manager 03,2025-11-16,2025,11,Nov,4,Sunday
345,20240728,62,2025,15,1,0.0,236.04,157.87,78.17,Product 062,Snacks,Snacks Group 3,Brand 03,157.87,Customer 2025,North,Consumer,City 10,Store 15,East,Manager 08,2024-07-28,2024,7,Jul,3,Sunday
346,20251229,56,55,19,3,0.0,463.18,251.94,211.24,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 0055,East,Consumer,City 08,Store 19,East,Manager 04,2025-12-29,2025,12,Dec,4,Monday
347,20251030,39,3554,10,1,0.0,41.04,21.15,19.89,Product 039,Household,Household Group 4,Brand 10,21.15,Customer 3554,South,Consumer,City 03,Store 10,South,Manager 03,2025-10-30,2025,10,Oct,4,Thursday
348,20241110,64,2586,15,2,0.0,459.39,278.24,181.15,Product 064,Personal Care,Personal Care Group 1,Brand 05,139.12,Customer 2586,South,Consumer,City 43,Store 15,East,Manager 08,2024-11-10,2024,11,Nov,4,Sunday
349,20241112,100,1742,8,2,0.0,530.93,307.42,223.51,Product 100,Personal Care,Personal Care Group 1,Brand 11,153.71,Customer 1742,South,SMB,City 15,Store 08,West,Manager 01,2024-11-12,2024,11,Nov,4,Tuesday
350,20250321,5,3719,7,1,0.0,156.97,82.65,74.32,Product 005,Electronics,Electronics Group 2,Brand 06,82.65,Customer 3719,East,Consumer,City 24,Store 07,East,Manager 08,2025-03-21,2025,3,Mar,1,Friday
351,20240817,111,1996,15,3,0.0,251.01,125.1,125.91,Product 111,Household,Household Group 4,Brand 07,41.7,Customer 1996,West,Consumer,City 29,Store 15,East,Manager 08,2024-08-17,2024,8,Aug,3,Saturday
352,20250724,92,262,19,4,0.05,774.97,540.92,234.05,Product 092,Snacks,Snacks Group 1,Brand 03,135.23,Customer 0262,South,Corporate,City 23,Store 19,East,Manager 04,2025-07-24,2025,7,Jul,3,Thursday
353,20250830,48,2507,20,1,0.0,220.76,116.79,103.97,Product 048,Office,Office Group 1,Brand 04,116.79,Customer 2507,East,Corporate,City 12,Store 20,West,Manager 05,2025-08-30,2025,8,Aug,3,Saturday
354,20250823,82,2318,12,1,0.15,75.53,42.92,32.61,Product 082,Personal Care,Personal Care Group 3,Brand 08,42.92,Customer 2318,South,SMB,City 15,Store 12,West,Manager 05,2025-08-23,2025,8,Aug,3,Saturday
355,20240427,56,561,4,2,0.0,325.49,167.96,157.53,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 0561,North,Corporate,City 34,Store 04,West,Manager 05,2024-04-27,2024,4,Apr,2,Saturday
356,20250719,89,1079,13,2,0.0,263.09,138.48,124.61,Product 089,Electronics,Electronics Group 2,Brand 15,69.24,Customer 1079,East,Consumer,City 24,Store 13,North,Manager 06,2025-07-19,2025,7,Jul,3,Saturday
357,20241208,89,3142,24,1,0.0,122.06,69.24,52.82,Product 089,Electronics,Electronics Group 2,Brand 15,69.24,Customer 3142,South,SMB,City 23,Store 24,West,Manager 01,2024-12-08,2024,12,Dec,4,Sunday
358,20250217,80,3081,1,1,0.15,160.25,118.39,41.86,Product 080,Snacks,Snacks Group 1,Brand 06,118.39,Customer 3081,North,Consumer,City 10,Store 01,North,Manager 02,2025-02-17,2025,2,Feb,1,Monday
359,20250926,52,2253,20,1,0.05,257.82,135.69,122.13,Product 052,Personal Care,Personal Care Group 1,Brand 08,135.69,Customer 2253,North,SMB,City 46,Store 20,West,Manager 05,2025-09-26,2025,9,Sep,3,Friday
360,20241001,8,1857,16,2,0.15,286.92,151.86,135.06,Product 008,Snacks,Snacks Group 1,Brand 09,75.93,Customer 1857,North,Consumer,City 34,Store 16,West,Manager 01,2024-10-01,2024,10,Oct,4,Tuesday
361,20250415,88,2497,7,2,0.05,45.2,23.94,21.26,Product 088,Personal Care,Personal Care Group 1,Brand 14,11.97,Customer 2497,North,SMB,City 02,Store 07,East,Manager 08,2025-04-15,2025,4,Apr,2,Tuesday
362,20250209,101,1716,12,1,0.0,240.24,119.36,120.88,Product 101,Electronics,Electronics Group 2,Brand 12,119.36,Customer 1716,West,Consumer,City 37,Store 12,West,Manager 05,2025-02-09,2025,2,Feb,1,Sunday
363,20251029,12,3034,23,1,0.0,234.24,112.31,121.93,Product 012,Office,Office Group 1,Brand 13,112.31,Customer 3034,South,Corporate,City 11,Store 23,East,Manager 08,2025-10-29,2025,10,Oct,4,Wednesday
364,20251006,108,3522,11,1,0.0,131.86,72.31,59.55,Product 108,Office,Office Group 1,Brand 04,72.31,Customer 3522,South,Consumer,City 19,Store 11,East,Manager 04,2025-10-06,2025,10,Oct,4,Monday
365,20241024,96,702,24,2,0.0,52.59,31.96,20.63,Product 096,Office,Office Group 1,Brand 07,15.98,Customer 0702,South,SMB,City 31,Store 24,West,Manager 01,2024-10-24,2024,10,Oct,4,Thursday
366,20240620,42,1858,3,1,0.0,56.94,31.09,25.85,Product 042,Office,Office Group 3,Brand 13,31.09,Customer 1858,South,Corporate,City 35,Store 03,East,Manager 04,2024-06-20,2024,6,Jun,2,Thursday
367,20250517,57,2422,4,1,0.1,127.32,78.04,49.28,Product 057,Household,Household Group 2,Brand 13,78.04,Customer 2422,South,Consumer,City 23,Store 04,West,Manager 05,2025-05-17,2025,5,May,2,Saturday
368,20240810,90,2694,13,4,0.0,178.92,85.32,93.6,Product 090,Office,Office Group 3,Brand 01,21.33,Customer 2694,South,Corporate,City 07,Store 13,North,Manager 06,2024-08-10,2024,8,Aug,3,Saturday
369,20241005,48,831,24,1,0.0,184.98,116.79,68.19,Product 048,Office,Office Group 1,Brand 04,116.79,Customer 0831,East,SMB,City 16,Store 24,West,Manager 01,2024-10-05,2024,10,Oct,4,Saturday
370,20240727,94,3894,18,1,0.15,108.39,61.93,46.46,Product 094,Personal Care,Personal Care Group 3,Brand 05,61.93,Customer 3894,South,Consumer,City 07,Store 18,South,Manager 03,2024-07-27,2024,7,Jul,3,Saturday
371,20240718,99,3120,10,2,0.0,687.32,357.64,329.68,Product 099,Household,Household Group 4,Brand 10,178.82,Customer 3120,West,Corporate,City 01,Store 10,South,Manager 03,2024-07-18,2024,7,Jul,3,Thursday
372,20240717,56,480,2,2,0.0,244.48,167.96,76.52,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 0480,West,Consumer,City 01,Store 02,South,Manager 03,2024-07-17,2024,7,Jul,3,Wednesday
373,20250519,15,2751,24,4,0.0,1162.38,698.4,463.98,Product 015,Household,Household Group 4,Brand 01,174.6,Customer 2751,East,SMB,City 16,Store 24,West,Manager 01,2025-05-19,2025,5,May,2,Monday
374,20250731,37,17,13,2,0.0,311.59,168.78,142.81,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 0017,North,Consumer,City 18,Store 13,North,Manager 06,2025-07-31,2025,7,Jul,3,Thursday
375,20250314,85,2452,13,1,0.05,259.55,157.46,102.09,Product 085,Beverages,Beverages Group 2,Brand 11,157.46,Customer 2452,West,SMB,City 05,Store 13,North,Manager 06,2025-03-14,2025,3,Mar,1,Friday
376,20250920,26,2356,6,1,0.0,218.09,126.27,91.82,Product 026,Snacks,Snacks Group 3,Brand 12,126.27,Customer 2356,West,SMB,City 05,Store 06,South,Manager 07,2025-09-20,2025,9,Sep,3,Saturday
377,20240916,67,3757,13,2,0.05,479.81,285.88,193.93,Product 067,Beverages,Beverages Group 4,Brand 08,142.94,Customer 3757,North,Consumer,City 14,Store 13,North,Manager 06,2024-09-16,2024,9,Sep,3,Monday
378,20250923,3,3440,21,3,0.0,162.66,79.65,83.01,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 3440,West,Consumer,City 33,Store 21,North,Manager 06,2025-09-23,2025,9,Sep,3,Tuesday
379,20251208,97,529,15,1,0.0,100.41,47.25,53.16,Product 097,Beverages,Beverages Group 2,Brand 08,47.25,Customer 0529,North,Consumer,City 02,Store 15,East,Manager 08,2025-12-08,2025,12,Dec,4,Monday
380,20250117,88,1639,19,1,0.0,25.11,11.97,13.14,Product 088,Personal Care,Personal Care Group 1,Brand 14,11.97,Customer 1639,East,Consumer,City 08,Store 19,East,Manager 04,2025-01-17,2025,1,Jan,1,Friday
381,20241210,37,2179,3,1,0.05,135.78,84.39,51.39,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 2179,East,Consumer,City 20,Store 03,East,Manager 04,2024-12-10,2024,12,Dec,4,Tuesday
