AppointmentID,AppointmentDate,AppointmentTime,BookingDate,CustomerID,StaffID,ServiceID,Status,BookingChannel,DiscountPct,NetRevenue,BookedMinutes
A00282,2026-02-12,11:00,2026-02-02,C060,ST01,SV04,Completed,Phone,0.05,137.75,150
A00283,2026-02-12,17:30,2026-01-26,C175,ST01,SV06,Completed,Online,0,48,75
A00284,2026-02-12,11:30,2026-02-12,C128,ST03,SV01,Completed,Online,0,55,60
A00285,2026-02-12,16:00,2026-01-24,C122,ST01,SV03,Completed,Online,0,115,120
A00286,2026-02-12,09:30,2026-01-24,C061,ST01,SV03,Completed,Walk-in,0,115,120
A00287,2026-02-12,17:00,2026-02-08,C072,ST02,SV04,Completed,Online,0,145,150
A00288,2026-02-12,17:00,2026-02-06,C020,ST02,SV05,Completed,Phone,0.1,27.0,45
A00289,2026-02-13,13:30,2026-01-27,C055,ST03,SV02,No-show,Walk-in,0,0,40
A00290,2026-02-13,16:30,2026-01-29,C100,ST04,SV01,Completed,Online,0,55,60
A00291,2026-02-13,18:00,2026-02-12,C160,ST04,SV05,Completed,Online,0.1,27.0,45
A00292,2026-02-13,14:30,2026-02-08,C015,ST03,SV07,Completed,Walk-in,0,70,60
A00293,2026-02-13,10:30,2026-02-04,C141,ST05,SV01,Cancelled,Walk-in,0,0,60
A00294,2026-02-13,17:00,2026-01-24,C043,ST03,SV01,Completed,Online,0,55,60
A00295,2026-02-13,10:00,2026-02-08,C041,ST05,SV01,Completed,Walk-in,0,55,60
A00296,2026-02-14,15:30,2026-01-26,C002,ST04,SV01,Completed,Phone,0,55,60
A00297,2026-02-14,11:00,2026-02-08,C134,ST05,SV05,Completed,Online,0.05,28.5,45
A00298,2026-02-14,15:30,2026-02-04,C013,ST02,SV05,Completed,Walk-in,0.05,28.5,45
A00299,2026-02-14,17:00,2026-01-31,C119,ST05,SV03,Completed,Online,0,115,120
A00300,2026-02-14,13:00,2026-02-11,C104,ST05,SV08,Completed,Online,0,25,30
A00301,2026-02-14,13:00,2026-01-24,C141,ST01,SV05,Cancelled,Online,0.05,0,45
A00302,2026-02-14,11:00,2026-02-09,C030,ST04,SV07,Cancelled,Online,0.1,0,60
A00303,2026-02-14,12:00,2026-02-03,C087,ST01,SV06,Cancelled,Phone,0.1,0,75
A00304,2026-02-14,17:30,2026-02-13,C158,ST03,SV03,Completed,Walk-in,0,115,120
A00305,2026-02-16,13:30,2026-02-10,C076,ST02,SV06,Completed,Walk-in,0,48,75
A00306,2026-02-16,12:30,2026-02-15,C049,ST01,SV07,Completed,Online,0,70,60
A00307,2026-02-16,13:30,2026-02-07,C082,ST01,SV08,Completed,Phone,0.1,22.5,30
A00308,2026-02-16,09:30,2026-02-07,C063,ST05,SV05,Completed,Walk-in,0,30,45
A00309,2026-02-16,09:00,2026-02-01,C046,ST01,SV02,Completed,Phone,0,32,40
A00310,2026-02-16,13:00,2026-01-31,C101,ST03,SV02,Completed,Online,0,32,40
A00311,2026-02-17,12:30,2026-02-12,C005,ST02,SV03,Cancelled,Phone,0.1,0,120
A00312,2026-02-17,18:00,2026-02-06,C014,ST02,SV05,Completed,Online,0,30,45
A00313,2026-02-17,14:30,2026-01-31,C113,ST02,SV07,Completed,Walk-in,0.1,63.0,60
A00314,2026-02-17,10:30,2026-02-15,C168,ST01,SV08,No-show,Online,0,0,30
A00315,2026-02-17,13:30,2026-02-17,C132,ST04,SV01,Completed,Walk-in,0.1,49.5,60
A00316,2026-02-18,11:30,2026-02-04,C051,ST05,SV07,Completed,Online,0.1,63.0,60
A00317,2026-02-18,12:00,2026-02-18,C069,ST05,SV07,Completed,Phone,0,70,60
A00318,2026-02-18,16:30,2026-02-16,C131,ST01,SV08,Completed,Walk-in,0.05,23.75,30
A00319,2026-02-18,16:00,2026-02-16,C103,ST01,SV05,Completed,Walk-in,0.05,28.5,45
A00320,2026-02-18,16:00,2026-02-07,C077,ST03,SV02,Cancelled,Walk-in,0.05,0,40
A00321,2026-02-18,18:00,2026-02-17,C020,ST05,SV03,Completed,Phone,0.1,103.5,120
A00322,2026-02-18,14:00,2026-02-03,C163,ST03,SV08,Completed,Walk-in,0,25,30
A00323,2026-02-18,13:30,2026-02-01,C122,ST03,SV02,Completed,Online,0,32,40
A00324,2026-02-18,18:00,2026-02-02,C136,ST01,SV08,Completed,Online,0,25,30
A00325,2026-02-18,18:30,2026-02-12,C149,ST01,SV03,Completed,Walk-in,0.05,109.25,120
A00326,2026-02-19,15:00,2026-02-05,C051,ST01,SV03,Cancelled,Online,0.05,0,120
A00327,2026-02-19,14:00,2026-02-03,C004,ST02,SV03,Cancelled,Walk-in,0,0,120
A00328,2026-02-19,17:00,2026-01-30,C011,ST02,SV07,Completed,Walk-in,0.05,66.5,60
A00329,2026-02-19,17:00,2026-02-01,C166,ST01,SV05,Completed,Walk-in,0,30,45
A00330,2026-02-19,17:30,2026-02-16,C136,ST05,SV02,Completed,Online,0,32,40
A00331,2026-02-19,18:00,2026-02-12,C138,ST05,SV02,Cancelled,Online,0,0,40
A00332,2026-02-19,16:30,2026-02-08,C163,ST04,SV05,Completed,Phone,0.1,27.0,45
A00333,2026-02-19,10:30,2026-01-30,C010,ST01,SV02,Completed,Walk-in,0,32,40
A00334,2026-02-19,14:30,2026-01-31,C168,ST05,SV08,Completed,Online,0,25,30
A00335,2026-02-19,10:30,2026-02-15,C087,ST05,SV02,Cancelled,Online,0,0,40
A00336,2026-02-19,11:30,2026-02-19,C135,ST01,SV04,Completed,Walk-in,0.05,137.75,150
A00337,2026-02-20,11:30,2026-02-13,C113,ST02,SV06,Completed,Phone,0.05,45.6,75
A00338,2026-02-20,15:30,2026-02-08,C004,ST03,SV04,Completed,Walk-in,0.05,137.75,150
A00339,2026-02-20,09:00,2026-02-06,C095,ST04,SV04,Completed,Online,0,145,150
A00340,2026-02-20,16:00,2026-01-30,C054,ST01,SV07,Completed,Phone,0,70,60
A00341,2026-02-20,14:30,2026-02-20,C104,ST05,SV03,No-show,Walk-in,0,0,120
A00342,2026-02-20,15:00,2026-02-20,C147,ST03,SV05,Completed,Phone,0.05,28.5,45
A00343,2026-02-20,15:30,2026-02-10,C155,ST05,SV05,Completed,Online,0,30,45
A00344,2026-02-20,12:00,2026-01-30,C065,ST02,SV03,Completed,Phone,0,115,120
A00345,2026-02-21,16:00,2026-02-18,C007,ST01,SV06,Cancelled,Phone,0.05,0,75
A00346,2026-02-21,14:30,2026-02-15,C099,ST02,SV07,Completed,Online,0,70,60
A00347,2026-02-21,12:00,2026-02-14,C010,ST03,SV01,Completed,Phone,0.1,49.5,60
A00348,2026-02-21,15:00,2026-02-09,C132,ST05,SV05,Completed,Online,0,30,45
A00349,2026-02-21,18:00,2026-02-17,C028,ST04,SV04,Completed,Phone,0,145,150
A00350,2026-02-21,10:00,2026-02-14,C033,ST03,SV02,Completed,Online,0,32,40
A00351,2026-02-21,13:00,2026-02-21,C148,ST02,SV05,Completed,Walk-in,0,30,45
A00352,2026-02-21,09:30,2026-02-12,C143,ST03,SV01,Cancelled,Online,0,0,60
A00353,2026-02-21,14:00,2026-02-21,C109,ST02,SV01,Cancelled,Walk-in,0,0,60
A00354,2026-02-21,17:00,2026-02-05,C006,ST03,SV04,Cancelled,Online,0.05,0,150
A00355,2026-02-21,15:30,2026-02-13,C110,ST03,SV01,Completed,Phone,0,55,60
A00356,2026-02-23,10:30,2026-02-15,C012,ST01,SV07,Completed,Walk-in,0,70,60
A00357,2026-02-23,17:00,2026-02-08,C013,ST04,SV06,Cancelled,Phone,0,0,75
A00358,2026-02-23,12:30,2026-02-22,C062,ST02,SV02,Cancelled,Phone,0,0,40
A00359,2026-02-23,14:30,2026-02-12,C090,ST01,SV02,Cancelled,Online,0,0,40
A00360,2026-02-23,14:30,2026-02-03,C136,ST01,SV03,Completed,Phone,0,115,120
A00361,2026-02-23,16:00,2026-02-13,C120,ST05,SV08,Completed,Phone,0,25,30
A00362,2026-02-23,10:30,2026-02-12,C141,ST04,SV07,No-show,Walk-in,0,0,60
A00363,2026-02-24,12:30,2026-02-23,C089,ST05,SV07,Cancelled,Walk-in,0,0,60
A00364,2026-02-24,15:30,2026-02-24,C007,ST01,SV06,Cancelled,Phone,0,0,75
A00365,2026-02-24,13:00,2026-02-15,C109,ST01,SV05,Completed,Walk-in,0.05,28.5,45
A00366,2026-02-24,17:30,2026-02-08,C116,ST03,SV01,Completed,Phone,0.1,49.5,60
A00367,2026-02-24,13:30,2026-02-15,C045,ST03,SV08,Completed,Walk-in,0,25,30
A00368,2026-02-25,13:30,2026-02-09,C029,ST05,SV07,Completed,Walk-in,0,70,60
A00369,2026-02-25,13:00,2026-02-07,C101,ST04,SV05,Completed,Phone,0,30,45
A00370,2026-02-25,14:00,2026-02-21,C044,ST02,SV06,Completed,Online,0,48,75
A00371,2026-02-25,14:30,2026-02-23,C100,ST05,SV08,No-show,Walk-in,0,0,30
A00372,2026-02-25,14:00,2026-02-20,C139,ST01,SV01,Completed,Walk-in,0,55,60
A00373,2026-02-25,15:00,2026-02-16,C108,ST05,SV08,Completed,Phone,0,25,30
A00374,2026-02-25,15:00,2026-02-24,C061,ST05,SV03,No-show,Walk-in,0.05,0,120
A00375,2026-02-26,10:00,2026-02-19,C002,ST05,SV05,Completed,Walk-in,0,30,45
A00376,2026-02-26,15:30,2026-02-12,C061,ST03,SV07,Completed,Walk-in,0.1,63.0,60
A00377,2026-02-26,18:00,2026-02-19,C165,ST03,SV03,Completed,Walk-in,0.05,109.25,120
A00378,2026-02-26,14:30,2026-02-23,C111,ST01,SV07,Completed,Walk-in,0,70,60
A00379,2026-02-26,17:00,2026-02-11,C113,ST03,SV03,Completed,Phone,0,115,120
A00380,2026-02-26,11:30,2026-02-21,C069,ST01,SV05,Completed,Walk-in,0.05,28.5,45
A00381,2026-02-26,16:00,2026-02-21,C112,ST01,SV08,Completed,Walk-in,0,25,30
A00382,2026-02-26,13:00,2026-02-11,C111,ST05,SV03,Cancelled,Online,0.1,0,120
A00383,2026-02-26,15:00,2026-02-17,C015,ST05,SV07,Completed,Walk-in,0,70,60
A00384,2026-02-26,17:30,2026-02-14,C059,ST01,SV08,Completed,Walk-in,0.1,22.5,30
A00385,2026-02-27,09:00,2026-02-10,C025,ST02,SV05,Completed,Walk-in,0,30,45
A00386,2026-02-27,18:00,2026-02-25,C066,ST01,SV06,Completed,Online,0,48,75
A00387,2026-02-27,16:00,2026-02-06,C154,ST03,SV04,Completed,Online,0,145,150
A00388,2026-02-27,10:00,2026-02-07,C115,ST05,SV02,Cancelled,Phone,0,0,40
A00389,2026-02-27,11:30,2026-02-19,C134,ST01,SV06,Completed,Walk-in,0,48,75
A00390,2026-02-28,15:30,2026-02-12,C141,ST03,SV01,Completed,Online,0.05,52.25,60
A00391,2026-02-28,17:30,2026-02-11,C064,ST02,SV06,Completed,Online,0,48,75
A00392,2026-02-28,10:00,2026-02-19,C143,ST04,SV01,Completed,Online,0,55,60
A00393,2026-02-28,18:00,2026-02-16,C174,ST02,SV07,Completed,Online,0,70,60
A00394,2026-02-28,11:30,2026-02-07,C172,ST03,SV06,Completed,Phone,0,48,75
A00395,2026-02-28,09:00,2026-02-26,C059,ST01,SV06,Completed,Phone,0,48,75
A00396,2026-02-28,18:30,2026-02-21,C077,ST03,SV04,Completed,Walk-in,0,145,150
A00397,2026-02-28,14:30,2026-02-15,C107,ST05,SV06,Completed,Online,0,48,75
A00398,2026-02-28,15:00,2026-02-24,C014,ST05,SV04,Completed,Walk-in,0,145,150
A00399,2026-02-28,11:30,2026-02-17,C056,ST01,SV04,No-show,Phone,0,0,150
A00400,2026-02-28,13:00,2026-02-12,C017,ST02,SV07,Completed,Online,0.1,63.0,60
A00401,2026-03-02,17:30,2026-02-28,C085,ST04,SV05,Cancelled,Phone,0.1,0,45
A00402,2026-03-02,14:30,2026-02-13,C034,ST01,SV01,Completed,Online,0,55,60
A00403,2026-03-02,09:00,2026-03-01,C153,ST03,SV01,Completed,Online,0,55,60
A00404,2026-03-02,11:30,2026-03-01,C127,ST02,SV05,Completed,Walk-in,0.05,28.5,45
A00405,2026-03-02,09:00,2026-02-19,C104,ST05,SV01,Cancelled,Online,0,0,60
A00406,2026-03-03,15:30,2026-02-11,C098,ST02,SV03,Completed,Phone,0.1,103.5,120
A00407,2026-03-03,15:00,2026-02-23,C143,ST01,SV01,Completed,Walk-in,0.05,52.25,60
A00408,2026-03-03,15:30,2026-02-14,C161,ST01,SV01,Completed,Online,0,55,60
A00409,2026-03-03,13:00,2026-02-21,C046,ST03,SV06,Completed,Online,0.05,45.6,75
A00410,2026-03-03,17:30,2026-02-21,C043,ST02,SV05,Completed,Walk-in,0,30,45
A00411,2026-03-03,15:00,2026-02-19,C004,ST03,SV04,Completed,Online,0.1,130.5,150
A00412,2026-03-03,11:00,2026-02-26,C128,ST04,SV07,Cancelled,Online,0,0,60
A00413,2026-03-03,16:00,2026-03-03,C171,ST03,SV04,Completed,Phone,0,145,150
A00414,2026-03-03,14:00,2026-02-11,C101,ST03,SV04,Completed,Walk-in,0,145,150
A00415,2026-03-04,16:00,2026-02-24,C063,ST01,SV02,Completed,Online,0.05,30.4,40
A00416,2026-03-04,12:30,2026-02-18,C115,ST03,SV06,Completed,Online,0,48,75
A00417,2026-03-04,18:00,2026-02-28,C116,ST05,SV07,Completed,Online,0.1,63.0,60
A00418,2026-03-04,18:00,2026-02-24,C174,ST02,SV06,Completed,Online,0.1,43.2,75
A00419,2026-03-04,12:30,2026-03-03,C167,ST02,SV06,Cancelled,Walk-in,0,0,75
A00420,2026-03-04,09:00,2026-02-15,C109,ST03,SV06,Completed,Walk-in,0.05,45.6,75
A00421,2026-03-04,18:00,2026-02-19,C173,ST05,SV02,Completed,Online,0,32,40
A00422,2026-03-04,12:30,2026-03-04,C111,ST04,SV03,Completed,Walk-in,0,115,120
A00423,2026-03-04,14:00,2026-02-18,C079,ST04,SV08,Completed,Online,0,25,30
A00424,2026-03-04,15:00,2026-02-14,C149,ST02,SV04,Completed,Online,0.1,130.5,150
A00425,2026-03-04,13:00,2026-02-23,C018,ST05,SV08,Completed,Walk-in,0.1,22.5,30
A00426,2026-03-05,18:00,2026-02-22,C023,ST03,SV05,Completed,Phone,0.1,27.0,45
A00427,2026-03-05,14:30,2026-02-17,C025,ST03,SV02,Completed,Phone,0,32,40
A00428,2026-03-05,14:30,2026-03-03,C174,ST04,SV05,Completed,Online,0,30,45
A00429,2026-03-05,17:00,2026-02-23,C067,ST02,SV04,Completed,Walk-in,0.05,137.75,150
A00430,2026-03-05,17:00,2026-02-25,C172,ST04,SV08,Completed,Phone,0.05,23.75,30
A00431,2026-03-06,09:00,2026-02-18,C027,ST03,SV07,Completed,Phone,0.05,66.5,60
A00432,2026-03-06,15:00,2026-02-19,C004,ST04,SV08,Completed,Online,0.05,23.75,30
A00433,2026-03-06,13:00,2026-02-13,C146,ST05,SV01,Completed,Phone,0,55,60
A00434,2026-03-06,11:00,2026-03-03,C012,ST04,SV03,Completed,Walk-in,0,115,120
A00435,2026-03-06,17:00,2026-02-21,C135,ST04,SV08,Cancelled,Phone,0.1,0,30
A00436,2026-03-06,16:30,2026-03-02,C168,ST01,SV05,Completed,Walk-in,0,30,45
A00437,2026-03-06,09:00,2026-02-15,C131,ST05,SV01,Completed,Walk-in,0,55,60
A00438,2026-03-06,16:30,2026-02-14,C024,ST05,SV02,Completed,Online,0.1,28.8,40
A00439,2026-03-07,11:00,2026-03-02,C117,ST04,SV03,Completed,Online,0,115,120
A00440,2026-03-07,18:30,2026-03-04,C179,ST03,SV03,Completed,Phone,0,115,120
A00441,2026-03-07,16:00,2026-03-06,C141,ST05,SV04,Completed,Walk-in,0.05,137.75,150
A00442,2026-03-07,13:00,2026-02-16,C056,ST02,SV07,Completed,Phone,0.05,66.5,60
A00443,2026-03-07,11:00,2026-03-06,C123,ST03,SV03,Completed,Online,0.05,109.25,120
A00444,2026-03-07,18:00,2026-02-26,C160,ST04,SV07,Completed,Phone,0,70,60
A00445,2026-03-07,13:00,2026-02-19,C116,ST04,SV04,Cancelled,Walk-in,0,0,150
A00446,2026-03-07,11:30,2026-02-15,C013,ST01,SV03,Completed,Online,0.05,109.25,120
A00447,2026-03-09,10:30,2026-02-17,C033,ST02,SV01,Cancelled,Online,0.1,0,60
A00448,2026-03-09,14:30,2026-03-04,C097,ST05,SV01,Completed,Phone,0,55,60
A00449,2026-03-09,17:00,2026-03-01,C002,ST01,SV06,No-show,Walk-in,0,0,75
A00450,2026-03-09,18:30,2026-02-26,C098,ST01,SV01,Completed,Online,0.05,52.25,60
A00451,2026-03-09,17:00,2026-02-18,C077,ST03,SV03,Completed,Online,0.05,109.25,120
A00452,2026-03-09,18:00,2026-02-23,C152,ST04,SV06,Cancelled,Walk-in,0,0,75
A00453,2026-03-10,16:00,2026-03-07,C065,ST03,SV06,Completed,Walk-in,0.05,45.6,75
A00454,2026-03-10,16:00,2026-02-22,C095,ST01,SV08,Completed,Online,0,25,30
A00455,2026-03-10,11:00,2026-02-25,C024,ST03,SV08,Completed,Phone,0,25,30
A00456,2026-03-10,10:30,2026-02-25,C065,ST03,SV05,No-show,Walk-in,0,0,45
A00457,2026-03-10,15:30,2026-02-28,C100,ST04,SV03,Completed,Online,0,115,120
A00458,2026-03-10,18:00,2026-03-01,C023,ST05,SV02,Completed,Online,0,32,40
A00459,2026-03-10,18:30,2026-03-09,C025,ST05,SV03,Completed,Phone,0,115,120
A00460,2026-03-10,15:30,2026-02-22,C077,ST02,SV04,Cancelled,Phone,0.05,0,150
A00461,2026-03-10,15:00,2026-02-18,C087,ST01,SV01,Completed,Walk-in,0,55,60
A00462,2026-03-10,14:30,2026-02-25,C175,ST01,SV04,Completed,Online,0.05,137.75,150
A00463,2026-03-11,11:00,2026-03-05,C032,ST02,SV05,Completed,Phone,0,30,45
A00464,2026-03-11,16:00,2026-03-02,C151,ST05,SV08,Cancelled,Walk-in,0,0,30
A00465,2026-03-11,11:00,2026-03-03,C032,ST05,SV04,Completed,Phone,0,145,150
A00466,2026-03-11,11:00,2026-03-05,C022,ST01,SV01,Completed,Online,0.1,49.5,60
A00467,2026-03-11,15:00,2026-03-11,C003,ST04,SV01,No-show,Walk-in,0.1,0,60
A00468,2026-03-11,10:30,2026-02-21,C100,ST01,SV06,Completed,Walk-in,0,48,75
A00469,2026-03-12,10:30,2026-02-21,C087,ST05,SV05,Cancelled,Walk-in,0,0,45
A00470,2026-03-12,10:30,2026-03-01,C090,ST01,SV03,No-show,Phone,0.05,0,120
A00471,2026-03-12,13:30,2026-02-27,C148,ST02,SV03,Completed,Phone,0,115,120
A00472,2026-03-12,11:00,2026-03-11,C117,ST05,SV04,Completed,Walk-in,0,145,150
A00473,2026-03-12,12:30,2026-03-05,C154,ST02,SV01,No-show,Walk-in,0.05,0,60
A00474,2026-03-12,10:30,2026-03-01,C088,ST05,SV07,Completed,Walk-in,0.05,66.5,60
A00475,2026-03-12,18:30,2026-02-26,C170,ST02,SV02,Completed,Online,0,32,40
A00476,2026-03-12,18:30,2026-03-12,C008,ST04,SV01,No-show,Walk-in,0.1,0,60
A00477,2026-03-12,11:30,2026-03-01,C064,ST01,SV06,Completed,Phone,0,48,75
A00478,2026-03-13,10:30,2026-03-07,C108,ST05,SV04,Completed,Phone,0.05,137.75,150
A00479,2026-03-13,10:30,2026-03-02,C056,ST05,SV01,Completed,Phone,0.1,49.5,60
A00480,2026-03-13,12:00,2026-02-26,C155,ST05,SV08,Completed,Phone,0.05,23.75,30
A00481,2026-03-13,16:00,2026-03-06,C038,ST04,SV03,Completed,Phone,0.05,109.25,120
A00482,2026-03-13,16:30,2026-03-12,C065,ST05,SV08,Completed,Online,0,25,30
A00483,2026-03-13,10:00,2026-02-27,C014,ST04,SV06,Completed,Online,0,48,75
A00484,2026-03-13,09:30,2026-03-07,C125,ST03,SV08,Completed,Online,0,25,30
A00485,2026-03-14,11:30,2026-03-11,C047,ST01,SV03,No-show,Phone,0.05,0,120
A00486,2026-03-14,15:00,2026-02-28,C142,ST04,SV01,Completed,Phone,0,55,60
A00487,2026-03-14,14:30,2026-02-22,C049,ST03,SV03,Completed,Online,0,115,120
A00488,2026-03-14,13:00,2026-02-23,C152,ST05,SV07,Completed,Walk-in,0,70,60
A00489,2026-03-14,18:30,2026-03-10,C100,ST05,SV02,No-show,Online,0,0,40
A00490,2026-03-14,09:00,2026-03-14,C143,ST03,SV07,Completed,Walk-in,0,70,60
A00491,2026-03-14,13:30,2026-02-25,C013,ST03,SV08,Completed,Phone,0,25,30
A00492,2026-03-14,17:00,2026-02-23,C098,ST05,SV07,Completed,Walk-in,0.05,66.5,60
A00493,2026-03-16,13:00,2026-02-24,C082,ST04,SV01,Completed,Phone,0,55,60
A00494,2026-03-16,09:00,2026-02-25,C067,ST05,SV04,Completed,Walk-in,0,145,150
A00495,2026-03-16,13:30,2026-02-27,C006,ST01,SV04,Completed,Walk-in,0,145,150
A00496,2026-03-16,11:00,2026-03-15,C139,ST04,SV06,Completed,Phone,0.05,45.6,75
A00497,2026-03-16,13:00,2026-02-23,C127,ST03,SV07,Completed,Online,0.05,66.5,60
A00498,2026-03-16,17:00,2026-03-05,C125,ST03,SV08,Completed,Phone,0.05,23.75,30
A00499,2026-03-16,16:00,2026-03-10,C058,ST01,SV04,Completed,Online,0,145,150
A00500,2026-03-16,13:00,2026-03-10,C007,ST03,SV07,Completed,Online,0,70,60
A00501,2026-03-16,11:00,2026-03-01,C169,ST04,SV05,Completed,Walk-in,0.05,28.5,45
A00502,2026-03-16,13:30,2026-02-27,C092,ST05,SV08,Cancelled,Walk-in,0,0,30
A00503,2026-03-17,11:00,2026-02-24,C093,ST02,SV02,Completed,Online,0,32,40
A00504,2026-03-17,17:30,2026-03-01,C142,ST01,SV03,Cancelled,Phone,0,0,120
A00505,2026-03-17,13:00,2026-03-16,C066,ST04,SV02,Cancelled,Online,0,0,40
A00506,2026-03-17,15:30,2026-03-17,C087,ST04,SV03,Completed,Phone,0.05,109.25,120
A00507,2026-03-17,18:30,2026-03-01,C037,ST03,SV03,Completed,Online,0,115,120
A00508,2026-03-17,12:00,2026-03-02,C043,ST05,SV04,Completed,Walk-in,0,145,150
A00509,2026-03-17,15:00,2026-03-06,C055,ST02,SV02,Completed,Online,0.05,30.4,40
A00510,2026-03-17,12:30,2026-03-15,C147,ST02,SV04,Completed,Online,0.1,130.5,150
A00511,2026-03-17,18:30,2026-03-10,C089,ST04,SV07,Completed,Walk-in,0,70,60
A00512,2026-03-17,11:00,2026-03-16,C087,ST02,SV01,Completed,Online,0,55,60
A00513,2026-03-17,17:30,2026-02-24,C171,ST03,SV01,Completed,Online,0,55,60
A00514,2026-03-18,09:30,2026-03-09,C131,ST05,SV06,Completed,Walk-in,0.1,43.2,75
A00515,2026-03-18,16:00,2026-03-09,C127,ST03,SV04,Completed,Online,0.1,130.5,150
A00516,2026-03-18,12:30,2026-02-26,C177,ST03,SV04,Completed,Walk-in,0,145,150
A00517,2026-03-18,09:30,2026-03-04,C053,ST01,SV05,Cancelled,Walk-in,0.05,0,45
A00518,2026-03-18,14:00,2026-02-26,C027,ST03,SV01,Completed,Phone,0.05,52.25,60
A00519,2026-03-19,18:00,2026-03-15,C078,ST03,SV04,Completed,Walk-in,0,145,150
A00520,2026-03-19,15:30,2026-03-06,C004,ST02,SV03,Completed,Phone,0.1,103.5,120
A00521,2026-03-19,15:30,2026-02-26,C065,ST04,SV04,Cancelled,Walk-in,0,0,150
A00522,2026-03-19,15:00,2026-03-16,C052,ST02,SV07,Completed,Online,0,70,60
A00523,2026-03-19,14:00,2026-03-16,C166,ST04,SV05,Completed,Walk-in,0,30,45
A00524,2026-03-19,11:30,2026-02-26,C014,ST04,SV02,Completed,Walk-in,0,32,40
A00525,2026-03-19,12:30,2026-03-07,C081,ST03,SV08,Completed,Walk-in,0,25,30
A00526,2026-03-19,11:30,2026-03-13,C050,ST02,SV05,Completed,Phone,0.1,27.0,45
A00527,2026-03-19,10:00,2026-02-26,C113,ST01,SV04,Completed,Phone,0,145,150
A00528,2026-03-19,13:30,2026-03-10,C083,ST01,SV04,Completed,Phone,0,145,150
A00529,2026-03-20,11:30,2026-03-12,C104,ST04,SV04,Completed,Phone,0,145,150
A00530,2026-03-20,16:00,2026-03-14,C111,ST01,SV03,Completed,Online,0.1,103.5,120
A00531,2026-03-20,09:30,2026-03-07,C118,ST04,SV02,Cancelled,Walk-in,0,0,40
A00532,2026-03-20,18:00,2026-03-01,C028,ST01,SV05,Completed,Online,0,30,45
A00533,2026-03-20,16:00,2026-03-08,C109,ST04,SV07,Completed,Online,0.1,63.0,60
A00534,2026-03-20,16:00,2026-02-27,C012,ST04,SV03,Completed,Online,0,115,120
A00535,2026-03-21,15:00,2026-02-28,C151,ST01,SV02,Completed,Walk-in,0.1,28.8,40
A00536,2026-03-21,10:30,2026-03-03,C064,ST01,SV06,Completed,Walk-in,0,48,75
A00537,2026-03-21,14:30,2026-03-18,C144,ST04,SV02,Completed,Online,0,32,40
A00538,2026-03-21,13:30,2026-02-28,C096,ST04,SV02,Cancelled,Online,0.1,0,40
A00539,2026-03-21,14:00,2026-03-02,C089,ST03,SV01,Completed,Online,0.05,52.25,60
A00540,2026-03-21,18:30,2026-03-11,C014,ST02,SV04,Completed,Online,0,145,150
A00541,2026-03-23,14:30,2026-03-18,C128,ST03,SV04,Completed,Online,0,145,150
A00542,2026-03-23,15:30,2026-03-10,C016,ST01,SV01,Completed,Phone,0.1,49.5,60
A00543,2026-03-23,11:00,2026-03-17,C056,ST01,SV04,Completed,Walk-in,0,145,150
A00544,2026-03-23,17:00,2026-03-11,C039,ST02,SV07,No-show,Phone,0,0,60
A00545,2026-03-23,12:00,2026-03-21,C140,ST04,SV03,Completed,Online,0,115,120
A00546,2026-03-23,18:30,2026-03-13,C160,ST01,SV01,Completed,Phone,0,55,60
A00547,2026-03-23,15:30,2026-03-05,C057,ST01,SV04,Completed,Online,0.1,130.5,150
A00548,2026-03-23,12:30,2026-03-16,C082,ST02,SV02,Completed,Walk-in,0.05,30.4,40
A00549,2026-03-23,16:30,2026-03-06,C034,ST01,SV04,Completed,Phone,0.05,137.75,150
A00550,2026-03-23,11:30,2026-03-09,C134,ST04,SV01,Completed,Walk-in,0.1,49.5,60
A00551,2026-03-23,09:30,2026-03-08,C038,ST05,SV05,Completed,Phone,0,30,45
A00552,2026-03-24,10:30,2026-03-09,C114,ST05,SV01,Completed,Phone,0,55,60
A00553,2026-03-24,11:30,2026-03-20,C136,ST04,SV06,Completed,Phone,0,48,75
A00554,2026-03-24,09:00,2026-03-10,C097,ST04,SV05,Completed,Walk-in,0.05,28.5,45
A00555,2026-03-24,13:30,2026-03-21,C072,ST03,SV02,Completed,Walk-in,0,32,40
A00556,2026-03-24,10:00,2026-03-20,C077,ST02,SV05,Cancelled,Online,0,0,45
A00557,2026-03-24,13:30,2026-03-08,C116,ST04,SV05,Cancelled,Walk-in,0,0,45
A00558,2026-03-24,18:30,2026-03-16,C085,ST03,SV04,Cancelled,Walk-in,0,0,150
A00559,2026-03-24,14:00,2026-03-14,C031,ST03,SV03,Completed,Walk-in,0,115,120
A00560,2026-03-24,15:00,2026-03-12,C180,ST05,SV03,Completed,Online,0,115,120
A00561,2026-03-24,09:30,2026-03-20,C056,ST05,SV06,Completed,Phone,0,48,75
A00562,2026-03-24,11:00,2026-03-23,C158,ST05,SV01,Completed,Online,0,55,60
A00563,2026-03-25,13:30,2026-03-20,C122,ST02,SV02,Completed,Online,0,32,40
A00564,2026-03-25,12:00,2026-03-15,C048,ST02,SV06,Completed,Phone,0.1,43.2,75
A00565,2026-03-25,14:30,2026-03-07,C156,ST05,SV05,Completed,Phone,0,30,45
