SalesLineID,DateKey,ProductKey,CustomerKey,StoreKey,Quantity,DiscountPct,Revenue,Cost,GrossProfit
9382,20240520,65,460,17,1,0.2,104.05,68.94,35.11
9383,20240925,24,3558,10,4,0.0,1019.59,667.36,352.23
9384,20240713,49,141,6,1,0.05,80.25,47.56,32.69
9385,20240622,113,3660,9,2,0.0,115.25,57.34,57.91
9386,20240220,104,546,10,2,0.1,442.21,244.96,197.25
9387,20250128,80,1931,5,1,0.0,210.83,118.39,92.44
9388,20251106,87,3850,9,3,0.1,388.1,195.63,192.47
9389,20250515,112,2798,5,3,0.05,147.0,100.74,46.26
9390,20250527,33,1033,15,1,0.0,103.55,59.54,44.01
9391,20240119,9,151,21,1,0.1,230.6,133.95,96.65
9392,20240729,65,3354,21,1,0.1,130.74,68.94,61.8
9393,20250131,29,3339,19,1,0.0,283.0,167.26,115.74
9394,20250705,73,187,5,3,0.1,68.75,34.14,34.61
9395,20251109,15,2249,18,2,0.05,745.34,349.2,396.14
9396,20241103,43,3358,20,2,0.05,340.42,214.98,125.44
9397,20250117,60,3681,6,1,0.1,36.94,19.48,17.46
9398,20251023,55,2671,7,1,0.15,200.16,107.07,93.09
9399,20250809,23,3780,8,4,0.05,50.1,30.64,19.46
9400,20240211,79,880,22,2,0.0,685.06,333.12,351.94
9401,20250315,114,1754,12,1,0.0,196.66,101.62,95.04
9402,20240609,11,3780,14,1,0.0,32.87,16.52,16.35
9403,20250527,21,2526,7,1,0.2,52.32,31.8,20.52
9404,20241226,29,2877,9,2,0.05,679.11,334.52,344.59
9405,20240623,119,3899,14,1,0.0,10.49,4.88,5.61
9406,20240105,3,1080,21,1,0.0,46.17,26.55,19.62
9407,20250818,58,670,5,4,0.0,213.13,144.32,68.81
9408,20240723,97,1195,19,1,0.0,82.27,47.25,35.02
9409,20241017,9,2631,15,1,0.2,223.07,133.95,89.12
9410,20240905,73,1271,2,3,0.0,71.21,34.14,37.07
9411,20250311,6,582,22,1,0.0,121.75,65.18,56.57
9412,20250716,37,150,17,1,0.1,125.44,84.39,41.05
9413,20240329,26,3425,14,4,0.0,901.7,505.08,396.62
9414,20240425,63,3925,6,2,0.0,116.73,61.48,55.25
9415,20240706,74,1404,6,3,0.05,757.95,384.45,373.5
9416,20251120,71,847,12,4,0.05,1093.83,617.04,476.79
9417,20240414,41,1376,6,4,0.05,569.33,395.4,173.93
9418,20251104,80,531,19,1,0.0,179.24,118.39,60.85
9419,20251031,17,2500,13,2,0.2,116.74,88.7,28.04
9420,20251115,31,3754,14,1,0.05,147.15,82.26,64.89
9421,20240906,35,572,4,1,0.0,298.14,154.37,143.77
9422,20250902,31,344,7,1,0.0,133.01,82.26,50.75
9423,20250113,27,697,12,1,0.05,118.58,83.47,35.11
9424,20240724,47,2651,14,2,0.05,38.29,23.48,14.81
9425,20240729,60,3371,14,1,0.05,39.45,19.48,19.97
9426,20250916,76,773,22,1,0.0,225.51,106.44,119.07
9427,20250331,33,1141,1,1,0.0,108.6,59.54,49.06
9428,20250103,96,1396,9,2,0.05,54.12,31.96,22.16
9429,20250502,118,1231,18,1,0.0,339.54,171.58,167.96
9430,20240513,117,2655,16,1,0.05,190.71,101.87,88.84
9431,20251107,110,2102,22,2,0.0,335.99,211.8,124.19
9432,20240319,61,2550,2,1,0.0,67.83,35.55,32.28
9433,20250425,25,3408,13,2,0.0,565.71,256.04,309.67
9434,20240525,89,792,13,5,0.0,606.98,346.2,260.78
9435,20251007,27,3003,4,1,0.0,136.64,83.47,53.17
9436,20240926,87,506,3,1,0.0,115.69,65.21,50.48
9437,20240519,94,1730,21,1,0.1,113.56,61.93,51.63
9438,20240414,91,3406,3,1,0.0,70.87,41.28,29.59
9439,20250423,40,147,7,2,0.1,348.05,180.32,167.73
9440,20241225,75,34,13,1,0.0,266.65,159.03,107.62
9441,20250223,11,1803,7,5,0.05,166.78,82.6,84.18
9442,20240704,120,2262,17,2,0.0,28.28,17.96,10.32
9443,20250825,116,2897,18,2,0.1,56.13,29.7,26.43
9444,20240816,53,2182,16,1,0.05,130.85,71.73,59.12
9445,20241023,72,496,19,1,0.1,235.85,134.33,101.52
9446,20250923,65,1367,5,5,0.05,621.63,344.7,276.93
9447,20240308,44,1384,16,1,0.0,45.38,29.62,15.76
9448,20240310,92,1131,3,3,0.0,764.41,405.69,358.72
9449,20241022,21,3765,2,1,0.0,56.77,31.8,24.97
9450,20250211,109,3171,1,1,0.0,38.32,17.94,20.38
9451,20240922,70,3692,7,1,0.15,298.11,174.05,124.06
9452,20250522,66,2621,9,4,0.0,177.1,82.2,94.9
9453,20251102,37,1709,10,2,0.0,290.65,168.78,121.87
9454,20251127,36,1483,7,1,0.0,79.21,50.44,28.77
9455,20250301,117,1116,4,2,0.0,376.23,203.74,172.49
9456,20251220,68,363,3,1,0.0,219.07,103.9,115.17
9457,20241207,56,248,20,1,0.0,175.14,83.98,91.16
9458,20251215,69,997,18,1,0.05,260.66,151.7,108.96
9459,20250716,42,3103,15,1,0.0,62.14,31.09,31.05
9460,20250502,47,115,24,2,0.15,32.92,23.48,9.44
9461,20240624,104,3468,5,3,0.05,526.65,367.44,159.21
9462,20251024,119,3983,5,1,0.0,10.5,4.88,5.62
9463,20241230,95,147,12,2,0.0,232.87,106.98,125.89
9464,20250423,112,2447,7,1,0.0,69.67,33.58,36.09
9465,20250820,30,2421,6,1,0.0,69.68,40.0,29.68
9466,20240519,61,3770,19,2,0.15,100.57,71.1,29.47
9467,20250508,109,3774,8,1,0.0,28.89,17.94,10.95
9468,20241204,19,3081,24,2,0.1,106.33,61.24,45.09
9469,20250323,8,2419,17,3,0.0,335.3,227.79,107.51
9470,20250422,69,2330,14,1,0.0,300.09,151.7,148.39
9471,20240419,77,370,17,1,0.1,160.06,87.62,72.44
9472,20250827,108,1231,19,2,0.0,275.47,144.62,130.85
9473,20250615,118,921,5,1,0.0,287.21,171.58,115.63
9474,20240901,93,3284,18,5,0.0,1965.19,884.2,1080.99
9475,20240918,96,2986,16,2,0.05,67.28,31.96,35.32
9476,20240502,60,2579,1,3,0.0,131.4,58.44,72.96
9477,20250416,120,2914,11,1,0.0,16.61,8.98,7.63
9478,20240528,19,3489,1,2,0.15,80.52,61.24,19.28
9479,20250625,104,3328,18,2,0.0,432.89,244.96,187.93
9480,20241106,47,1200,1,1,0.0,24.32,11.74,12.58
9481,20241010,47,1501,4,1,0.1,21.84,11.74,10.1
9482,20250920,47,249,19,1,0.15,15.51,11.74,3.77
9483,20240414,93,1971,11,3,0.0,855.02,530.52,324.5
9484,20250707,42,434,5,3,0.0,136.22,93.27,42.95
9485,20250207,65,1274,19,1,0.05,130.34,68.94,61.4
9486,20240520,15,51,23,4,0.1,1113.84,698.4,415.44
9487,20241226,115,471,5,2,0.15,373.92,296.48,77.44
9488,20240909,10,887,3,2,0.05,517.03,285.98,231.05
9489,20240804,28,1337,20,1,0.1,193.99,96.3,97.69
9490,20250401,60,3016,23,1,0.0,38.07,19.48,18.59
9491,20251113,48,1356,9,1,0.0,257.88,116.79,141.09
9492,20251221,119,880,9,1,0.0,7.19,4.88,2.31
9493,20250306,86,39,22,2,0.0,87.79,52.66,35.13
9494,20250108,47,2929,23,3,0.2,59.16,35.22,23.94
9495,20240628,79,1175,9,2,0.0,661.03,333.12,327.91
9496,20240930,54,2568,13,1,0.0,270.81,161.19,109.62
9497,20240625,77,3877,19,1,0.0,157.62,87.62,70.0
9498,20240814,8,2405,18,2,0.15,187.79,151.86,35.93
9499,20250330,96,1603,18,1,0.05,23.04,15.98,7.06
9500,20240318,106,1454,11,2,0.0,325.57,155.48,170.09
9501,20240409,29,2346,21,2,0.05,523.26,334.52,188.74
9502,20250822,112,2450,3,1,0.05,61.36,33.58,27.78
9503,20240506,33,313,19,2,0.1,188.96,119.08,69.88
9504,20240512,31,662,1,2,0.1,218.15,164.52,53.63
9505,20251124,56,1955,18,2,0.0,366.28,167.96,198.32
9506,20250615,115,846,2,1,0.0,286.27,148.24,138.03
9507,20250829,112,2433,9,1,0.1,50.95,33.58,17.37
9508,20240911,89,1763,19,2,0.0,243.02,138.48,104.54
9509,20240613,99,1419,2,2,0.1,633.34,357.64,275.7
9510,20250621,51,2468,23,3,0.0,731.56,415.98,315.58
9511,20240113,109,311,15,1,0.05,36.21,17.94,18.27
9512,20250906,23,1023,8,4,0.0,49.75,30.64,19.11
9513,20250408,81,1194,11,3,0.0,60.2,35.07,25.13
9514,20250125,32,3024,8,2,0.05,610.98,332.96,278.02
9515,20241208,67,2516,23,2,0.05,412.25,285.88,126.37
9516,20240409,116,94,10,1,0.0,30.91,14.85,16.06
9517,20251217,19,1678,18,1,0.0,58.32,30.62,27.7
9518,20241115,90,232,23,1,0.0,32.43,21.33,11.1
9519,20240311,86,3107,19,2,0.1,94.66,52.66,42.0
9520,20240807,73,2267,23,1,0.0,20.48,11.38,9.1
9521,20240706,102,933,2,2,0.15,560.06,301.68,258.38
9522,20251015,101,754,13,4,0.0,1051.32,477.44,573.88
9523,20240918,23,2223,4,2,0.0,29.55,15.32,14.23
9524,20240324,18,1613,15,2,0.0,691.24,338.44,352.8
9525,20250530,86,2772,21,2,0.05,86.72,52.66,34.06
9526,20250809,118,3993,15,2,0.0,714.47,343.16,371.31
9527,20240117,95,3202,24,1,0.0,90.85,53.49,37.36
9528,20240505,7,483,16,1,0.0,272.5,146.79,125.71
9529,20240410,9,480,10,2,0.0,439.38,267.9,171.48
9530,20240424,28,3164,2,1,0.0,145.67,96.3,49.37
9531,20250102,21,1234,2,2,0.0,139.86,63.6,76.26
9532,20241020,63,2735,12,1,0.0,62.69,30.74,31.95
9533,20250115,1,307,23,3,0.0,25.58,16.23,9.35
9534,20250318,24,2757,23,2,0.0,587.31,333.68,253.63
9535,20250111,47,1190,18,1,0.0,18.04,11.74,6.3
9536,20240721,58,714,15,1,0.1,51.46,36.08,15.38
9537,20240518,67,2229,8,1,0.15,239.3,142.94,96.36
9538,20240728,101,1294,5,1,0.0,214.97,119.36,95.61
9539,20251108,110,335,3,1,0.15,197.13,105.9,91.23
9540,20240925,58,1677,4,4,0.0,218.06,144.32,73.74
9541,20241015,61,342,14,2,0.05,105.55,71.1,34.45
9542,20250326,57,2306,10,2,0.0,344.11,156.08,188.03
9543,20240704,118,41,24,2,0.0,639.89,343.16,296.73
9544,20251218,100,2585,7,3,0.0,672.78,461.13,211.65
9545,20250102,81,3122,1,2,0.0,35.98,23.38,12.6
9546,20250420,7,1454,6,1,0.0,282.7,146.79,135.91
9547,20251007,12,818,23,2,0.0,439.33,224.62,214.71
9548,20251217,25,1155,9,1,0.2,228.4,128.02,100.38
9549,20250909,7,1700,20,4,0.1,1127.02,587.16,539.86
9550,20250119,114,1616,14,5,0.0,909.0,508.1,400.9
9551,20241201,103,1492,21,3,0.0,842.32,520.65,321.67
9552,20240828,97,1781,6,2,0.15,132.58,94.5,38.08
9553,20250529,86,1605,23,1,0.2,46.64,26.33,20.31
9554,20250110,17,3958,2,4,0.1,249.73,177.4,72.33
9555,20240630,52,798,1,1,0.0,266.51,135.69,130.82
9556,20240223,117,792,5,1,0.0,192.62,101.87,90.75
9557,20250830,51,1210,16,1,0.1,204.73,138.66,66.07
9558,20250128,87,477,11,1,0.0,99.62,65.21,34.41
9559,20250911,83,3114,2,2,0.1,154.67,104.72,49.95
9560,20251010,61,224,8,2,0.05,145.39,71.1,74.29
9561,20240125,96,955,15,1,0.0,31.8,15.98,15.82
9562,20240326,103,3035,4,1,0.0,390.2,173.55,216.65
9563,20240303,11,1419,16,1,0.0,32.4,16.52,15.88
9564,20240705,27,1960,2,1,0.0,167.2,83.47,83.73
9565,20240428,92,1866,6,1,0.0,227.61,135.23,92.38
9566,20240814,31,245,21,5,0.0,682.27,411.3,270.97
9567,20251018,104,2462,13,1,0.0,199.3,122.48,76.82
9568,20241004,69,1137,10,2,0.0,606.97,303.4,303.57
9569,20250320,9,862,22,1,0.15,206.6,133.95,72.65
9570,20241228,59,2835,5,3,0.0,464.5,257.55,206.95
9571,20250614,38,531,3,4,0.0,1093.31,646.24,447.07
9572,20251104,119,2022,8,2,0.0,16.61,9.76,6.85
9573,20241122,79,2036,20,2,0.05,640.71,333.12,307.59
9574,20240410,4,1901,2,2,0.0,451.23,213.58,237.65
9575,20250807,19,1600,20,1,0.0,54.92,30.62,24.3
9576,20250120,90,738,20,1,0.0,31.43,21.33,10.1
9577,20241117,88,2153,12,1,0.0,25.92,11.97,13.95
9578,20250310,85,2147,22,2,0.1,541.31,314.92,226.39
9579,20241031,112,500,5,2,0.05,119.29,67.16,52.13
9580,20240223,112,518,16,4,0.0,241.03,134.32,106.71
9581,20240915,70,2445,3,2,0.05,740.38,348.1,392.28
9582,20250501,58,404,23,2,0.0,112.97,72.16,40.81
9583,20240704,103,817,13,2,0.05,608.03,347.1,260.93
9584,20240617,92,494,6,2,0.2,386.76,270.46,116.3
9585,20251005,33,929,1,1,0.1,103.0,59.54,43.46
9586,20251102,12,3396,15,1,0.0,194.27,112.31,81.96
9587,20250828,93,1255,20,4,0.0,1355.83,707.36,648.47
9588,20240601,116,370,8,2,0.05,57.46,29.7,27.76
9589,20240407,3,2121,4,1,0.0,39.0,26.55,12.45
9590,20250106,83,336,11,2,0.0,206.32,104.72,101.6
9591,20250113,11,1928,8,1,0.0,34.67,16.52,18.15
9592,20240522,119,1050,1,1,0.1,9.79,4.88,4.91
9593,20240119,83,2920,4,1,0.05,75.25,52.36,22.89
9594,20240629,110,1348,23,1,0.0,220.36,105.9,114.46
9595,20240705,47,1318,12,2,0.15,43.95,23.48,20.47
9596,20251221,81,717,1,1,0.05,21.02,11.69,9.33
9597,20250111,31,1123,6,4,0.0,695.27,329.04,366.23
9598,20240313,39,3956,13,2,0.1,74.07,42.3,31.77
9599,20250928,109,3440,6,2,0.1,60.32,35.88,24.44
9600,20240626,117,838,8,1,0.0,183.58,101.87,81.71
9601,20251108,117,1960,18,1,0.15,162.34,101.87,60.47
9602,20240907,107,218,18,3,0.0,135.42,81.87,53.55
9603,20240111,105,2371,20,1,0.05,221.52,155.17,66.35
9604,20241014,117,244,9,2,0.0,410.84,203.74,207.1
9605,20240914,94,3814,9,4,0.0,406.86,247.72,159.14
9606,20240702,81,624,13,1,0.0,21.07,11.69,9.38
9607,20240524,20,1482,21,1,0.0,77.73,39.58,38.15
9608,20250620,26,3467,7,1,0.0,219.09,126.27,92.82
9609,20240121,50,899,4,3,0.0,627.47,365.82,261.65
9610,20240818,46,3167,7,1,0.0,321.6,165.56,156.04
9611,20240310,83,3374,18,3,0.0,300.61,157.08,143.53
9612,20240607,7,622,7,2,0.2,451.39,293.58,157.81
9613,20240706,84,2057,3,1,0.1,285.94,154.18,131.76
9614,20250108,112,303,12,1,0.1,55.71,33.58,22.13
9615,20251228,101,1108,6,4,0.0,728.87,477.44,251.43
9616,20250821,19,2802,5,2,0.1,121.86,61.24,60.62
9617,20250829,105,1302,19,4,0.0,1229.42,620.68,608.74
9618,20250508,27,1613,7,1,0.1,166.16,83.47,82.69
9619,20240212,45,1814,2,3,0.0,668.89,432.54,236.35
9620,20251031,23,1316,23,1,0.1,12.21,7.66,4.55
9621,20250916,36,1095,5,1,0.1,98.42,50.44,47.98
9622,20240106,109,1738,9,3,0.0,83.13,53.82,29.31
9623,20250205,16,402,15,2,0.0,593.88,274.28,319.6
9624,20250725,30,2756,16,2,0.0,151.12,80.0,71.12
9625,20241015,25,3619,18,3,0.0,860.56,384.06,476.5
9626,20240402,81,1135,8,2,0.1,32.81,23.38,9.43
9627,20240427,97,17,4,2,0.05,201.94,94.5,107.44
9628,20250914,17,1139,1,1,0.0,96.05,44.35,51.7
9629,20251002,40,1811,10,3,0.0,595.75,270.48,325.27
9630,20241226,62,1385,9,4,0.0,1057.58,631.48,426.1
9631,20240714,48,3832,9,2,0.0,431.08,233.58,197.5
9632,20250613,19,1818,1,1,0.1,54.09,30.62,23.47
9633,20250420,65,3680,23,1,0.05,107.92,68.94,38.98
9634,20241227,59,1184,24,1,0.0,150.86,85.85,65.01
9635,20250609,84,3005,22,1,0.1,225.39,154.18,71.21
9636,20241222,72,3272,9,2,0.0,521.77,268.66,253.11
9637,20251109,79,2812,16,1,0.05,284.76,166.56,118.2
9638,20240129,27,3655,14,1,0.0,130.11,83.47,46.64
9639,20240909,19,481,12,2,0.05,101.02,61.24,39.78
9640,20240823,72,3003,5,1,0.0,257.58,134.33,123.25
9641,20241107,12,281,5,2,0.15,278.95,224.62,54.33
9642,20251225,74,3326,15,3,0.0,690.24,384.45,305.79
9643,20250512,114,3650,9,1,0.0,220.04,101.62,118.42
9644,20240619,56,844,18,1,0.0,123.03,83.98,39.05
9645,20250205,67,1061,3,5,0.0,1456.86,714.7,742.16
9646,20241214,17,2192,24,1,0.05,80.86,44.35,36.51
9647,20240830,7,149,5,1,0.0,297.73,146.79,150.94
9648,20240822,115,2109,4,1,0.05,306.36,148.24,158.12
9649,20250814,76,3963,15,2,0.05,440.49,212.88,227.61
9650,20240705,26,2251,8,2,0.0,546.78,252.54,294.24
9651,20251010,62,3227,1,2,0.05,556.89,315.74,241.15
9652,20241110,70,2184,2,1,0.0,261.27,174.05,87.22
9653,20250217,91,3909,19,1,0.0,73.74,41.28,32.46
9654,20240105,63,1651,18,1,0.0,47.78,30.74,17.04
9655,20250516,118,3345,24,2,0.2,561.94,343.16,218.78
9656,20240731,26,3545,20,1,0.0,274.74,126.27,148.47
9657,20251231,110,2309,20,1,0.0,158.02,105.9,52.12
9658,20240929,77,351,21,3,0.1,525.1,262.86,262.24
9659,20240324,105,3263,21,3,0.0,964.28,465.51,498.77
9660,20240821,89,3561,21,1,0.0,150.01,69.24,80.77
9661,20250326,31,2897,17,4,0.0,542.03,329.04,212.99
9662,20250622,28,2982,21,1,0.05,155.1,96.3,58.8
9663,20250402,81,2928,18,1,0.1,19.23,11.69,7.54
9664,20240226,35,2900,14,1,0.0,234.27,154.37,79.9
9665,20241101,77,2413,21,1,0.0,189.82,87.62,102.2
9666,20250314,5,2352,24,2,0.05,306.57,165.3,141.27
9667,20250528,6,3853,21,1,0.0,139.21,65.18,74.03
9668,20251012,82,2188,3,2,0.0,130.71,85.84,44.87
9669,20250204,10,3030,2,1,0.0,290.28,142.99,147.29
9670,20240510,80,403,22,2,0.0,495.52,236.78,258.74
9671,20250129,73,1,20,1,0.05,19.43,11.38,8.05
9672,20251002,108,2139,16,1,0.1,106.78,72.31,34.47
9673,20241201,30,1474,17,1,0.1,70.23,40.0,30.23
9674,20241226,94,942,16,1,0.2,74.04,61.93,12.11
9675,20250202,70,779,23,2,0.0,754.51,348.1,406.41
9676,20250811,76,3358,15,2,0.0,351.99,212.88,139.11
9677,20250313,11,328,24,1,0.15,28.7,16.52,12.18
9678,20250917,30,1906,10,4,0.2,193.25,160.0,33.25
9679,20251129,20,3310,19,1,0.15,49.44,39.58,9.86
9680,20250522,10,635,23,3,0.0,703.49,428.97,274.52
9681,20240319,99,2727,18,1,0.0,359.11,178.82,180.29
9682,20251115,16,802,24,1,0.0,199.93,137.14,62.79
9683,20241013,49,1685,5,2,0.0,186.02,95.12,90.9
9684,20250428,81,593,23,1,0.0,18.65,11.69,6.96
9685,20250916,8,3595,22,2,0.15,220.12,151.86,68.26
9686,20240713,8,1473,7,3,0.1,369.56,227.79,141.77
9687,20240506,42,1475,23,2,0.0,96.93,62.18,34.75
9688,20250105,69,3080,23,4,0.0,1184.26,606.8,577.46
9689,20240908,117,1159,6,1,0.0,150.16,101.87,48.29
9690,20241213,114,1358,15,2,0.0,445.98,203.24,242.74
9691,20250701,37,3395,20,1,0.0,150.39,84.39,66.0
9692,20250119,65,3382,10,3,0.1,351.61,206.82,144.79
9693,20240607,8,3538,17,1,0.0,126.86,75.93,50.93
9694,20240425,93,1929,3,4,0.2,858.08,707.36,150.72
9695,20250224,5,214,15,5,0.05,740.98,413.25,327.73
9696,20250321,43,3094,19,2,0.05,371.34,214.98,156.36
9697,20241128,42,869,16,2,0.0,112.0,62.18,49.82
9698,20241126,57,3844,6,4,0.0,556.47,312.16,244.31
9699,20240924,99,59,1,1,0.15,271.38,178.82,92.56
9700,20250810,38,3059,18,1,0.0,251.2,161.56,89.64
9701,20240905,53,1804,16,5,0.0,634.86,358.65,276.21
9702,20241117,27,3696,7,3,0.0,423.25,250.41,172.84
9703,20250724,73,614,5,3,0.0,66.82,34.14,32.68
9704,20240409,109,2704,9,1,0.05,27.91,17.94,9.97
9705,20250531,44,40,6,2,0.0,130.19,59.24,70.95
9706,20250202,62,2345,22,2,0.0,496.0,315.74,180.26
9707,20250319,59,2759,12,3,0.0,491.45,257.55,233.9
9708,20240502,39,1426,5,1,0.0,34.11,21.15,12.96
9709,20240621,43,631,23,3,0.15,401.71,322.47,79.24
9710,20241213,20,1543,13,1,0.0,81.01,39.58,41.43
9711,20241018,16,1859,24,2,0.1,555.07,274.28,280.79
9712,20240102,80,2810,22,1,0.15,207.14,118.39,88.75
9713,20240804,93,1458,22,2,0.0,767.13,353.68,413.45
9714,20240403,63,1032,15,2,0.1,80.86,61.48,19.38
9715,20240112,83,637,18,2,0.0,200.45,104.72,95.73
9716,20250801,116,335,10,2,0.0,50.92,29.7,21.22
9717,20250207,101,3776,14,3,0.0,608.24,358.08,250.16
9718,20240118,97,1784,21,1,0.0,79.63,47.25,32.38
9719,20240120,74,664,2,2,0.0,395.55,256.3,139.25
9720,20250726,91,3354,18,1,0.0,65.89,41.28,24.61
9721,20240323,104,3114,12,2,0.0,433.28,244.96,188.32
9722,20241027,66,1367,7,1,0.05,38.25,20.55,17.7
9723,20241022,87,2168,16,5,0.05,600.35,326.05,274.3
9724,20240508,73,925,21,2,0.0,45.33,22.76,22.57
9725,20250228,72,3165,23,1,0.0,276.97,134.33,142.64
9726,20250922,7,3581,1,1,0.0,254.98,146.79,108.19
9727,20250511,26,2567,4,1,0.1,238.88,126.27,112.61
9728,20250426,105,2058,4,5,0.05,1368.26,775.85,592.41
9729,20250816,81,3556,17,3,0.05,63.13,35.07,28.06
9730,20250705,56,1312,15,2,0.0,324.96,167.96,157.0
9731,20240305,98,2709,6,1,0.05,246.45,143.41,103.04
9732,20240714,21,3490,6,2,0.0,117.48,63.6,53.88
9733,20250913,32,2086,23,2,0.0,675.16,332.96,342.2
9734,20240112,11,3636,1,4,0.05,112.31,66.08,46.23
9735,20240820,2,1516,15,1,0.0,225.59,135.26,90.33
9736,20251102,55,3544,2,1,0.0,210.89,107.07,103.82
9737,20250726,28,349,5,1,0.0,171.58,96.3,75.28
9738,20240910,85,646,9,3,0.15,726.87,472.38,254.49
9739,20250527,115,2080,10,2,0.0,493.89,296.48,197.41
9740,20240628,119,2285,19,1,0.0,10.21,4.88,5.33
9741,20250518,57,922,5,2,0.0,235.71,156.08,79.63
9742,20251228,86,1073,5,5,0.0,202.35,131.65,70.7
9743,20251130,86,768,3,2,0.1,70.08,52.66,17.42
9744,20250114,100,427,23,1,0.0,296.46,153.71,142.75
9745,20241227,107,2657,15,3,0.0,157.53,81.87,75.66
9746,20250511,30,1324,22,2,0.0,139.67,80.0,59.67
9747,20240220,79,77,16,1,0.05,252.1,166.56,85.54
9748,20250415,82,3003,15,2,0.0,148.38,85.84,62.54
9749,20241108,88,508,18,2,0.15,31.84,23.94,7.9
9750,20241227,62,3065,23,1,0.1,302.06,157.87,144.19
9751,20251201,15,41,15,2,0.0,554.13,349.2,204.93
9752,20241028,105,2344,17,1,0.1,222.84,155.17,67.67
9753,20250412,45,1572,7,1,0.05,298.77,144.18,154.59
9754,20251022,98,1095,23,1,0.15,256.44,143.41,113.03
9755,20240817,89,3188,6,2,0.0,239.33,138.48,100.85
9756,20241210,74,1494,2,2,0.1,349.44,256.3,93.14
9757,20250621,67,3360,15,2,0.0,592.51,285.88,306.63
9758,20240629,100,393,9,2,0.0,609.56,307.42,302.14
9759,20250329,86,1330,5,2,0.0,98.43,52.66,45.77
9760,20250811,38,417,24,1,0.05,331.4,161.56,169.84
9761,20250111,50,3139,2,1,0.0,236.38,121.94,114.44
9762,20240617,79,945,4,1,0.0,308.68,166.56,142.12
9763,20240918,49,3821,15,3,0.15,244.71,142.68,102.03
9764,20240823,41,3280,8,5,0.0,856.74,494.25,362.49
9765,20240413,85,2701,13,1,0.0,271.65,157.46,114.19
9766,20240629,114,3432,13,1,0.05,143.09,101.62,41.47
9767,20250102,97,2794,21,1,0.15,83.89,47.25,36.64
9768,20241025,27,2411,2,1,0.0,177.86,83.47,94.39
9769,20240404,43,1355,2,1,0.0,231.2,107.49,123.71
9770,20250203,20,1630,7,4,0.0,281.53,158.32,123.21
9771,20250802,9,2365,16,1,0.0,288.91,133.95,154.96
9772,20240521,112,3960,2,1,0.0,66.45,33.58,32.87
9773,20250314,78,2986,10,3,0.1,293.37,195.93,97.44
9774,20250928,66,2318,4,1,0.1,27.94,20.55,7.39
9775,20250725,90,187,5,2,0.0,78.75,42.66,36.09
9776,20241002,57,1512,9,1,0.0,126.44,78.04,48.4
9777,20240522,40,267,16,1,0.0,175.58,90.16,85.42
9778,20240429,37,1814,1,1,0.1,143.22,84.39,58.83
9779,20240123,18,1644,18,1,0.0,306.7,169.22,137.48
9780,20240523,90,314,20,4,0.0,149.5,85.32,64.18
9781,20250116,63,2807,17,1,0.05,51.85,30.74,21.11
9782,20251222,73,2349,15,2,0.1,32.36,22.76,9.6
9783,20240325,66,2004,10,2,0.0,71.86,41.1,30.76
9784,20250922,27,745,11,1,0.0,166.7,83.47,83.23
9785,20241226,106,312,12,5,0.0,733.72,388.7,345.02
9786,20240221,89,3748,9,1,0.0,147.02,69.24,77.78
9787,20240425,1,3670,17,3,0.0,30.43,16.23,14.2
9788,20250827,47,120,9,1,0.05,21.84,11.74,10.1
9789,20240104,89,723,19,1,0.0,129.65,69.24,60.41
9790,20250815,87,562,2,1,0.0,139.81,65.21,74.6
9791,20241005,110,3030,7,2,0.05,358.92,211.8,147.12
9792,20250804,48,3768,11,1,0.0,195.05,116.79,78.26
9793,20240429,23,1033,20,3,0.0,39.4,22.98,16.42
9794,20241101,103,2298,19,2,0.0,703.38,347.1,356.28
9795,20240822,76,434,11,3,0.0,679.83,319.32,360.51
9796,20240714,4,3624,5,1,0.0,170.26,106.79,63.47
9797,20250221,51,3468,5,2,0.05,388.43,277.32,111.11
9798,20250729,84,3595,24,5,0.1,1558.16,770.9,787.26
9799,20251022,77,3876,17,1,0.0,181.22,87.62,93.6
9800,20240626,33,722,18,2,0.0,194.21,119.08,75.13
9801,20240121,64,1432,1,3,0.2,716.25,417.36,298.89
9802,20240116,68,159,14,2,0.05,430.9,207.8,223.1
9803,20251013,91,1959,21,1,0.0,87.19,41.28,45.91
9804,20241116,70,1823,8,1,0.05,289.61,174.05,115.56
9805,20240328,24,3603,14,1,0.0,295.16,166.84,128.32
9806,20250319,106,1598,7,1,0.0,153.43,77.74,75.69
9807,20241120,118,2550,7,3,0.0,888.99,514.74,374.25
9808,20240129,5,3936,9,2,0.0,289.89,165.3,124.59
9809,20250720,21,1640,24,2,0.1,121.91,63.6,58.31
9810,20250201,41,3688,17,1,0.0,161.27,98.85,62.42
9811,20241107,106,1354,12,1,0.0,146.23,77.74,68.49
9812,20241102,41,2118,24,1,0.0,218.11,98.85,119.26
9813,20240318,20,3073,18,5,0.0,355.71,197.9,157.81
9814,20240903,10,3012,1,1,0.0,265.94,142.99,122.95
9815,20250113,15,912,5,1,0.0,288.63,174.6,114.03
9816,20251104,8,86,13,1,0.0,128.17,75.93,52.24
9817,20241118,34,2120,14,1,0.05,259.44,176.27,83.17
9818,20250112,84,1171,10,2,0.1,559.72,308.36,251.36
9819,20240204,9,3727,22,5,0.1,1128.04,669.75,458.29
9820,20251116,16,475,5,3,0.1,605.28,411.42,193.86
