CustomerKey,CustomerName,Region,Segment,City
708,Customer 0708,West,Corporate,City 37
709,Customer 0709,North,Consumer,City 38
710,Customer 0710,South,Corporate,City 39
711,Customer 0711,East,Consumer,City 40
712,Customer 0712,West,SMB,City 41
713,Customer 0713,North,SMB,City 42
714,Customer 0714,South,Consumer,City 43
715,Customer 0715,East,SMB,City 44
716,Customer 0716,West,Consumer,City 45
717,Customer 0717,North,Consumer,City 46
718,Customer 0718,South,Corporate,City 47
719,Customer 0719,East,Consumer,City 48
720,Customer 0720,West,SMB,City 01
721,Customer 0721,North,Corporate,City 02
722,Customer 0722,South,SMB,City 03
723,Customer 0723,East,Consumer,City 04
724,Customer 0724,West,SMB,City 05
725,Customer 0725,North,Consumer,City 06
726,Customer 0726,South,Consumer,City 07
727,Customer 0727,East,Corporate,City 08
728,Customer 0728,West,Consumer,City 09
729,Customer 0729,North,Consumer,City 10
730,Customer 0730,South,SMB,City 11
731,Customer 0731,East,Consumer,City 12
732,Customer 0732,West,Consumer,City 13
733,Customer 0733,North,Consumer,City 14
734,Customer 0734,South,SMB,City 15
735,Customer 0735,East,SMB,City 16
736,Customer 0736,West,Consumer,City 17
737,Customer 0737,North,Corporate,City 18
738,Customer 0738,South,SMB,City 19
739,Customer 0739,East,SMB,City 20
740,Customer 0740,West,SMB,City 21
741,Customer 0741,North,Consumer,City 22
742,Customer 0742,South,SMB,City 23
743,Customer 0743,East,Consumer,City 24
744,Customer 0744,West,Consumer,City 25
745,Customer 0745,North,SMB,City 26
746,Customer 0746,South,SMB,City 27
747,Customer 0747,East,Consumer,City 28
748,Customer 0748,West,SMB,City 29
749,Customer 0749,North,SMB,City 30
750,Customer 0750,South,Consumer,City 31
751,Customer 0751,East,Consumer,City 32
752,Customer 0752,West,SMB,City 33
753,Customer 0753,North,Corporate,City 34
754,Customer 0754,South,Consumer,City 35
755,Customer 0755,East,Corporate,City 36
756,Customer 0756,West,Consumer,City 37
757,Customer 0757,North,Consumer,City 38
758,Customer 0758,South,SMB,City 39
759,Customer 0759,East,SMB,City 40
760,Customer 0760,West,Corporate,City 41
761,Customer 0761,North,Consumer,City 42
762,Customer 0762,South,SMB,City 43
763,Customer 0763,East,SMB,City 44
764,Customer 0764,West,SMB,City 45
765,Customer 0765,North,Consumer,City 46
766,Customer 0766,South,Corporate,City 47
767,Customer 0767,East,Consumer,City 48
768,Customer 0768,West,Consumer,City 01
769,Customer 0769,North,Consumer,City 02
770,Customer 0770,South,Consumer,City 03
771,Customer 0771,East,Consumer,City 04
772,Customer 0772,West,Consumer,City 05
773,Customer 0773,North,SMB,City 06
774,Customer 0774,South,Corporate,City 07
775,Customer 0775,East,Consumer,City 08
776,Customer 0776,West,Consumer,City 09
777,Customer 0777,North,Consumer,City 10
778,Customer 0778,South,Consumer,City 11
779,Customer 0779,East,Corporate,City 12
780,Customer 0780,West,SMB,City 13
781,Customer 0781,North,Consumer,City 14
782,Customer 0782,South,SMB,City 15
783,Customer 0783,East,Corporate,City 16
784,Customer 0784,West,Consumer,City 17
785,Customer 0785,North,Consumer,City 18
786,Customer 0786,South,SMB,City 19
787,Customer 0787,East,SMB,City 20
788,Customer 0788,West,SMB,City 21
789,Customer 0789,North,SMB,City 22
790,Customer 0790,South,Consumer,City 23
791,Customer 0791,East,Consumer,City 24
792,Customer 0792,West,SMB,City 25
793,Customer 0793,North,Consumer,City 26
794,Customer 0794,South,Consumer,City 27
795,Customer 0795,East,Consumer,City 28
796,Customer 0796,West,Corporate,City 29
797,Customer 0797,North,SMB,City 30
798,Customer 0798,South,Consumer,City 31
799,Customer 0799,East,Corporate,City 32
800,Customer 0800,West,Consumer,City 33
801,Customer 0801,North,Consumer,City 34
802,Customer 0802,South,Consumer,City 35
803,Customer 0803,East,SMB,City 36
804,Customer 0804,West,Corporate,City 37
805,Customer 0805,North,SMB,City 38
806,Customer 0806,South,SMB,City 39
807,Customer 0807,East,SMB,City 40
808,Customer 0808,West,SMB,City 41
809,Customer 0809,North,Consumer,City 42
810,Customer 0810,South,SMB,City 43
811,Customer 0811,East,SMB,City 44
812,Customer 0812,West,Consumer,City 45
813,Customer 0813,North,Consumer,City 46
814,Customer 0814,South,Consumer,City 47
815,Customer 0815,East,Consumer,City 48
816,Customer 0816,West,Corporate,City 01
817,Customer 0817,North,Consumer,City 02
818,Customer 0818,South,Consumer,City 03
819,Customer 0819,East,Consumer,City 04
820,Customer 0820,West,Consumer,City 05
821,Customer 0821,North,Consumer,City 06
822,Customer 0822,South,Consumer,City 07
823,Customer 0823,East,Corporate,City 08
824,Customer 0824,West,Consumer,City 09
825,Customer 0825,North,Consumer,City 10
826,Customer 0826,South,Consumer,City 11
827,Customer 0827,East,Consumer,City 12
828,Customer 0828,West,SMB,City 13
829,Customer 0829,North,Consumer,City 14
830,Customer 0830,South,Consumer,City 15
831,Customer 0831,East,SMB,City 16
832,Customer 0832,West,Consumer,City 17
833,Customer 0833,North,Consumer,City 18
834,Customer 0834,South,Consumer,City 19
835,Customer 0835,East,Consumer,City 20
836,Customer 0836,West,Consumer,City 21
837,Customer 0837,North,Consumer,City 22
838,Customer 0838,South,Consumer,City 23
839,Customer 0839,East,SMB,City 24
840,Customer 0840,West,Consumer,City 25
841,Customer 0841,North,SMB,City 26
842,Customer 0842,South,SMB,City 27
843,Customer 0843,East,Consumer,City 28
844,Customer 0844,West,SMB,City 29
845,Customer 0845,North,SMB,City 30
846,Customer 0846,South,Corporate,City 31
847,Customer 0847,East,Corporate,City 32
848,Customer 0848,West,Consumer,City 33
849,Customer 0849,North,Consumer,City 34
850,Customer 0850,South,SMB,City 35
851,Customer 0851,East,Consumer,City 36
852,Customer 0852,West,Consumer,City 37
853,Customer 0853,North,SMB,City 38
854,Customer 0854,South,Consumer,City 39
855,Customer 0855,East,Corporate,City 40
856,Customer 0856,West,Consumer,City 41
857,Customer 0857,North,Consumer,City 42
858,Customer 0858,South,Consumer,City 43
859,Customer 0859,East,Consumer,City 44
860,Customer 0860,West,SMB,City 45
861,Customer 0861,North,Corporate,City 46
862,Customer 0862,South,Consumer,City 47
863,Customer 0863,East,SMB,City 48
864,Customer 0864,West,Consumer,City 01
865,Customer 0865,North,Corporate,City 02
866,Customer 0866,South,SMB,City 03
867,Customer 0867,East,SMB,City 04
868,Customer 0868,West,SMB,City 05
869,Customer 0869,North,Consumer,City 06
870,Customer 0870,South,SMB,City 07
871,Customer 0871,East,Consumer,City 08
872,Customer 0872,West,Consumer,City 09
873,Customer 0873,North,Consumer,City 10
874,Customer 0874,South,Consumer,City 11
875,Customer 0875,East,SMB,City 12
876,Customer 0876,West,Consumer,City 13
877,Customer 0877,North,Consumer,City 14
878,Customer 0878,South,Corporate,City 15
879,Customer 0879,East,SMB,City 16
880,Customer 0880,West,Consumer,City 17
881,Customer 0881,North,Consumer,City 18
882,Customer 0882,South,Consumer,City 19
883,Customer 0883,East,SMB,City 20
884,Customer 0884,West,Consumer,City 21
885,Customer 0885,North,SMB,City 22
886,Customer 0886,South,Corporate,City 23
887,Customer 0887,East,Corporate,City 24
888,Customer 0888,West,Consumer,City 25
889,Customer 0889,North,SMB,City 26
890,Customer 0890,South,Consumer,City 27
891,Customer 0891,East,Consumer,City 28
892,Customer 0892,West,Consumer,City 29
893,Customer 0893,North,Consumer,City 30
894,Customer 0894,South,SMB,City 31
895,Customer 0895,East,SMB,City 32
896,Customer 0896,West,SMB,City 33
897,Customer 0897,North,SMB,City 34
898,Customer 0898,South,SMB,City 35
899,Customer 0899,East,SMB,City 36
900,Customer 0900,West,Corporate,City 37
901,Customer 0901,North,Corporate,City 38
902,Customer 0902,South,Consumer,City 39
903,Customer 0903,East,Consumer,City 40
904,Customer 0904,West,Consumer,City 41
905,Customer 0905,North,Corporate,City 42
906,Customer 0906,South,Corporate,City 43
907,Customer 0907,East,SMB,City 44
908,Customer 0908,West,Consumer,City 45
909,Customer 0909,North,SMB,City 46
910,Customer 0910,South,Consumer,City 47
911,Customer 0911,East,SMB,City 48
912,Customer 0912,West,SMB,City 01
913,Customer 0913,North,Consumer,City 02
914,Customer 0914,South,Consumer,City 03
915,Customer 0915,East,Consumer,City 04
916,Customer 0916,West,Consumer,City 05
917,Customer 0917,North,Consumer,City 06
918,Customer 0918,South,Consumer,City 07
919,Customer 0919,East,Consumer,City 08
920,Customer 0920,West,SMB,City 09
921,Customer 0921,North,Consumer,City 10
922,Customer 0922,South,SMB,City 11
923,Customer 0923,East,Consumer,City 12
924,Customer 0924,West,Consumer,City 13
925,Customer 0925,North,Consumer,City 14
926,Customer 0926,South,Consumer,City 15
927,Customer 0927,East,Consumer,City 16
928,Customer 0928,West,Consumer,City 17
929,Customer 0929,North,Consumer,City 18
930,Customer 0930,South,SMB,City 19
931,Customer 0931,East,Corporate,City 20
932,Customer 0932,West,Corporate,City 21
933,Customer 0933,North,Consumer,City 22
934,Customer 0934,South,Consumer,City 23
935,Customer 0935,East,SMB,City 24
936,Customer 0936,West,Consumer,City 25
937,Customer 0937,North,Consumer,City 26
938,Customer 0938,South,Consumer,City 27
939,Customer 0939,East,Consumer,City 28
940,Customer 0940,West,Consumer,City 29
941,Customer 0941,North,SMB,City 30
942,Customer 0942,South,Consumer,City 31
943,Customer 0943,East,Consumer,City 32
944,Customer 0944,West,SMB,City 33
945,Customer 0945,North,SMB,City 34
946,Customer 0946,South,Corporate,City 35
947,Customer 0947,East,SMB,City 36
948,Customer 0948,West,Consumer,City 37
949,Customer 0949,North,SMB,City 38
950,Customer 0950,South,SMB,City 39
951,Customer 0951,East,Consumer,City 40
952,Customer 0952,West,Consumer,City 41
953,Customer 0953,North,Consumer,City 42
954,Customer 0954,South,Consumer,City 43
955,Customer 0955,East,Corporate,City 44
956,Customer 0956,West,SMB,City 45
957,Customer 0957,North,Consumer,City 46
958,Customer 0958,South,Consumer,City 47
959,Customer 0959,East,Corporate,City 48
960,Customer 0960,West,Corporate,City 01
961,Customer 0961,North,Consumer,City 02
962,Customer 0962,South,Corporate,City 03
963,Customer 0963,East,Consumer,City 04
964,Customer 0964,West,SMB,City 05
965,Customer 0965,North,Consumer,City 06
966,Customer 0966,South,Consumer,City 07
967,Customer 0967,East,SMB,City 08
968,Customer 0968,West,Consumer,City 09
969,Customer 0969,North,Consumer,City 10
970,Customer 0970,South,Corporate,City 11
971,Customer 0971,East,Consumer,City 12
972,Customer 0972,West,Consumer,City 13
973,Customer 0973,North,Consumer,City 14
974,Customer 0974,South,Consumer,City 15
975,Customer 0975,East,Consumer,City 16
976,Customer 0976,West,SMB,City 17
977,Customer 0977,North,SMB,City 18
978,Customer 0978,South,SMB,City 19
979,Customer 0979,East,Consumer,City 20
980,Customer 0980,West,SMB,City 21
981,Customer 0981,North,Consumer,City 22
982,Customer 0982,South,SMB,City 23
983,Customer 0983,East,Corporate,City 24
984,Customer 0984,West,SMB,City 25
985,Customer 0985,North,SMB,City 26
986,Customer 0986,South,Consumer,City 27
987,Customer 0987,East,Consumer,City 28
988,Customer 0988,West,Consumer,City 29
989,Customer 0989,North,Consumer,City 30
990,Customer 0990,South,SMB,City 31
991,Customer 0991,East,SMB,City 32
992,Customer 0992,West,Consumer,City 33
993,Customer 0993,North,SMB,City 34
994,Customer 0994,South,Consumer,City 35
995,Customer 0995,East,Consumer,City 36
996,Customer 0996,West,Corporate,City 37
997,Customer 0997,North,Consumer,City 38
998,Customer 0998,South,Consumer,City 39
999,Customer 0999,East,Consumer,City 40
1000,Customer 1000,West,Consumer,City 41
1001,Customer 1001,North,SMB,City 42
1002,Customer 1002,South,SMB,City 43
1003,Customer 1003,East,Consumer,City 44
1004,Customer 1004,West,SMB,City 45
1005,Customer 1005,North,Consumer,City 46
1006,Customer 1006,South,Corporate,City 47
1007,Customer 1007,East,Consumer,City 48
1008,Customer 1008,West,SMB,City 01
1009,Customer 1009,North,Consumer,City 02
1010,Customer 1010,South,Consumer,City 03
1011,Customer 1011,East,Corporate,City 04
1012,Customer 1012,West,Consumer,City 05
1013,Customer 1013,North,Consumer,City 06
1014,Customer 1014,South,SMB,City 07
1015,Customer 1015,East,SMB,City 08
1016,Customer 1016,West,Consumer,City 09
1017,Customer 1017,North,Consumer,City 10
1018,Customer 1018,South,SMB,City 11
1019,Customer 1019,East,Corporate,City 12
1020,Customer 1020,West,Corporate,City 13
1021,Customer 1021,North,Consumer,City 14
1022,Customer 1022,South,Consumer,City 15
1023,Customer 1023,East,SMB,City 16
1024,Customer 1024,West,Consumer,City 17
1025,Customer 1025,North,SMB,City 18
1026,Customer 1026,South,Consumer,City 19
1027,Customer 1027,East,Consumer,City 20
1028,Customer 1028,West,Consumer,City 21
1029,Customer 1029,North,Consumer,City 22
1030,Customer 1030,South,SMB,City 23
1031,Customer 1031,East,Consumer,City 24
1032,Customer 1032,West,Consumer,City 25
1033,Customer 1033,North,Consumer,City 26
1034,Customer 1034,South,Consumer,City 27
1035,Customer 1035,East,Corporate,City 28
1036,Customer 1036,West,SMB,City 29
1037,Customer 1037,North,Consumer,City 30
1038,Customer 1038,South,Consumer,City 31
1039,Customer 1039,East,Consumer,City 32
1040,Customer 1040,West,Consumer,City 33
1041,Customer 1041,North,Consumer,City 34
1042,Customer 1042,South,SMB,City 35
1043,Customer 1043,East,Consumer,City 36
1044,Customer 1044,West,Consumer,City 37
1045,Customer 1045,North,Consumer,City 38
1046,Customer 1046,South,Corporate,City 39
1047,Customer 1047,East,Consumer,City 40
1048,Customer 1048,West,Consumer,City 41
1049,Customer 1049,North,Consumer,City 42
1050,Customer 1050,South,SMB,City 43
1051,Customer 1051,East,Consumer,City 44
1052,Customer 1052,West,Consumer,City 45
1053,Customer 1053,North,Corporate,City 46
1054,Customer 1054,South,Consumer,City 47
1055,Customer 1055,East,Consumer,City 48
1056,Customer 1056,West,SMB,City 01
1057,Customer 1057,North,Consumer,City 02
1058,Customer 1058,South,Consumer,City 03
1059,Customer 1059,East,SMB,City 04
1060,Customer 1060,West,Corporate,City 05
1061,Customer 1061,North,SMB,City 06
1062,Customer 1062,South,Consumer,City 07
1063,Customer 1063,East,SMB,City 08
1064,Customer 1064,West,Consumer,City 09
1065,Customer 1065,North,Consumer,City 10
1066,Customer 1066,South,Consumer,City 11
1067,Customer 1067,East,Corporate,City 12
1068,Customer 1068,West,Consumer,City 13
1069,Customer 1069,North,SMB,City 14
1070,Customer 1070,South,Consumer,City 15
1071,Customer 1071,East,SMB,City 16
1072,Customer 1072,West,Consumer,City 17
1073,Customer 1073,North,SMB,City 18
1074,Customer 1074,South,Consumer,City 19
1075,Customer 1075,East,Consumer,City 20
1076,Customer 1076,West,Consumer,City 21
1077,Customer 1077,North,SMB,City 22
1078,Customer 1078,South,Consumer,City 23
1079,Customer 1079,East,Consumer,City 24
1080,Customer 1080,West,Consumer,City 25
1081,Customer 1081,North,Consumer,City 26
1082,Customer 1082,South,Consumer,City 27
1083,Customer 1083,East,Consumer,City 28
1084,Customer 1084,West,Consumer,City 29
1085,Customer 1085,North,SMB,City 30
1086,Customer 1086,South,SMB,City 31
1087,Customer 1087,East,Consumer,City 32
1088,Customer 1088,West,SMB,City 33
1089,Customer 1089,North,Consumer,City 34
1090,Customer 1090,South,Consumer,City 35
1091,Customer 1091,East,Consumer,City 36
1092,Customer 1092,West,Corporate,City 37
1093,Customer 1093,North,SMB,City 38
1094,Customer 1094,South,Consumer,City 39
1095,Customer 1095,East,Consumer,City 40
1096,Customer 1096,West,Consumer,City 41
1097,Customer 1097,North,Consumer,City 42
1098,Customer 1098,South,Consumer,City 43
1099,Customer 1099,East,Consumer,City 44
1100,Customer 1100,West,SMB,City 45
1101,Customer 1101,North,Consumer,City 46
1102,Customer 1102,South,SMB,City 47
1103,Customer 1103,East,Consumer,City 48
1104,Customer 1104,West,Corporate,City 01
1105,Customer 1105,North,Consumer,City 02
1106,Customer 1106,South,Consumer,City 03
1107,Customer 1107,East,Corporate,City 04
1108,Customer 1108,West,Corporate,City 05
1109,Customer 1109,North,Consumer,City 06
1110,Customer 1110,South,SMB,City 07
1111,Customer 1111,East,Consumer,City 08
1112,Customer 1112,West,Corporate,City 09
1113,Customer 1113,North,Consumer,City 10
1114,Customer 1114,South,SMB,City 11
1115,Customer 1115,East,Consumer,City 12
1116,Customer 1116,West,Consumer,City 13
1117,Customer 1117,North,Consumer,City 14
1118,Customer 1118,South,Consumer,City 15
1119,Customer 1119,East,Consumer,City 16
1120,Customer 1120,West,SMB,City 17
1121,Customer 1121,North,Consumer,City 18
1122,Customer 1122,South,Consumer,City 19
1123,Customer 1123,East,Consumer,City 20
1124,Customer 1124,West,SMB,City 21
1125,Customer 1125,North,Corporate,City 22
1126,Customer 1126,South,Consumer,City 23
1127,Customer 1127,East,Consumer,City 24
1128,Customer 1128,West,Consumer,City 25
1129,Customer 1129,North,Consumer,City 26
1130,Customer 1130,South,Consumer,City 27
1131,Customer 1131,East,Consumer,City 28
1132,Customer 1132,West,Consumer,City 29
1133,Customer 1133,North,Consumer,City 30
1134,Customer 1134,South,SMB,City 31
1135,Customer 1135,East,Consumer,City 32
1136,Customer 1136,West,SMB,City 33
1137,Customer 1137,North,Consumer,City 34
1138,Customer 1138,South,Corporate,City 35
1139,Customer 1139,East,SMB,City 36
1140,Customer 1140,West,SMB,City 37
1141,Customer 1141,North,Corporate,City 38
1142,Customer 1142,South,Consumer,City 39
1143,Customer 1143,East,SMB,City 40
1144,Customer 1144,West,SMB,City 41
1145,Customer 1145,North,SMB,City 42
1146,Customer 1146,South,Consumer,City 43
1147,Customer 1147,East,Corporate,City 44
1148,Customer 1148,West,SMB,City 45
1149,Customer 1149,North,SMB,City 46
1150,Customer 1150,South,Corporate,City 47
1151,Customer 1151,East,Consumer,City 48
1152,Customer 1152,West,SMB,City 01
1153,Customer 1153,North,Consumer,City 02
1154,Customer 1154,South,Corporate,City 03
1155,Customer 1155,East,Corporate,City 04
1156,Customer 1156,West,Consumer,City 05
1157,Customer 1157,North,Consumer,City 06
1158,Customer 1158,South,Consumer,City 07
1159,Customer 1159,East,SMB,City 08
1160,Customer 1160,West,SMB,City 09
1161,Customer 1161,North,SMB,City 10
1162,Customer 1162,South,Corporate,City 11
1163,Customer 1163,East,SMB,City 12
1164,Customer 1164,West,Consumer,City 13
1165,Customer 1165,North,Consumer,City 14
1166,Customer 1166,South,Consumer,City 15
1167,Customer 1167,East,Corporate,City 16
1168,Customer 1168,West,Consumer,City 17
1169,Customer 1169,North,Corporate,City 18
1170,Customer 1170,South,Corporate,City 19
1171,Customer 1171,East,SMB,City 20
1172,Customer 1172,West,SMB,City 21
1173,Customer 1173,North,Corporate,City 22
1174,Customer 1174,South,Consumer,City 23
1175,Customer 1175,East,Corporate,City 24
1176,Customer 1176,West,SMB,City 25
1177,Customer 1177,North,Consumer,City 26
1178,Customer 1178,South,Corporate,City 27
1179,Customer 1179,East,Consumer,City 28
1180,Customer 1180,West,Corporate,City 29
1181,Customer 1181,North,Corporate,City 30
1182,Customer 1182,South,Consumer,City 31
1183,Customer 1183,East,Consumer,City 32
1184,Customer 1184,West,SMB,City 33
1185,Customer 1185,North,Corporate,City 34
1186,Customer 1186,South,Consumer,City 35
1187,Customer 1187,East,Consumer,City 36
1188,Customer 1188,West,Consumer,City 37
1189,Customer 1189,North,Consumer,City 38
1190,Customer 1190,South,Consumer,City 39
1191,Customer 1191,East,Consumer,City 40
1192,Customer 1192,West,Consumer,City 41
1193,Customer 1193,North,SMB,City 42
1194,Customer 1194,South,Corporate,City 43
1195,Customer 1195,East,Consumer,City 44
1196,Customer 1196,West,Consumer,City 45
1197,Customer 1197,North,Consumer,City 46
1198,Customer 1198,South,Consumer,City 47
1199,Customer 1199,East,Corporate,City 48
1200,Customer 1200,West,SMB,City 01
1201,Customer 1201,North,Consumer,City 02
1202,Customer 1202,South,SMB,City 03
1203,Customer 1203,East,SMB,City 04
1204,Customer 1204,West,Consumer,City 05
1205,Customer 1205,North,Consumer,City 06
1206,Customer 1206,South,Consumer,City 07
1207,Customer 1207,East,Consumer,City 08
1208,Customer 1208,West,SMB,City 09
1209,Customer 1209,North,SMB,City 10
1210,Customer 1210,South,Corporate,City 11
1211,Customer 1211,East,Consumer,City 12
1212,Customer 1212,West,Consumer,City 13
1213,Customer 1213,North,Consumer,City 14
1214,Customer 1214,South,Consumer,City 15
1215,Customer 1215,East,Consumer,City 16
1216,Customer 1216,West,SMB,City 17
1217,Customer 1217,North,Consumer,City 18
1218,Customer 1218,South,Consumer,City 19
1219,Customer 1219,East,Consumer,City 20
1220,Customer 1220,West,Consumer,City 21
1221,Customer 1221,North,SMB,City 22
1222,Customer 1222,South,SMB,City 23
1223,Customer 1223,East,Consumer,City 24
1224,Customer 1224,West,Consumer,City 25
1225,Customer 1225,North,Consumer,City 26
1226,Customer 1226,South,SMB,City 27
1227,Customer 1227,East,Consumer,City 28
1228,Customer 1228,West,SMB,City 29
1229,Customer 1229,North,SMB,City 30
1230,Customer 1230,South,SMB,City 31
1231,Customer 1231,East,SMB,City 32
1232,Customer 1232,West,Consumer,City 33
1233,Customer 1233,North,Consumer,City 34
1234,Customer 1234,South,Corporate,City 35
1235,Customer 1235,East,SMB,City 36
1236,Customer 1236,West,Consumer,City 37
1237,Customer 1237,North,Consumer,City 38
1238,Customer 1238,South,SMB,City 39
1239,Customer 1239,East,Consumer,City 40
1240,Customer 1240,West,SMB,City 41
1241,Customer 1241,North,Consumer,City 42
1242,Customer 1242,South,Consumer,City 43
1243,Customer 1243,East,SMB,City 44
1244,Customer 1244,West,Consumer,City 45
1245,Customer 1245,North,Corporate,City 46
1246,Customer 1246,South,Consumer,City 47
1247,Customer 1247,East,Consumer,City 48
1248,Customer 1248,West,Consumer,City 01
1249,Customer 1249,North,Consumer,City 02
1250,Customer 1250,South,Consumer,City 03
1251,Customer 1251,East,SMB,City 04
1252,Customer 1252,West,Consumer,City 05
1253,Customer 1253,North,Consumer,City 06
1254,Customer 1254,South,Consumer,City 07
1255,Customer 1255,East,Consumer,City 08
1256,Customer 1256,West,Consumer,City 09
1257,Customer 1257,North,Corporate,City 10
1258,Customer 1258,South,SMB,City 11
1259,Customer 1259,East,Consumer,City 12
1260,Customer 1260,West,SMB,City 13
1261,Customer 1261,North,Corporate,City 14
1262,Customer 1262,South,Consumer,City 15
1263,Customer 1263,East,SMB,City 16
1264,Customer 1264,West,Corporate,City 17
1265,Customer 1265,North,Consumer,City 18
1266,Customer 1266,South,SMB,City 19
1267,Customer 1267,East,SMB,City 20
1268,Customer 1268,West,Corporate,City 21
1269,Customer 1269,North,Consumer,City 22
1270,Customer 1270,South,Consumer,City 23
1271,Customer 1271,East,SMB,City 24
1272,Customer 1272,West,Consumer,City 25
1273,Customer 1273,North,Consumer,City 26
1274,Customer 1274,South,Corporate,City 27
1275,Customer 1275,East,Consumer,City 28
1276,Customer 1276,West,Corporate,City 29
1277,Customer 1277,North,Corporate,City 30
1278,Customer 1278,South,SMB,City 31
1279,Customer 1279,East,SMB,City 32
1280,Customer 1280,West,Consumer,City 33
1281,Customer 1281,North,SMB,City 34
1282,Customer 1282,South,SMB,City 35
1283,Customer 1283,East,SMB,City 36
1284,Customer 1284,West,Consumer,City 37
1285,Customer 1285,North,Consumer,City 38
1286,Customer 1286,South,SMB,City 39
1287,Customer 1287,East,SMB,City 40
1288,Customer 1288,West,Consumer,City 41
1289,Customer 1289,North,Consumer,City 42
1290,Customer 1290,South,Consumer,City 43
1291,Customer 1291,East,SMB,City 44
1292,Customer 1292,West,SMB,City 45
1293,Customer 1293,North,SMB,City 46
1294,Customer 1294,South,SMB,City 47
1295,Customer 1295,East,Consumer,City 48
1296,Customer 1296,West,Consumer,City 01
1297,Customer 1297,North,Consumer,City 02
1298,Customer 1298,South,SMB,City 03
1299,Customer 1299,East,Corporate,City 04
1300,Customer 1300,West,Corporate,City 05
1301,Customer 1301,North,Consumer,City 06
1302,Customer 1302,South,Consumer,City 07
1303,Customer 1303,East,Consumer,City 08
1304,Customer 1304,West,Consumer,City 09
1305,Customer 1305,North,Consumer,City 10
1306,Customer 1306,South,Corporate,City 11
1307,Customer 1307,East,Consumer,City 12
1308,Customer 1308,West,Consumer,City 13
1309,Customer 1309,North,Corporate,City 14
1310,Customer 1310,South,Consumer,City 15
1311,Customer 1311,East,Consumer,City 16
1312,Customer 1312,West,Consumer,City 17
1313,Customer 1313,North,SMB,City 18
1314,Customer 1314,South,Consumer,City 19
1315,Customer 1315,East,SMB,City 20
1316,Customer 1316,West,Consumer,City 21
1317,Customer 1317,North,Corporate,City 22
1318,Customer 1318,South,Consumer,City 23
1319,Customer 1319,East,Consumer,City 24
1320,Customer 1320,West,Consumer,City 25
1321,Customer 1321,North,Corporate,City 26
1322,Customer 1322,South,SMB,City 27
1323,Customer 1323,East,Consumer,City 28
1324,Customer 1324,West,SMB,City 29
1325,Customer 1325,North,SMB,City 30
1326,Customer 1326,South,Corporate,City 31
1327,Customer 1327,East,Corporate,City 32
1328,Customer 1328,West,Consumer,City 33
1329,Customer 1329,North,Consumer,City 34
1330,Customer 1330,South,Consumer,City 35
1331,Customer 1331,East,Corporate,City 36
1332,Customer 1332,West,SMB,City 37
1333,Customer 1333,North,Consumer,City 38
1334,Customer 1334,South,Consumer,City 39
1335,Customer 1335,East,Consumer,City 40
1336,Customer 1336,West,Corporate,City 41
1337,Customer 1337,North,Consumer,City 42
1338,Customer 1338,South,SMB,City 43
1339,Customer 1339,East,Consumer,City 44
1340,Customer 1340,West,Corporate,City 45
1341,Customer 1341,North,Consumer,City 46
1342,Customer 1342,South,Consumer,City 47
1343,Customer 1343,East,Consumer,City 48
1344,Customer 1344,West,Consumer,City 01
1345,Customer 1345,North,Consumer,City 02
1346,Customer 1346,South,Consumer,City 03
1347,Customer 1347,East,SMB,City 04
1348,Customer 1348,West,Corporate,City 05
1349,Customer 1349,North,Corporate,City 06
1350,Customer 1350,South,SMB,City 07
1351,Customer 1351,East,Consumer,City 08
1352,Customer 1352,West,SMB,City 09
1353,Customer 1353,North,Corporate,City 10
1354,Customer 1354,South,Consumer,City 11
1355,Customer 1355,East,Corporate,City 12
1356,Customer 1356,West,Consumer,City 13
1357,Customer 1357,North,Consumer,City 14
1358,Customer 1358,South,Consumer,City 15
1359,Customer 1359,East,Corporate,City 16
1360,Customer 1360,West,Consumer,City 17
1361,Customer 1361,North,Corporate,City 18
1362,Customer 1362,South,Consumer,City 19
1363,Customer 1363,East,Consumer,City 20
1364,Customer 1364,West,Consumer,City 21
1365,Customer 1365,North,SMB,City 22
1366,Customer 1366,South,Consumer,City 23
1367,Customer 1367,East,Consumer,City 24
1368,Customer 1368,West,SMB,City 25
1369,Customer 1369,North,Consumer,City 26
1370,Customer 1370,South,Consumer,City 27
1371,Customer 1371,East,Corporate,City 28
1372,Customer 1372,West,Consumer,City 29
1373,Customer 1373,North,Consumer,City 30
1374,Customer 1374,South,SMB,City 31
1375,Customer 1375,East,SMB,City 32
1376,Customer 1376,West,Consumer,City 33
1377,Customer 1377,North,Corporate,City 34
1378,Customer 1378,South,Consumer,City 35
1379,Customer 1379,East,Consumer,City 36
1380,Customer 1380,West,Consumer,City 37
1381,Customer 1381,North,Corporate,City 38
1382,Customer 1382,South,Consumer,City 39
1383,Customer 1383,East,Consumer,City 40
1384,Customer 1384,West,SMB,City 41
1385,Customer 1385,North,Consumer,City 42
1386,Customer 1386,South,Consumer,City 43
1387,Customer 1387,East,Consumer,City 44
1388,Customer 1388,West,Consumer,City 45
1389,Customer 1389,North,Consumer,City 46
1390,Customer 1390,South,Consumer,City 47
1391,Customer 1391,East,Corporate,City 48
1392,Customer 1392,West,Consumer,City 01
1393,Customer 1393,North,SMB,City 02
1394,Customer 1394,South,SMB,City 03
1395,Customer 1395,East,Consumer,City 04
