SaleID,OrderDate,ProductID,Category,Channel,Region,Quantity,Revenue,Cost,Profit
S00335,2025-04-23,P01,Accessories,Retail,Aegean,1,236.55,152.25,84.3
S00336,2025-04-23,P05,Storage,Online,Aegean,4,140,69.5,70.5
S00337,2025-04-24,P04,Office,Online,Central Anatolia,2,93.1,47.54,45.56
S00338,2025-04-24,P01,Accessories,Online,Marmara,5,245,152.48,92.52
S00339,2025-04-24,P03,Displays,Retail,Central Anatolia,3,105,56.35,48.65
S00340,2025-04-24,P05,Storage,Marketplace,Aegean,5,175,102.7,72.3
S00341,2025-04-24,P04,Office,Online,Central Anatolia,3,747,387.54,359.46
S00342,2025-04-25,P02,Audio,Marketplace,Central Anatolia,4,946.2,466.81,479.39
S00343,2025-04-25,P03,Displays,Marketplace,Central Anatolia,3,99.75,54.97,44.78
S00344,2025-04-26,P02,Audio,Online,Aegean,4,300,174.5,125.5
S00345,2025-04-27,P04,Office,Marketplace,Marmara,2,66.5,33.85,32.65
S00346,2025-04-27,P02,Audio,Retail,Marmara,5,157.5,75.67,81.83
S00347,2025-04-27,P04,Office,Marketplace,Aegean,6,1020.3,565.97,454.33
S00348,2025-04-28,P05,Storage,Retail,Marmara,1,49,29.24,19.76
S00349,2025-04-28,P01,Accessories,Online,Aegean,4,300,148.94,151.06
S00350,2025-04-28,P05,Storage,Online,Central Anatolia,1,71.25,39.06,32.19
S00351,2025-04-29,P02,Audio,Online,Marmara,5,375,210.06,164.94
S00352,2025-04-29,P04,Office,Marketplace,Aegean,1,119,73.1,45.9
S00353,2025-04-30,P03,Displays,Marketplace,Central Anatolia,2,448.2,274.0,174.2
S00354,2025-04-30,P03,Displays,Marketplace,Aegean,1,46.55,27.97,18.58
S00355,2025-04-30,P04,Office,Retail,Marmara,3,510.15,340.5,169.65
S00356,2025-04-30,P03,Displays,Retail,Central Anatolia,6,264.6,160.06,104.54
S00357,2025-05-01,P05,Storage,Marketplace,Marmara,4,476,289.94,186.06
S00358,2025-05-01,P03,Displays,Online,Aegean,5,535.5,329.85,205.65
S00359,2025-05-02,P05,Storage,Retail,Marmara,4,300,174.21,125.79
S00360,2025-05-03,P01,Accessories,Marketplace,Marmara,1,249,140.47,108.53
S00361,2025-05-03,P01,Accessories,Retail,Aegean,2,98,53.21,44.79
S00362,2025-05-03,P05,Storage,Online,Aegean,6,450,299.91,150.09
S00363,2025-05-03,P01,Accessories,Online,Central Anatolia,6,642.6,413.53,229.07
S00364,2025-05-03,P04,Office,Online,Central Anatolia,4,176.4,111.25,65.15
S00365,2025-05-04,P01,Accessories,Marketplace,Aegean,6,210,113.09,96.91
S00366,2025-05-04,P03,Displays,Retail,Central Anatolia,1,67.5,43.13,24.37
S00367,2025-05-04,P02,Audio,Online,Central Anatolia,3,94.5,52.79,41.71
S00368,2025-05-04,P04,Office,Marketplace,Aegean,1,49,24.33,24.67
S00369,2025-05-04,P03,Displays,Online,Central Anatolia,3,105,67.8,37.2
S00370,2025-05-05,P05,Storage,Marketplace,Marmara,1,75,44.75,30.25
S00371,2025-05-06,P01,Accessories,Retail,Central Anatolia,1,75,39.74,35.26
S00372,2025-05-06,P04,Office,Online,Aegean,2,358,174.9,183.1
S00373,2025-05-06,P03,Displays,Retail,Central Anatolia,6,1074,623.24,450.76
S00374,2025-05-06,P03,Displays,Retail,Marmara,1,224.1,113.63,110.47
S00375,2025-05-06,P01,Accessories,Marketplace,Marmara,5,1182.75,719.7,463.05
S00376,2025-05-07,P05,Storage,Online,Central Anatolia,6,1074,619.67,454.33
S00377,2025-05-07,P01,Accessories,Online,Aegean,6,1419.3,810.49,608.81
S00378,2025-05-07,P01,Accessories,Retail,Central Anatolia,1,46.55,30.94,15.61
S00379,2025-05-08,P01,Accessories,Retail,Central Anatolia,2,70,40.51,29.49
S00380,2025-05-08,P04,Office,Marketplace,Marmara,5,895,486.03,408.97
S00381,2025-05-08,P02,Audio,Retail,Central Anatolia,4,428.4,240.61,187.79
S00382,2025-05-08,P01,Accessories,Online,Marmara,5,850.25,507.78,342.47
S00383,2025-05-09,P05,Storage,Online,Marmara,6,1494,987.59,506.41
S00384,2025-05-09,P03,Displays,Retail,Marmara,5,805.5,388.69,416.81
S00385,2025-05-09,P02,Audio,Online,Marmara,6,1020.3,642.35,377.95
S00386,2025-05-09,P03,Displays,Marketplace,Central Anatolia,5,232.75,146.8,85.95
S00387,2025-05-09,P04,Office,Marketplace,Aegean,5,356.25,195.28,160.97
S00388,2025-05-10,P04,Office,Retail,Aegean,4,133.0,71.35,61.65
S00389,2025-05-10,P05,Storage,Retail,Marmara,1,113.05,75.59,37.46
S00390,2025-05-10,P04,Office,Online,Central Anatolia,5,565.25,347.25,218.0
S00391,2025-05-10,P05,Storage,Retail,Central Anatolia,3,747,462.11,284.89
S00392,2025-05-10,P02,Audio,Online,Central Anatolia,5,895,566.92,328.08
S00393,2025-05-11,P01,Accessories,Retail,Central Anatolia,2,214.2,143.63,70.57
S00394,2025-05-11,P03,Displays,Marketplace,Marmara,5,805.5,469.49,336.01
S00395,2025-05-11,P03,Displays,Marketplace,Aegean,3,510.15,344.03,166.12
S00396,2025-05-11,P03,Displays,Online,Central Anatolia,1,33.25,16.4,16.85
S00397,2025-05-11,P03,Displays,Marketplace,Central Anatolia,4,946.2,462.51,483.69
S00398,2025-05-12,P05,Storage,Retail,Aegean,1,179,116.89,62.11
S00399,2025-05-13,P05,Storage,Retail,Marmara,3,747,370.93,376.07
S00400,2025-05-13,P03,Displays,Online,Central Anatolia,4,476,283.44,192.56
S00401,2025-05-13,P01,Accessories,Online,Marmara,4,476,261.58,214.42
S00402,2025-05-14,P05,Storage,Online,Central Anatolia,2,150,81.72,68.28
S00403,2025-05-14,P04,Office,Retail,Marmara,3,709.65,354.68,354.97
S00404,2025-05-14,P03,Displays,Marketplace,Central Anatolia,2,70,44.92,25.08
S00405,2025-05-15,P01,Accessories,Marketplace,Marmara,4,680.2,350.44,329.76
S00406,2025-05-15,P04,Office,Marketplace,Aegean,4,133.0,77.31,55.69
S00407,2025-05-15,P04,Office,Online,Aegean,1,31.5,15.52,15.98
S00408,2025-05-16,P05,Storage,Marketplace,Marmara,5,175,100.53,74.47
S00409,2025-05-16,P03,Displays,Retail,Aegean,5,595,313.38,281.62
S00410,2025-05-17,P02,Audio,Online,Aegean,5,337.5,181.29,156.21
S00411,2025-05-18,P03,Displays,Marketplace,Marmara,5,232.75,140.38,92.37
S00412,2025-05-19,P03,Displays,Online,Aegean,2,88.2,47.34,40.86
S00413,2025-05-19,P01,Accessories,Marketplace,Aegean,5,175,94.87,80.13
S00414,2025-05-19,P02,Audio,Online,Central Anatolia,4,680.2,335.32,344.88
S00415,2025-05-19,P03,Displays,Marketplace,Marmara,1,161.1,79.8,81.3
S00416,2025-05-20,P02,Audio,Online,Central Anatolia,3,339.15,184.44,154.71
S00417,2025-05-20,P03,Displays,Marketplace,Aegean,3,357,182.7,174.3
S00418,2025-05-20,P03,Displays,Marketplace,Marmara,4,126.0,85.2,40.8
S00419,2025-05-21,P01,Accessories,Online,Central Anatolia,1,75,43.4,31.6
S00420,2025-05-21,P04,Office,Marketplace,Aegean,1,179,101.87,77.13
S00421,2025-05-22,P05,Storage,Marketplace,Marmara,1,49,32.62,16.38
S00422,2025-05-22,P01,Accessories,Online,Aegean,3,357,207.54,149.46
S00423,2025-05-22,P05,Storage,Retail,Marmara,2,150,89.57,60.43
S00424,2025-05-22,P04,Office,Marketplace,Marmara,5,1182.75,658.25,524.5
S00425,2025-05-22,P01,Accessories,Marketplace,Central Anatolia,5,595,332.84,262.16
S00426,2025-05-23,P02,Audio,Online,Aegean,3,709.65,403.61,306.04
S00427,2025-05-23,P03,Displays,Online,Aegean,4,716,378.9,337.1
S00428,2025-05-23,P05,Storage,Online,Marmara,1,71.25,41.66,29.59
S00429,2025-05-24,P04,Office,Retail,Central Anatolia,2,63.0,33.55,29.45
S00430,2025-05-24,P04,Office,Online,Aegean,5,337.5,203.87,133.63
S00431,2025-05-24,P02,Audio,Retail,Central Anatolia,4,300,190.72,109.28
S00432,2025-05-25,P01,Accessories,Online,Marmara,6,714,470.2,243.8
S00433,2025-05-25,P02,Audio,Marketplace,Central Anatolia,2,498,295.57,202.43
S00434,2025-05-25,P03,Displays,Online,Aegean,2,322.2,156.61,165.59
S00435,2025-05-25,P04,Office,Marketplace,Aegean,4,176.4,115.45,60.95
S00436,2025-05-25,P01,Accessories,Online,Central Anatolia,1,224.1,121.28,102.82
S00437,2025-05-26,P03,Displays,Marketplace,Marmara,4,196,109.76,86.24
S00438,2025-05-26,P05,Storage,Retail,Marmara,3,747,418.25,328.75
S00439,2025-05-26,P01,Accessories,Online,Central Anatolia,4,300,192.58,107.42
S00440,2025-05-26,P01,Accessories,Online,Aegean,4,996,621.46,374.54
S00441,2025-05-27,P03,Displays,Online,Aegean,2,98,61.65,36.35
S00442,2025-05-27,P04,Office,Retail,Aegean,4,644.4,431.37,213.03
S00443,2025-05-28,P04,Office,Retail,Marmara,3,321.3,186.54,134.76
S00444,2025-05-28,P01,Accessories,Marketplace,Central Anatolia,3,747,493.31,253.69
S00445,2025-05-29,P04,Office,Retail,Central Anatolia,5,245,119.56,125.44
S00446,2025-05-29,P05,Storage,Marketplace,Marmara,4,476,298.74,177.26
S00447,2025-05-29,P04,Office,Marketplace,Marmara,3,747,496.98,250.02
S00448,2025-05-30,P02,Audio,Online,Marmara,5,595,399.97,195.03
S00449,2025-05-30,P03,Displays,Online,Central Anatolia,1,67.5,41.42,26.08
S00450,2025-05-30,P04,Office,Online,Central Anatolia,1,31.5,15.52,15.98
S00451,2025-05-30,P02,Audio,Retail,Central Anatolia,6,642.6,403.55,239.05
S00452,2025-05-31,P01,Accessories,Marketplace,Aegean,5,895,432.58,462.42
S00453,2025-05-31,P05,Storage,Retail,Aegean,2,214.2,110.6,103.6
S00454,2025-05-31,P04,Office,Online,Marmara,4,300,156.51,143.49
S00455,2025-05-31,P01,Accessories,Marketplace,Central Anatolia,1,119,62.67,56.33
S00456,2025-05-31,P01,Accessories,Online,Central Anatolia,3,139.65,69.76,69.89
S00457,2025-06-01,P05,Storage,Marketplace,Central Anatolia,4,896.4,445.8,450.6
S00458,2025-06-01,P02,Audio,Online,Aegean,6,642.6,368.58,274.02
S00459,2025-06-02,P04,Office,Online,Aegean,1,35,21.96,13.04
S00460,2025-06-02,P02,Audio,Retail,Marmara,3,483.3,263.06,220.24
S00461,2025-06-02,P01,Accessories,Retail,Marmara,3,105,68.03,36.97
S00462,2025-06-03,P04,Office,Retail,Central Anatolia,3,537,316.3,220.7
S00463,2025-06-04,P05,Storage,Online,Central Anatolia,3,105,70.87,34.13
S00464,2025-06-04,P03,Displays,Retail,Marmara,4,300,179.46,120.54
S00465,2025-06-04,P03,Displays,Retail,Central Anatolia,3,510.15,289.08,221.07
S00466,2025-06-04,P05,Storage,Marketplace,Central Anatolia,3,537,341.14,195.86
S00467,2025-06-04,P05,Storage,Online,Marmara,6,1020.3,541.29,479.01
S00468,2025-06-05,P05,Storage,Online,Aegean,5,337.5,174.09,163.41
S00469,2025-06-05,P01,Accessories,Marketplace,Central Anatolia,5,595,301.31,293.69
S00470,2025-06-06,P04,Office,Online,Marmara,6,294,154.43,139.57
S00471,2025-06-06,P01,Accessories,Retail,Aegean,2,358,227.55,130.45
S00472,2025-06-06,P01,Accessories,Marketplace,Aegean,5,895,592.83,302.17
S00473,2025-06-07,P03,Displays,Marketplace,Central Anatolia,1,249,123.01,125.99
S00474,2025-06-07,P05,Storage,Online,Central Anatolia,3,139.65,76.7,62.95
S00475,2025-06-07,P04,Office,Online,Central Anatolia,1,249,136.65,112.35
S00476,2025-06-08,P05,Storage,Marketplace,Aegean,1,49,29.68,19.32
S00477,2025-06-09,P02,Audio,Marketplace,Marmara,4,186.2,118.3,67.9
S00478,2025-06-09,P01,Accessories,Retail,Marmara,4,285.0,142.6,142.4
S00479,2025-06-09,P05,Storage,Marketplace,Aegean,2,70,34.32,35.68
S00480,2025-06-09,P03,Displays,Online,Marmara,5,1245,697.46,547.54
S00481,2025-06-10,P05,Storage,Online,Marmara,6,1074,519.43,554.57
S00482,2025-06-10,P03,Displays,Retail,Aegean,3,672.3,406.07,266.23
S00483,2025-06-10,P03,Displays,Marketplace,Marmara,3,139.65,73.74,65.91
S00484,2025-06-10,P04,Office,Online,Marmara,3,94.5,57.73,36.77
S00485,2025-06-10,P03,Displays,Marketplace,Aegean,5,337.5,181.71,155.79
S00486,2025-06-11,P05,Storage,Online,Aegean,2,473.1,293.47,179.63
S00487,2025-06-11,P04,Office,Retail,Aegean,5,1120.5,553.97,566.53
S00488,2025-06-11,P01,Accessories,Marketplace,Marmara,6,714,379.35,334.65
S00489,2025-06-12,P03,Displays,Retail,Central Anatolia,5,595,291.66,303.34
S00490,2025-06-12,P04,Office,Online,Aegean,6,1020.3,657.69,362.61
S00491,2025-06-13,P04,Office,Retail,Central Anatolia,5,805.5,477.85,327.65
S00492,2025-06-14,P05,Storage,Retail,Aegean,2,498,252.4,245.6
S00493,2025-06-14,P05,Storage,Marketplace,Aegean,5,1245,679.7,565.3
S00494,2025-06-14,P02,Audio,Marketplace,Aegean,1,107.1,67.45,39.65
S00495,2025-06-15,P04,Office,Online,Marmara,3,672.3,343.43,328.87
S00496,2025-06-15,P05,Storage,Online,Marmara,1,44.1,28.16,15.94
S00497,2025-06-16,P05,Storage,Online,Aegean,3,99.75,61.85,37.9
S00498,2025-06-16,P02,Audio,Marketplace,Central Anatolia,3,202.5,121.88,80.62
S00499,2025-06-16,P02,Audio,Retail,Central Anatolia,3,747,470.66,276.34
S00500,2025-06-16,P02,Audio,Marketplace,Aegean,1,75,39.23,35.77
S00501,2025-06-16,P02,Audio,Retail,Marmara,5,595,286.45,308.55
S00502,2025-06-17,P03,Displays,Online,Aegean,1,75,47.64,27.36
S00503,2025-06-18,P03,Displays,Online,Central Anatolia,6,714,364.14,349.86
S00504,2025-06-18,P04,Office,Retail,Marmara,5,245,160.75,84.25
S00505,2025-06-19,P04,Office,Online,Aegean,4,285.0,149.19,135.81
S00506,2025-06-19,P05,Storage,Retail,Aegean,4,452.2,270.98,181.22
S00507,2025-06-20,P04,Office,Marketplace,Marmara,3,357,205.9,151.1
S00508,2025-06-21,P02,Audio,Marketplace,Aegean,1,249,140.45,108.55
S00509,2025-06-21,P04,Office,Retail,Aegean,3,339.15,206.25,132.9
S00510,2025-06-22,P04,Office,Retail,Marmara,1,249,136.61,112.39
S00511,2025-06-22,P03,Displays,Online,Central Anatolia,3,225,140.2,84.8
S00512,2025-06-22,P03,Displays,Retail,Central Anatolia,2,66.5,32.7,33.8
S00513,2025-06-23,P02,Audio,Marketplace,Aegean,3,99.75,53.21,46.54
S00514,2025-06-23,P04,Office,Retail,Aegean,3,147,99.95,47.05
S00515,2025-06-23,P03,Displays,Marketplace,Aegean,2,98,61.12,36.88
S00516,2025-06-23,P02,Audio,Marketplace,Central Anatolia,3,147,83.9,63.1
S00517,2025-06-24,P05,Storage,Marketplace,Aegean,2,93.1,60.09,33.01
S00518,2025-06-25,P03,Displays,Retail,Aegean,4,896.4,439.06,457.34
S00519,2025-06-25,P03,Displays,Marketplace,Aegean,1,119,77.05,41.95
S00520,2025-06-25,P01,Accessories,Marketplace,Marmara,5,356.25,220.41,135.84
S00521,2025-06-25,P05,Storage,Online,Central Anatolia,6,189.0,98.95,90.05
S00522,2025-06-25,P02,Audio,Marketplace,Central Anatolia,2,142.5,77.32,65.18
S00523,2025-06-26,P04,Office,Online,Aegean,1,224.1,133.45,90.65
S00524,2025-06-27,P03,Displays,Retail,Aegean,2,473.1,278.51,194.59
S00525,2025-06-27,P01,Accessories,Online,Aegean,5,220.5,140.88,79.62
S00526,2025-06-27,P04,Office,Marketplace,Marmara,5,1245,755.08,489.92
S00527,2025-06-27,P04,Office,Retail,Central Anatolia,1,249,144.97,104.03
S00528,2025-06-27,P02,Audio,Online,Aegean,6,294,149.35,144.65
S00529,2025-06-28,P02,Audio,Marketplace,Central Anatolia,1,35,20.33,14.67
S00530,2025-06-28,P04,Office,Marketplace,Marmara,6,210,125.32,84.68
S00531,2025-06-28,P04,Office,Retail,Central Anatolia,1,119,71.15,47.85
S00532,2025-06-28,P05,Storage,Marketplace,Marmara,5,850.25,488.36,361.89
S00533,2025-06-28,P05,Storage,Retail,Aegean,1,44.1,27.99,16.11
S00534,2025-06-29,P04,Office,Retail,Aegean,3,537,343.83,193.17
S00535,2025-06-29,P03,Displays,Online,Aegean,6,642.6,321.46,321.14
S00536,2025-06-30,P02,Audio,Retail,Central Anatolia,6,450,291.2,158.8
S00537,2025-06-30,P01,Accessories,Marketplace,Central Anatolia,2,70,42.47,27.53
S00538,2025-07-01,P04,Office,Retail,Central Anatolia,3,99.75,51.04,48.71
S00539,2025-07-02,P05,Storage,Marketplace,Marmara,1,67.5,33.59,33.91
S00540,2025-07-02,P01,Accessories,Marketplace,Central Anatolia,2,150,90.03,59.97
S00541,2025-07-02,P04,Office,Retail,Aegean,1,46.55,28.86,17.69
S00542,2025-07-02,P03,Displays,Marketplace,Marmara,5,1182.75,688.12,494.63
S00543,2025-07-03,P01,Accessories,Online,Central Anatolia,5,375,245.94,129.06
S00544,2025-07-04,P03,Displays,Retail,Marmara,1,161.1,87.04,74.06
S00545,2025-07-05,P02,Audio,Marketplace,Central Anatolia,4,996,575.31,420.69
S00546,2025-07-05,P03,Displays,Online,Marmara,6,210,127.62,82.38
S00547,2025-07-05,P05,Storage,Online,Marmara,1,107.1,68.19,38.91
S00548,2025-07-05,P02,Audio,Online,Aegean,5,1245,833.31,411.69
S00549,2025-07-05,P05,Storage,Online,Central Anatolia,5,175,118.55,56.45
S00550,2025-07-06,P05,Storage,Retail,Marmara,2,142.5,72.11,70.39
S00551,2025-07-06,P02,Audio,Marketplace,Aegean,2,238,138.97,99.03
S00552,2025-07-06,P01,Accessories,Marketplace,Central Anatolia,5,595,354.28,240.72
S00553,2025-07-07,P04,Office,Online,Marmara,3,747,393.81,353.19
S00554,2025-07-07,P05,Storage,Retail,Central Anatolia,1,46.55,26.77,19.78
S00555,2025-07-07,P03,Displays,Online,Aegean,5,175,109.44,65.56
S00556,2025-07-07,P03,Displays,Marketplace,Central Anatolia,4,476,244.38,231.62
S00557,2025-07-08,P01,Accessories,Retail,Marmara,4,186.2,91.96,94.24
S00558,2025-07-08,P03,Displays,Online,Central Anatolia,3,357,176.26,180.74
S00559,2025-07-08,P01,Accessories,Retail,Central Anatolia,2,98,59.51,38.49
S00560,2025-07-08,P04,Office,Retail,Central Anatolia,6,210,116.68,93.32
S00561,2025-07-08,P04,Office,Marketplace,Central Anatolia,6,405.0,239.19,165.81
S00562,2025-07-09,P04,Office,Retail,Marmara,3,225,133.33,91.67
S00563,2025-07-09,P05,Storage,Online,Central Anatolia,2,70,37.06,32.94
S00564,2025-07-09,P03,Displays,Online,Marmara,5,220.5,107.2,113.3
S00565,2025-07-09,P02,Audio,Online,Central Anatolia,3,709.65,480.35,229.3
S00566,2025-07-09,P01,Accessories,Retail,Aegean,5,565.25,349.7,215.55
S00567,2025-07-10,P01,Accessories,Online,Aegean,3,747,456.76,290.24
S00568,2025-07-10,P04,Office,Retail,Marmara,6,1074,683.75,390.25
S00569,2025-07-10,P04,Office,Marketplace,Aegean,2,150,101.03,48.97
S00570,2025-07-10,P02,Audio,Retail,Aegean,3,147,86.96,60.04
S00571,2025-07-11,P04,Office,Marketplace,Central Anatolia,2,70,34.87,35.13
S00572,2025-07-11,P01,Accessories,Retail,Aegean,2,473.1,304.08,169.02
S00573,2025-07-11,P03,Displays,Online,Aegean,4,716,343.89,372.11
S00574,2025-07-12,P04,Office,Marketplace,Marmara,4,716,465.89,250.11
S00575,2025-07-12,P04,Office,Retail,Marmara,4,196,100.61,95.39
S00576,2025-07-13,P02,Audio,Marketplace,Central Anatolia,3,747,392.2,354.8
S00577,2025-07-13,P03,Displays,Online,Central Anatolia,4,133.0,85.44,47.56
S00578,2025-07-13,P03,Displays,Online,Marmara,6,189.0,97.51,91.49
S00579,2025-07-14,P05,Storage,Marketplace,Aegean,1,113.05,69.81,43.24
S00580,2025-07-14,P02,Audio,Online,Central Anatolia,1,31.5,21.16,10.34
S00581,2025-07-14,P02,Audio,Retail,Marmara,3,747,443.9,303.1
S00582,2025-07-15,P04,Office,Marketplace,Aegean,4,476,322.55,153.45
S00583,2025-07-15,P03,Displays,Online,Marmara,6,210,103.7,106.3
S00584,2025-07-15,P01,Accessories,Marketplace,Aegean,5,375,222.55,152.45
S00585,2025-07-15,P03,Displays,Online,Aegean,1,119,68.92,50.08
S00586,2025-07-16,P03,Displays,Marketplace,Central Anatolia,6,294,160.62,133.38
S00587,2025-07-16,P02,Audio,Online,Central Anatolia,1,49,29.46,19.54
S00588,2025-07-16,P04,Office,Online,Central Anatolia,3,202.5,117.62,84.88
S00589,2025-07-17,P03,Displays,Retail,Central Anatolia,5,175,104.95,70.05
S00590,2025-07-17,P04,Office,Retail,Marmara,4,680.2,404.6,275.6
S00591,2025-07-17,P03,Displays,Retail,Central Anatolia,4,476,301.11,174.89
S00592,2025-07-17,P03,Displays,Online,Aegean,6,279.3,139.56,139.74
S00593,2025-07-17,P01,Accessories,Retail,Aegean,3,94.5,60.81,33.69
S00594,2025-07-18,P02,Audio,Retail,Marmara,2,142.5,89.61,52.89
S00595,2025-07-18,P01,Accessories,Marketplace,Aegean,2,70,37.9,32.1
S00596,2025-07-19,P03,Displays,Retail,Aegean,1,224.1,129.35,94.75
S00597,2025-07-19,P02,Audio,Online,Aegean,6,189.0,119.96,69.04
S00598,2025-07-19,P04,Office,Retail,Central Anatolia,5,895,480.66,414.34
S00599,2025-07-20,P01,Accessories,Marketplace,Central Anatolia,4,716,358.33,357.67
S00600,2025-07-20,P04,Office,Marketplace,Marmara,6,1494,916.35,577.65
S00601,2025-07-20,P04,Office,Online,Marmara,2,98,59.69,38.31
S00602,2025-07-21,P03,Displays,Retail,Marmara,6,1344.6,654.11,690.49
S00603,2025-07-21,P04,Office,Marketplace,Aegean,5,595,340.19,254.81
S00604,2025-07-21,P02,Audio,Marketplace,Aegean,2,150,84.13,65.87
S00605,2025-07-21,P01,Accessories,Online,Aegean,2,135.0,91.39,43.61
S00606,2025-07-21,P02,Audio,Online,Marmara,1,49,25.48,23.52
S00607,2025-07-22,P03,Displays,Marketplace,Marmara,2,340.1,203.9,136.2
S00608,2025-07-22,P02,Audio,Retail,Aegean,4,176.4,93.33,83.07
S00609,2025-07-22,P03,Displays,Marketplace,Aegean,5,895,594.3,300.7
S00610,2025-07-22,P03,Displays,Retail,Aegean,2,70,45.01,24.99
S00611,2025-07-23,P01,Accessories,Marketplace,Central Anatolia,5,595,347.74,247.26
S00612,2025-07-23,P01,Accessories,Marketplace,Aegean,2,98,56.63,41.37
S00613,2025-07-23,P04,Office,Online,Central Anatolia,1,107.1,59.15,47.95
S00614,2025-07-24,P05,Storage,Marketplace,Marmara,3,147,89.03,57.97
S00615,2025-07-24,P03,Displays,Marketplace,Aegean,1,35,20.84,14.16
S00616,2025-07-25,P05,Storage,Marketplace,Marmara,3,537,272.5,264.5
S00617,2025-07-25,P02,Audio,Retail,Central Anatolia,6,714,410.83,303.17
S00618,2025-07-25,P05,Storage,Marketplace,Marmara,3,709.65,383.23,326.42
S00619,2025-07-26,P04,Office,Marketplace,Aegean,6,405.0,262.02,142.98
S00620,2025-07-27,P04,Office,Online,Central Anatolia,3,747,418.85,328.15
S00621,2025-07-27,P01,Accessories,Marketplace,Aegean,1,179,119.22,59.78
S00622,2025-07-27,P04,Office,Retail,Marmara,1,236.55,120.9,115.65
S00623,2025-07-27,P05,Storage,Marketplace,Marmara,6,642.6,418.97,223.63
S00624,2025-07-28,P03,Displays,Marketplace,Marmara,6,1419.3,782.6,636.7
S00625,2025-07-28,P01,Accessories,Marketplace,Aegean,2,135.0,69.03,65.97
S00626,2025-07-28,P05,Storage,Online,Marmara,4,896.4,559.43,336.97
S00627,2025-07-29,P02,Audio,Retail,Central Anatolia,5,232.75,130.9,101.85
S00628,2025-07-29,P02,Audio,Online,Aegean,4,452.2,264.15,188.05
S00629,2025-07-29,P04,Office,Marketplace,Aegean,2,448.2,302.14,146.06
S00630,2025-07-29,P05,Storage,Online,Aegean,6,1494,950.38,543.62
S00631,2025-07-30,P01,Accessories,Retail,Central Anatolia,2,93.1,51.41,41.69
S00632,2025-07-30,P02,Audio,Retail,Central Anatolia,6,714,369.39,344.61
S00633,2025-07-30,P05,Storage,Online,Aegean,6,294,189.85,104.15
S00634,2025-07-30,P01,Accessories,Marketplace,Central Anatolia,6,294,179.77,114.23
S00635,2025-07-30,P04,Office,Retail,Aegean,2,93.1,45.12,47.98
S00636,2025-07-31,P02,Audio,Online,Marmara,2,448.2,215.58,232.62
S00637,2025-07-31,P05,Storage,Marketplace,Marmara,5,1245,690.37,554.63
S00638,2025-07-31,P02,Audio,Marketplace,Central Anatolia,5,595,373.56,221.44
S00639,2025-07-31,P02,Audio,Online,Marmara,1,49,26.19,22.81
S00640,2025-07-31,P03,Displays,Marketplace,Central Anatolia,4,270.0,179.74,90.26
S00641,2025-08-01,P03,Displays,Online,Marmara,2,448.2,225.18,223.02
S00642,2025-08-01,P03,Displays,Marketplace,Marmara,1,224.1,108.51,115.59
S00643,2025-08-01,P03,Displays,Online,Aegean,5,565.25,276.31,288.94
S00644,2025-08-02,P04,Office,Online,Central Anatolia,1,71.25,45.15,26.1
S00645,2025-08-02,P05,Storage,Retail,Central Anatolia,5,895,532.46,362.54
S00646,2025-08-02,P01,Accessories,Online,Marmara,6,450,304.23,145.77
S00647,2025-08-03,P04,Office,Marketplace,Aegean,2,448.2,225.51,222.69
S00648,2025-08-04,P03,Displays,Retail,Central Anatolia,6,210,128.34,81.66
S00649,2025-08-04,P03,Displays,Online,Marmara,1,35,17.77,17.23
S00650,2025-08-04,P04,Office,Retail,Central Anatolia,2,98,47.92,50.08
S00651,2025-08-04,P03,Displays,Retail,Central Anatolia,3,147,89.96,57.04
S00652,2025-08-05,P02,Audio,Retail,Marmara,3,225,134.43,90.57
S00653,2025-08-05,P04,Office,Retail,Central Anatolia,2,88.2,44.46,43.74
S00654,2025-08-05,P01,Accessories,Online,Aegean,3,94.5,59.87,34.63
S00655,2025-08-05,P03,Displays,Retail,Marmara,6,199.5,125.97,73.53
S00656,2025-08-06,P05,Storage,Marketplace,Central Anatolia,3,147,98.43,48.57
S00657,2025-08-06,P05,Storage,Retail,Aegean,6,642.6,358.02,284.58
S00658,2025-08-06,P03,Displays,Retail,Aegean,3,537,297.63,239.37
S00659,2025-08-06,P01,Accessories,Online,Aegean,6,405.0,272.65,132.35
S00660,2025-08-07,P02,Audio,Online,Central Anatolia,4,644.4,372.72,271.68
S00661,2025-08-07,P03,Displays,Retail,Marmara,4,452.2,303.33,148.87
S00662,2025-08-07,P05,Storage,Retail,Central Anatolia,4,140,82.8,57.2
S00663,2025-08-07,P05,Storage,Retail,Aegean,4,126.0,82.39,43.61
S00664,2025-08-07,P05,Storage,Online,Aegean,5,375,200.63,174.37
S00665,2025-08-08,P05,Storage,Retail,Aegean,5,166.25,95.07,71.18
S00666,2025-08-08,P01,Accessories,Online,Aegean,3,321.3,203.34,117.96
S00667,2025-08-08,P02,Audio,Marketplace,Marmara,1,75,38.6,36.4
S00668,2025-08-09,P05,Storage,Online,Aegean,2,358,214.84,143.16
S00669,2025-08-09,P04,Office,Online,Marmara,1,44.1,28.94,15.16
S00670,2025-08-09,P02,Audio,Online,Central Anatolia,4,896.4,434.09,462.31
S00671,2025-08-09,P03,Displays,Retail,Aegean,3,357,227.95,129.05
