OrderID,OrderDate,ProductID,ProductName,Category,Region,Channel,CustomerSegment,Quantity,DiscountPct,Revenue,Cost,GrossProfit,RevenueTarget
ORD-00772,2025-11-12,P01,Laptop Pro 14,Computing,Marmara,Retail,Small Business,1,0.1,1169.1,820,349.1,1221.06
ORD-00773,2025-11-12,P10,Ergonomic Chair,Office,Marmara,Retail,Small Business,2,0,998,630,368,938.12
ORD-00774,2025-11-12,P06,Wireless Mouse,Accessories,Mediterranean,Retail,Small Business,2,0.1,106.2,50,56.2,110.92
ORD-00775,2025-11-12,P09,Portable Speaker,Audio,Central Anatolia,Online,Small Business,1,0.05,113.05,63,50.05,111.86
ORD-00776,2025-11-12,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Small Business,1,0.1,107.1,61,46.1,111.86
ORD-00777,2025-11-13,P07,USB-C Dock,Accessories,Mediterranean,Online,Small Business,1,0.2,135.2,92,43.2,158.86
ORD-00778,2025-11-13,P10,Ergonomic Chair,Office,Central Anatolia,Online,Corporate,1,0.05,474.05,315,159.05,469.06
ORD-00779,2025-11-13,P01,Laptop Pro 14,Computing,Marmara,Marketplace,Small Business,1,0,1299,820,479,1221.06
ORD-00780,2025-11-13,P09,Portable Speaker,Audio,Marmara,Online,Small Business,2,0.05,226.1,126,100.1,223.72
ORD-00781,2025-11-13,P12,Portable SSD 1TB,Storage,Aegean,Retail,Corporate,1,0,149,84,65,140.06
ORD-00782,2025-11-13,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Consumer,2,0.05,2468.1,1640,828.1,2442.12
ORD-00783,2025-11-13,P02,Office Laptop 15,Computing,Mediterranean,Marketplace,Small Business,1,0,899,590,309,845.06
ORD-00784,2025-11-13,P06,Wireless Mouse,Accessories,Marmara,Marketplace,Small Business,2,0,118,50,68,110.92
ORD-00785,2025-11-13,P09,Portable Speaker,Audio,Marmara,Retail,Small Business,2,0,238,126,112,223.72
ORD-00786,2025-11-13,P12,Portable SSD 1TB,Storage,Marmara,Retail,Consumer,2,0,298,168,130,280.12
ORD-00787,2025-11-14,P10,Ergonomic Chair,Office,Aegean,Retail,Consumer,1,0.15,424.15,315,109.15,469.06
ORD-00788,2025-11-14,P02,Office Laptop 15,Computing,Marmara,Marketplace,Small Business,1,0.1,809.1,590,219.1,845.06
ORD-00789,2025-11-14,P07,USB-C Dock,Accessories,Aegean,Retail,Consumer,1,0,169,92,77,158.86
ORD-00790,2025-11-14,P02,Office Laptop 15,Computing,Central Anatolia,Retail,Corporate,1,0.1,809.1,590,219.1,845.06
ORD-00791,2025-11-14,P03,4K Monitor,Displays,Central Anatolia,Marketplace,Consumer,2,0,858,540,318,806.52
ORD-00792,2025-11-14,P09,Portable Speaker,Audio,Central Anatolia,Marketplace,Small Business,2,0,238,126,112,223.72
ORD-00793,2025-11-15,P07,USB-C Dock,Accessories,Marmara,Marketplace,Small Business,2,0.1,304.2,184,120.2,317.72
ORD-00794,2025-11-15,P05,Mechanical Keyboard,Accessories,Central Anatolia,Retail,Corporate,1,0,119,61,58,111.86
ORD-00795,2025-11-15,P07,USB-C Dock,Accessories,Mediterranean,Retail,Consumer,3,0,507,276,231,476.58
ORD-00796,2025-11-15,P11,Standing Desk,Office,Central Anatolia,Marketplace,Consumer,4,0.1,2516.4,1760,756.4,2628.24
ORD-00797,2025-11-15,P11,Standing Desk,Office,Aegean,Retail,Corporate,1,0,699,440,259,657.06
ORD-00798,2025-11-15,P09,Portable Speaker,Audio,Mediterranean,Online,Consumer,3,0,357,189,168,335.58
ORD-00799,2025-11-15,P04,27-inch Monitor,Displays,Aegean,Marketplace,Consumer,1,0.2,231.2,185,46.2,271.66
ORD-00800,2025-11-16,P11,Standing Desk,Office,Central Anatolia,Online,Consumer,2,0.05,1328.1,880,448.1,1314.12
ORD-00801,2025-11-16,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Small Business,1,0,1299,820,479,1221.06
ORD-00802,2025-11-16,P01,Laptop Pro 14,Computing,Mediterranean,Online,Small Business,1,0.1,1169.1,820,349.1,1221.06
ORD-00803,2025-11-16,P03,4K Monitor,Displays,Central Anatolia,Retail,Corporate,1,0.1,386.1,270,116.1,403.26
ORD-00804,2025-11-16,P05,Mechanical Keyboard,Accessories,Marmara,Retail,Corporate,3,0.05,339.15,183,156.15,335.58
ORD-00805,2025-11-16,P07,USB-C Dock,Accessories,Central Anatolia,Marketplace,Corporate,2,0.1,304.2,184,120.2,317.72
ORD-00806,2025-11-16,P01,Laptop Pro 14,Computing,Aegean,Online,Consumer,2,0.1,2338.2,1640,698.2,2442.12
ORD-00807,2025-11-16,P11,Standing Desk,Office,Mediterranean,Retail,Corporate,1,0.1,629.1,440,189.1,657.06
ORD-00808,2025-11-17,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Corporate,1,0,249,133,116,234.06
ORD-00809,2025-11-17,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Corporate,1,0,1299,820,479,1221.06
ORD-00810,2025-11-17,P07,USB-C Dock,Accessories,Aegean,Online,Small Business,1,0,169,92,77,158.86
ORD-00811,2025-11-17,P12,Portable SSD 1TB,Storage,Central Anatolia,Online,Corporate,1,0.2,119.2,84,35.2,140.06
ORD-00812,2025-11-17,P03,4K Monitor,Displays,Marmara,Marketplace,Consumer,1,0,429,270,159,403.26
ORD-00813,2025-11-17,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Consumer,3,0.1,1347.3,945,402.3,1407.18
ORD-00814,2025-11-17,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Small Business,3,0,357,183,174,335.58
ORD-00815,2025-11-17,P07,USB-C Dock,Accessories,Marmara,Retail,Small Business,1,0,169,92,77,158.86
ORD-00816,2025-11-18,P01,Laptop Pro 14,Computing,Aegean,Retail,Consumer,1,0.1,1169.1,820,349.1,1221.06
ORD-00817,2025-11-18,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Consumer,2,0,2598,1640,958,2442.12
ORD-00818,2025-11-18,P07,USB-C Dock,Accessories,Mediterranean,Online,Consumer,1,0,169,92,77,158.86
ORD-00819,2025-11-18,P03,4K Monitor,Displays,Marmara,Retail,Small Business,1,0,429,270,159,403.26
ORD-00820,2025-11-18,P09,Portable Speaker,Audio,Central Anatolia,Online,Corporate,1,0.05,113.05,63,50.05,111.86
ORD-00821,2025-11-18,P03,4K Monitor,Displays,Central Anatolia,Marketplace,Small Business,1,0,429,270,159,403.26
ORD-00822,2025-11-18,P11,Standing Desk,Office,Aegean,Marketplace,Small Business,1,0.15,594.15,440,154.15,657.06
ORD-00823,2025-11-18,P05,Mechanical Keyboard,Accessories,Central Anatolia,Marketplace,Small Business,1,0.05,113.05,61,52.05,111.86
ORD-00824,2025-11-19,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Marketplace,Corporate,1,0,249,133,116,234.06
ORD-00825,2025-11-19,P11,Standing Desk,Office,Central Anatolia,Marketplace,Small Business,2,0.05,1328.1,880,448.1,1314.12
ORD-00826,2025-11-19,P07,USB-C Dock,Accessories,Mediterranean,Marketplace,Small Business,1,0.15,143.65,92,51.65,158.86
ORD-00827,2025-11-19,P02,Office Laptop 15,Computing,Aegean,Marketplace,Corporate,3,0,2697,1770,927,2535.18
ORD-00828,2025-11-19,P11,Standing Desk,Office,Central Anatolia,Retail,Consumer,1,0.05,664.05,440,224.05,657.06
ORD-00829,2025-11-19,P08,Noise-Cancel Headphones,Audio,Aegean,Online,Consumer,1,0.05,236.55,133,103.55,234.06
ORD-00830,2025-11-19,P10,Ergonomic Chair,Office,Central Anatolia,Online,Small Business,1,0.2,399.2,315,84.2,469.06
ORD-00831,2025-11-19,P06,Wireless Mouse,Accessories,Mediterranean,Online,Consumer,3,0,177,75,102,166.38
ORD-00832,2025-11-20,P09,Portable Speaker,Audio,Aegean,Marketplace,Small Business,2,0,238,126,112,223.72
ORD-00833,2025-11-20,P04,27-inch Monitor,Displays,Aegean,Online,Consumer,1,0,289,185,104,271.66
ORD-00834,2025-11-20,P12,Portable SSD 1TB,Storage,Marmara,Marketplace,Consumer,2,0.15,253.3,168,85.3,280.12
ORD-00835,2025-11-20,P03,4K Monitor,Displays,Mediterranean,Online,Small Business,1,0.15,364.65,270,94.65,403.26
ORD-00836,2025-11-20,P04,27-inch Monitor,Displays,Central Anatolia,Online,Consumer,2,0.05,549.1,370,179.1,543.32
ORD-00837,2025-11-20,P06,Wireless Mouse,Accessories,Central Anatolia,Marketplace,Corporate,1,0,59,25,34,55.46
ORD-00838,2025-11-20,P11,Standing Desk,Office,Mediterranean,Online,Corporate,2,0,1398,880,518,1314.12
ORD-00839,2025-11-20,P01,Laptop Pro 14,Computing,Aegean,Retail,Small Business,3,0.1,3507.3,2460,1047.3,3663.18
ORD-00840,2025-11-20,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Corporate,1,0.2,199.2,133,66.2,234.06
ORD-00841,2025-11-20,P12,Portable SSD 1TB,Storage,Central Anatolia,Online,Corporate,1,0,149,84,65,140.06
ORD-00842,2025-11-21,P04,27-inch Monitor,Displays,Mediterranean,Retail,Corporate,1,0,289,185,104,271.66
ORD-00843,2025-11-21,P08,Noise-Cancel Headphones,Audio,Mediterranean,Online,Consumer,2,0.1,448.2,266,182.2,468.12
ORD-00844,2025-11-21,P06,Wireless Mouse,Accessories,Mediterranean,Online,Corporate,1,0.1,53.1,25,28.1,55.46
ORD-00845,2025-11-21,P06,Wireless Mouse,Accessories,Aegean,Marketplace,Consumer,3,0.15,150.45,75,75.45,166.38
ORD-00846,2025-11-21,P12,Portable SSD 1TB,Storage,Marmara,Marketplace,Corporate,1,0,149,84,65,140.06
ORD-00847,2025-11-21,P04,27-inch Monitor,Displays,Aegean,Online,Corporate,1,0,289,185,104,271.66
ORD-00848,2025-11-21,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Small Business,4,0,1996,1260,736,1876.24
ORD-00849,2025-11-22,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Small Business,1,0.1,224.1,133,91.1,234.06
ORD-00850,2025-11-22,P07,USB-C Dock,Accessories,Marmara,Online,Consumer,1,0.1,152.1,92,60.1,158.86
ORD-00851,2025-11-22,P12,Portable SSD 1TB,Storage,Aegean,Retail,Consumer,2,0,298,168,130,280.12
ORD-00852,2025-11-22,P07,USB-C Dock,Accessories,Mediterranean,Marketplace,Corporate,1,0.2,135.2,92,43.2,158.86
ORD-00853,2025-11-22,P02,Office Laptop 15,Computing,Central Anatolia,Retail,Consumer,1,0.15,764.15,590,174.15,845.06
ORD-00854,2025-11-22,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Corporate,1,0,119,61,58,111.86
ORD-00855,2025-11-22,P11,Standing Desk,Office,Aegean,Retail,Corporate,1,0.05,664.05,440,224.05,657.06
ORD-00856,2025-11-22,P10,Ergonomic Chair,Office,Marmara,Retail,Consumer,1,0,499,315,184,469.06
ORD-00857,2025-11-22,P03,4K Monitor,Displays,Marmara,Marketplace,Small Business,1,0,429,270,159,403.26
ORD-00858,2025-11-22,P06,Wireless Mouse,Accessories,Aegean,Retail,Small Business,1,0.05,56.05,25,31.05,55.46
ORD-00859,2025-11-23,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Small Business,1,0,249,133,116,234.06
ORD-00860,2025-11-23,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Consumer,2,0,118,50,68,110.92
ORD-00861,2025-11-23,P06,Wireless Mouse,Accessories,Marmara,Marketplace,Small Business,4,0,236,100,136,221.84
ORD-00862,2025-11-23,P07,USB-C Dock,Accessories,Central Anatolia,Marketplace,Corporate,2,0,338,184,154,317.72
ORD-00863,2025-11-23,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Consumer,2,0.05,226.1,122,104.1,223.72
ORD-00864,2025-11-23,P02,Office Laptop 15,Computing,Central Anatolia,Online,Corporate,1,0.2,719.2,590,129.2,845.06
ORD-00865,2025-11-24,P02,Office Laptop 15,Computing,Central Anatolia,Online,Small Business,1,0,899,590,309,845.06
ORD-00866,2025-11-24,P10,Ergonomic Chair,Office,Mediterranean,Online,Small Business,1,0.15,424.15,315,109.15,469.06
ORD-00867,2025-11-24,P11,Standing Desk,Office,Central Anatolia,Retail,Corporate,2,0,1398,880,518,1314.12
ORD-00868,2025-11-24,P09,Portable Speaker,Audio,Central Anatolia,Marketplace,Corporate,2,0.05,226.1,126,100.1,223.72
ORD-00869,2025-11-24,P02,Office Laptop 15,Computing,Marmara,Online,Consumer,1,0,899,590,309,845.06
ORD-00870,2025-11-24,P07,USB-C Dock,Accessories,Mediterranean,Marketplace,Corporate,2,0.05,321.1,184,137.1,317.72
ORD-00871,2025-11-24,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Small Business,1,0.05,236.55,133,103.55,234.06
ORD-00872,2025-11-24,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Small Business,1,0.1,1169.1,820,349.1,1221.06
ORD-00873,2025-11-25,P06,Wireless Mouse,Accessories,Marmara,Marketplace,Corporate,2,0,118,50,68,110.92
ORD-00874,2025-11-25,P07,USB-C Dock,Accessories,Marmara,Marketplace,Corporate,2,0.05,321.1,184,137.1,317.72
ORD-00875,2025-11-25,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Consumer,1,0.05,236.55,133,103.55,234.06
ORD-00876,2025-11-25,P02,Office Laptop 15,Computing,Central Anatolia,Marketplace,Consumer,2,0.1,1618.2,1180,438.2,1690.12
ORD-00877,2025-11-25,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Corporate,1,0.05,236.55,133,103.55,234.06
ORD-00878,2025-11-25,P07,USB-C Dock,Accessories,Central Anatolia,Retail,Small Business,2,0,338,184,154,317.72
ORD-00879,2025-11-25,P04,27-inch Monitor,Displays,Mediterranean,Online,Small Business,1,0,289,185,104,271.66
ORD-00880,2025-11-25,P09,Portable Speaker,Audio,Aegean,Online,Consumer,3,0,357,189,168,335.58
ORD-00881,2025-11-26,P02,Office Laptop 15,Computing,Mediterranean,Online,Corporate,1,0,899,590,309,845.06
ORD-00882,2025-11-26,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Corporate,3,0.1,159.3,75,84.3,166.38
ORD-00883,2025-11-26,P11,Standing Desk,Office,Aegean,Marketplace,Corporate,1,0.05,664.05,440,224.05,657.06
ORD-00884,2025-11-26,P01,Laptop Pro 14,Computing,Marmara,Online,Consumer,1,0,1299,820,479,1221.06
ORD-00885,2025-11-26,P11,Standing Desk,Office,Central Anatolia,Marketplace,Small Business,3,0,2097,1320,777,1971.18
ORD-00886,2025-11-26,P09,Portable Speaker,Audio,Mediterranean,Retail,Consumer,1,0.15,101.15,63,38.15,111.86
ORD-00887,2025-11-26,P11,Standing Desk,Office,Central Anatolia,Online,Consumer,1,0,699,440,259,657.06
ORD-00888,2025-11-27,P01,Laptop Pro 14,Computing,Marmara,Retail,Small Business,2,0,2598,1640,958,2442.12
ORD-00889,2025-11-27,P04,27-inch Monitor,Displays,Central Anatolia,Online,Consumer,1,0.1,260.1,185,75.1,271.66
ORD-00890,2025-11-27,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Consumer,2,0,498,266,232,468.12
ORD-00891,2025-11-27,P04,27-inch Monitor,Displays,Aegean,Retail,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-00892,2025-11-27,P04,27-inch Monitor,Displays,Aegean,Online,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-00893,2025-11-27,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Corporate,1,0.1,107.1,61,46.1,111.86
ORD-00894,2025-11-27,P04,27-inch Monitor,Displays,Central Anatolia,Marketplace,Corporate,3,0,867,555,312,814.98
ORD-00895,2025-11-27,P06,Wireless Mouse,Accessories,Central Anatolia,Online,Consumer,4,0,236,100,136,221.84
ORD-00896,2025-11-27,P11,Standing Desk,Office,Central Anatolia,Online,Consumer,1,0,699,440,259,657.06
ORD-00897,2025-11-27,P08,Noise-Cancel Headphones,Audio,Aegean,Retail,Corporate,2,0,498,266,232,468.12
ORD-00898,2025-11-27,P03,4K Monitor,Displays,Central Anatolia,Online,Small Business,2,0.2,686.4,540,146.4,806.52
ORD-00899,2025-11-27,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Corporate,3,0.05,709.65,399,310.65,702.18
ORD-00900,2025-11-28,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Consumer,3,0,357,183,174,335.58
ORD-00901,2025-11-28,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Small Business,1,0.2,199.2,133,66.2,234.06
ORD-00902,2025-11-28,P09,Portable Speaker,Audio,Mediterranean,Retail,Consumer,2,0.1,214.2,126,88.2,223.72
ORD-00903,2025-11-28,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Small Business,3,0.1,402.3,252,150.3,420.18
ORD-00904,2025-11-28,P11,Standing Desk,Office,Marmara,Retail,Corporate,1,0,699,440,259,657.06
ORD-00905,2025-11-28,P07,USB-C Dock,Accessories,Aegean,Marketplace,Small Business,1,0.15,143.65,92,51.65,158.86
ORD-00906,2025-11-29,P12,Portable SSD 1TB,Storage,Marmara,Retail,Consumer,1,0.05,141.55,84,57.55,140.06
ORD-00907,2025-11-29,P07,USB-C Dock,Accessories,Aegean,Marketplace,Small Business,1,0.05,160.55,92,68.55,158.86
ORD-00908,2025-11-29,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Corporate,1,0,1299,820,479,1221.06
ORD-00909,2025-11-29,P07,USB-C Dock,Accessories,Mediterranean,Retail,Consumer,2,0,338,184,154,317.72
ORD-00910,2025-11-29,P11,Standing Desk,Office,Mediterranean,Online,Corporate,2,0.2,1118.4,880,238.4,1314.12
ORD-00911,2025-11-29,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Consumer,2,0.1,2338.2,1640,698.2,2442.12
ORD-00912,2025-11-29,P03,4K Monitor,Displays,Mediterranean,Retail,Consumer,1,0.1,386.1,270,116.1,403.26
ORD-00913,2025-11-29,P04,27-inch Monitor,Displays,Mediterranean,Retail,Small Business,4,0,1156,740,416,1086.64
ORD-00914,2025-11-30,P02,Office Laptop 15,Computing,Central Anatolia,Online,Corporate,1,0,899,590,309,845.06
ORD-00915,2025-11-30,P11,Standing Desk,Office,Mediterranean,Marketplace,Small Business,1,0,699,440,259,657.06
ORD-00916,2025-11-30,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Small Business,4,0,5196,3280,1916,4884.24
ORD-00917,2025-11-30,P04,27-inch Monitor,Displays,Mediterranean,Retail,Small Business,2,0.1,520.2,370,150.2,543.32
ORD-00918,2025-11-30,P06,Wireless Mouse,Accessories,Aegean,Marketplace,Corporate,1,0.15,50.15,25,25.15,55.46
ORD-00919,2025-11-30,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Corporate,1,0.1,107.1,61,46.1,111.86
ORD-00920,2025-11-30,P07,USB-C Dock,Accessories,Mediterranean,Marketplace,Consumer,2,0.05,321.1,184,137.1,317.72
ORD-00921,2025-11-30,P12,Portable SSD 1TB,Storage,Marmara,Retail,Corporate,1,0.1,134.1,84,50.1,140.06
ORD-00922,2025-12-01,P10,Ergonomic Chair,Office,Marmara,Online,Corporate,2,0,998,630,368,938.12
ORD-00923,2025-12-01,P10,Ergonomic Chair,Office,Aegean,Marketplace,Small Business,1,0,499,315,184,469.06
ORD-00924,2025-12-01,P04,27-inch Monitor,Displays,Marmara,Online,Corporate,3,0.2,693.6,555,138.6,814.98
ORD-00925,2025-12-01,P11,Standing Desk,Office,Aegean,Online,Small Business,1,0,699,440,259,657.06
ORD-00926,2025-12-01,P11,Standing Desk,Office,Mediterranean,Online,Consumer,2,0,1398,880,518,1314.12
ORD-00927,2025-12-01,P05,Mechanical Keyboard,Accessories,Central Anatolia,Marketplace,Consumer,3,0.05,339.15,183,156.15,335.58
ORD-00928,2025-12-01,P03,4K Monitor,Displays,Mediterranean,Online,Corporate,1,0.1,386.1,270,116.1,403.26
ORD-00929,2025-12-01,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Consumer,2,0.05,226.1,122,104.1,223.72
ORD-00930,2025-12-01,P10,Ergonomic Chair,Office,Central Anatolia,Online,Small Business,3,0,1497,945,552,1407.18
ORD-00931,2025-12-01,P11,Standing Desk,Office,Central Anatolia,Marketplace,Small Business,2,0,1398,880,518,1314.12
ORD-00932,2025-12-01,P05,Mechanical Keyboard,Accessories,Central Anatolia,Marketplace,Corporate,3,0,357,183,174,335.58
ORD-00933,2025-12-02,P10,Ergonomic Chair,Office,Central Anatolia,Marketplace,Corporate,2,0.1,898.2,630,268.2,938.12
ORD-00934,2025-12-02,P04,27-inch Monitor,Displays,Central Anatolia,Online,Small Business,1,0,289,185,104,271.66
ORD-00935,2025-12-02,P06,Wireless Mouse,Accessories,Aegean,Online,Small Business,1,0,59,25,34,55.46
ORD-00936,2025-12-02,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Consumer,1,0,499,315,184,469.06
ORD-00937,2025-12-02,P10,Ergonomic Chair,Office,Marmara,Online,Small Business,2,0,998,630,368,938.12
ORD-00938,2025-12-02,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Consumer,1,0.1,260.1,185,75.1,271.66
ORD-00939,2025-12-03,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Consumer,1,0,1299,820,479,1221.06
ORD-00940,2025-12-03,P02,Office Laptop 15,Computing,Aegean,Online,Small Business,2,0,1798,1180,618,1690.12
ORD-00941,2025-12-03,P03,4K Monitor,Displays,Marmara,Retail,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-00942,2025-12-03,P01,Laptop Pro 14,Computing,Mediterranean,Retail,Corporate,1,0.15,1104.15,820,284.15,1221.06
ORD-00943,2025-12-03,P11,Standing Desk,Office,Central Anatolia,Retail,Consumer,2,0.05,1328.1,880,448.1,1314.12
ORD-00944,2025-12-03,P03,4K Monitor,Displays,Marmara,Marketplace,Consumer,2,0.05,815.1,540,275.1,806.52
ORD-00945,2025-12-03,P11,Standing Desk,Office,Central Anatolia,Retail,Corporate,1,0.1,629.1,440,189.1,657.06
ORD-00946,2025-12-03,P10,Ergonomic Chair,Office,Aegean,Marketplace,Small Business,1,0.05,474.05,315,159.05,469.06
ORD-00947,2025-12-03,P07,USB-C Dock,Accessories,Central Anatolia,Marketplace,Consumer,3,0.1,456.3,276,180.3,476.58
ORD-00948,2025-12-03,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Retail,Small Business,2,0,498,266,232,468.12
ORD-00949,2025-12-04,P03,4K Monitor,Displays,Marmara,Online,Small Business,3,0,1287,810,477,1209.78
ORD-00950,2025-12-04,P06,Wireless Mouse,Accessories,Aegean,Retail,Small Business,1,0.15,50.15,25,25.15,55.46
ORD-00951,2025-12-04,P02,Office Laptop 15,Computing,Aegean,Online,Small Business,2,0,1798,1180,618,1690.12
ORD-00952,2025-12-04,P06,Wireless Mouse,Accessories,Aegean,Online,Small Business,1,0.05,56.05,25,31.05,55.46
ORD-00953,2025-12-04,P11,Standing Desk,Office,Mediterranean,Marketplace,Consumer,1,0.05,664.05,440,224.05,657.06
ORD-00954,2025-12-04,P09,Portable Speaker,Audio,Marmara,Retail,Small Business,1,0.05,113.05,63,50.05,111.86
ORD-00955,2025-12-04,P10,Ergonomic Chair,Office,Central Anatolia,Marketplace,Small Business,1,0.1,449.1,315,134.1,469.06
ORD-00956,2025-12-04,P10,Ergonomic Chair,Office,Aegean,Online,Small Business,2,0.05,948.1,630,318.1,938.12
ORD-00957,2025-12-04,P08,Noise-Cancel Headphones,Audio,Marmara,Online,Small Business,2,0.15,423.3,266,157.3,468.12
ORD-00958,2025-12-04,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Small Business,1,0,499,315,184,469.06
ORD-00959,2025-12-04,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Consumer,1,0,119,61,58,111.86
ORD-00960,2025-12-04,P05,Mechanical Keyboard,Accessories,Central Anatolia,Retail,Corporate,4,0.2,380.8,244,136.8,447.44
ORD-00961,2025-12-05,P11,Standing Desk,Office,Mediterranean,Retail,Small Business,2,0.05,1328.1,880,448.1,1314.12
ORD-00962,2025-12-05,P05,Mechanical Keyboard,Accessories,Mediterranean,Retail,Corporate,1,0,119,61,58,111.86
ORD-00963,2025-12-05,P05,Mechanical Keyboard,Accessories,Marmara,Retail,Small Business,2,0.05,226.1,122,104.1,223.72
ORD-00964,2025-12-05,P04,27-inch Monitor,Displays,Marmara,Retail,Consumer,1,0,289,185,104,271.66
ORD-00965,2025-12-05,P04,27-inch Monitor,Displays,Marmara,Online,Small Business,1,0.05,274.55,185,89.55,271.66
ORD-00966,2025-12-05,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Consumer,2,0,298,168,130,280.12
ORD-00967,2025-12-05,P07,USB-C Dock,Accessories,Mediterranean,Retail,Corporate,2,0,338,184,154,317.72
ORD-00968,2025-12-05,P07,USB-C Dock,Accessories,Aegean,Retail,Small Business,1,0,169,92,77,158.86
ORD-00969,2025-12-05,P11,Standing Desk,Office,Aegean,Online,Small Business,1,0,699,440,259,657.06
ORD-00970,2025-12-05,P03,4K Monitor,Displays,Marmara,Online,Consumer,1,0,429,270,159,403.26
ORD-00971,2025-12-05,P08,Noise-Cancel Headphones,Audio,Aegean,Retail,Consumer,1,0,249,133,116,234.06
ORD-00972,2025-12-06,P07,USB-C Dock,Accessories,Marmara,Marketplace,Consumer,1,0.05,160.55,92,68.55,158.86
ORD-00973,2025-12-06,P07,USB-C Dock,Accessories,Aegean,Retail,Corporate,2,0,338,184,154,317.72
ORD-00974,2025-12-06,P09,Portable Speaker,Audio,Marmara,Retail,Consumer,1,0.1,107.1,63,44.1,111.86
ORD-00975,2025-12-06,P09,Portable Speaker,Audio,Central Anatolia,Online,Consumer,2,0,238,126,112,223.72
ORD-00976,2025-12-06,P03,4K Monitor,Displays,Aegean,Retail,Small Business,1,0,429,270,159,403.26
ORD-00977,2025-12-06,P05,Mechanical Keyboard,Accessories,Aegean,Marketplace,Small Business,1,0.1,107.1,61,46.1,111.86
ORD-00978,2025-12-06,P11,Standing Desk,Office,Aegean,Marketplace,Consumer,1,0,699,440,259,657.06
ORD-00979,2025-12-07,P09,Portable Speaker,Audio,Aegean,Marketplace,Small Business,1,0.05,113.05,63,50.05,111.86
ORD-00980,2025-12-07,P01,Laptop Pro 14,Computing,Mediterranean,Online,Small Business,3,0,3897,2460,1437,3663.18
ORD-00981,2025-12-07,P10,Ergonomic Chair,Office,Central Anatolia,Online,Small Business,1,0,499,315,184,469.06
ORD-00982,2025-12-07,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Consumer,1,0,1299,820,479,1221.06
ORD-00983,2025-12-07,P10,Ergonomic Chair,Office,Mediterranean,Retail,Small Business,2,0,998,630,368,938.12
ORD-00984,2025-12-07,P10,Ergonomic Chair,Office,Marmara,Marketplace,Corporate,2,0,998,630,368,938.12
ORD-00985,2025-12-08,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Corporate,1,0,149,84,65,140.06
ORD-00986,2025-12-08,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Consumer,2,0.1,898.2,630,268.2,938.12
ORD-00987,2025-12-08,P03,4K Monitor,Displays,Marmara,Marketplace,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-00988,2025-12-08,P05,Mechanical Keyboard,Accessories,Central Anatolia,Retail,Corporate,2,0,238,122,116,223.72
ORD-00989,2025-12-08,P08,Noise-Cancel Headphones,Audio,Marmara,Online,Corporate,2,0.05,473.1,266,207.1,468.12
ORD-00990,2025-12-08,P10,Ergonomic Chair,Office,Mediterranean,Retail,Corporate,1,0.1,449.1,315,134.1,469.06
